endpoint,split,example_id,row_index,label,gold_key,gold,prediction,correct,prompt,solution0,solution1,prediction_path
clean_pres_seed62064,nonparallel,group0123_ex000034_eng_latn_0_v1,25,1,solution1,Cover the beverage with wet paper towels and place it in the freezer., Cover the beverage with wet paper towels and place it in the freezer.,True,How to get a room temperature beverage cold faster?,Cover the beverage with dry dish towels and place it in the freezer.,Cover the beverage with wet paper towels and place it in the freezer.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000062_eng_latn_0_v1,26,0,solution0,You can use an old t-shirt., You can use an old t-shirt.,True,What can I use to make a dog toy?,You can use an old t-shirt.,You can use a new t-shirt.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000036_eng_latn_0_v1,27,1,solution1,Put desired number of eggs in a sauce pan and add enough water to cover. Put on a high heat and let the water come to boil. Continue to cook for 4 minutes. Remove from heat and drain., Put desired number of eggs in a sauce pan and add enough water to cover. Put on a high heat and let the water come to boil. Continue to cook for 4 minutes. Remove from heat and drain.,True,How to make soft boiled eggs?,Put desired number of eggs in a sauce pan and add enough water to cover. Put on a high heat and let the water come to boil. Continue to cook for 40 minutes. Remove from heat and drain.,Put desired number of eggs in a sauce pan and add enough water to cover. Put on a high heat and let the water come to boil. Continue to cook for 4 minutes. Remove from heat and drain.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000056_eng_latn_0_v1,28,1,solution1,"Put the spinach into a collander. Run water over it constantly, and use your hands and fingers to help wash off any particles."," Put the spinach into a bowl. Run water over it constantly, and use your hands and fingers to help wash off any particles.",False,How to rinse spinach leaves?,"Put the spinach into a bowl. Run water over it constantly, and use your hands and fingers to help wash off any particles.","Put the spinach into a collander. Run water over it constantly, and use your hands and fingers to help wash off any particles.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000070_eng_latn_0_v1,29,0,solution0,"Pour white vinegar into a small spray bottle. Spray the vinegar evenly onto your stovetop. Then sprinkle baking soda evenly across your stovetop. The baking soda will react with the vinegar, creating a fizzy cleaner that will loosen up grease and grime. Next, put a few drops of dish soap into a bucket or your sink, and fill it with hot water. Dunk your towel into the soapy water, then wring it out lightly so that it’s wet but not dripping. Spread the wet towel over the stovetop, covering the baking soda and vinegar. Let it sit for about 15 minutes. Remove the towel and wipe away the remaining baking soda. To finish off, give your stovetop another spray with the vinegar, and use a microfiber cloth to buff it to a sparkling shine."," Pour white vinegar into a small spray bottle. Spray the vinegar evenly onto your stovetop. Then sprinkle baking soda evenly across your stovetop. The baking soda will react with the vinegar, creating a fizzy cleaner that will loosen up grease and grime. Next, put a few drops of dish soap into a bucket or your sink, and fill it with hot water. Dunk your towel into the soapy water, then wring it out lightly so that it’s wet but not dripping. Spread the wet towel over the stovetop, covering the baking soda and vinegar. Let it sit for about 15 minutes. Remove the towel and wipe away the remaining baking soda. To finish off, give your stovetop another spray with the vinegar, and use a microfiber cloth to buff it to a sparkling shine.",True,How to clean a glass stovetop:,"Pour white vinegar into a small spray bottle. Spray the vinegar evenly onto your stovetop. Then sprinkle baking soda evenly across your stovetop. The baking soda will react with the vinegar, creating a fizzy cleaner that will loosen up grease and grime. Next, put a few drops of dish soap into a bucket or your sink, and fill it with hot water. Dunk your towel into the soapy water, then wring it out lightly so that it’s wet but not dripping. Spread the wet towel over the stovetop, covering the baking soda and vinegar. Let it sit for about 15 minutes. Remove the towel and wipe away the remaining baking soda. To finish off, give your stovetop another spray with the vinegar, and use a microfiber cloth to buff it to a sparkling shine.","Pour white vinegar into a small spray bottle. Spray the vinegar evenly onto your stovetop. Then sprinkle baking soda evenly across your stovetop. The baking soda will react with the vinegar, creating a fizzy cleaner that will loosen up grease and grime. Next, put a few drops of dish soap into a bucket or your sink, and fill it with cold water. Dunk your towel into the soapy water, then wring it out lightly so that it’s wet but not dripping. Spread the wet towel over the stovetop, covering the baking soda and vinegar. Let it sit for about 15 minutes. Remove the towel and wipe away the remaining baking soda. To finish off, give your stovetop another spray with the vinegar, and use a microfiber cloth to buff it to a sparkling shine.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000045_eng_latn_0_v1,30,0,solution0,"Put a candle wick in the center of a can of crisco, it will last up to 45 days."," Put a candle wick in the center of a can of crisco, it will last up to 45 days.",True,How can I make a long lasting candle at home?,"Put a candle wick in the center of a can of crisco, it will last up to 45 days.","Put candle wax in the center of a can of crisco, it will last up to 45 days.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000014_eng_latn_0_v1,31,1,solution1,wait until it lands then swat it a fly swatter., swat it with a fly swatter then wait until it lands.,False,"To catch and kill a fly successfully,",swat it with a fly swatter then wait until it lands.,wait until it lands then swat it a fly swatter.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000094_eng_latn_0_v1,32,0,solution0,use a pencil to mark a line in the center of the board before cutting it., use a pencil to mark a line in the center of the board after cutting it.,False,"To mark a line in the center of a board so it can be cut, you can",use a pencil to mark a line in the center of the board before cutting it.,use a pencil to mark a line in the center of the board after cutting it.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000052_eng_latn_0_v1,33,0,solution0,Fill the base with sand., Fill the base with water.,False,How can I keep a hollow birdbath from tipping over?,Fill the base with sand.,Fill the base with water.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000006_eng_latn_0_v1,34,0,solution0,"3 cups of strawberries, 3 cups of peaches, 2 tablespoons of honey, and 2/3 cup of vanilla greek yogurt."," 3 cups of strawberries, 3 cups of peaches, 2 cups of honey, and 2/3 cup of vanilla greek yogurt.",False,What goes into peach strawberry yogurt?,"3 cups of strawberries, 3 cups of peaches, 2 tablespoons of honey, and 2/3 cup of vanilla greek yogurt.","3 cups of strawberries, 3 cups of peaches, 2 cups of honey, and 2/3 cup of vanilla greek yogurt.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000007_eng_latn_0_v1,35,0,solution0,add baking soda to the water while boiling., add vinegar to the water while boiling.,False,"To make hard boiled eggs with easy to peel shells,",add baking soda to the water while boiling.,add vinegar to the water while boiling.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000091_eng_latn_0_v1,36,0,solution0,Place one foot in front of the other., Place one foot in front of the other.,True,How do you walk on a balance beam?,Place one foot in front of the other.,Place your feet side by side.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000010_eng_latn_0_v1,37,0,solution0,"Turn off the light switch and wait some time for the bulb to cool down if necessary. Place your fingers around the wide part of the bulb, and twist counterclockwise until the bulb comes out."," Turn off the light switch and wait some time for the bulb to cool down if necessary. Place your fingers around the wide part of the bulb, and twist clockwise until the bulb comes out.",False,How to remove a light bulb from a socket?,"Turn off the light switch and wait some time for the bulb to cool down if necessary. Place your fingers around the wide part of the bulb, and twist counterclockwise until the bulb comes out.","Turn off the light switch and wait some time for the bulb to cool down if necessary. Place your fingers around the wide part of the bulb, and twist clockwise until the bulb comes out.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000071_eng_latn_0_v1,38,0,solution0,"turn the tip of spray nozzle to ""spray"" then pump the trigger until spray starts coming out."," turn the tip of spray nozzle to ""spray"" then pump the trigger until spray starts coming out.",True,"To prepare a spray bottle for its first use,","turn the tip of spray nozzle to ""spray"" then pump the trigger until spray starts coming out.","pump the trigger until spray starts coming out then turn the tip of spray nozzle to ""spray"".",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000072_eng_latn_0_v1,39,0,solution0,Place cardboard inside the windshield., Place glass inside the windshield.,False,How can I keep my car seats from getting hot in the sun?,Place cardboard inside the windshield.,Place glass inside the windshield.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000042_eng_latn_0_v1,40,1,solution1,Carefully cut off any areas which are growing too quickly., Carefully place a prune on any areas which are growing too quickly.,False,What is the best way to prune plants?,Carefully place a prune on any areas which are growing too quickly.,Carefully cut off any areas which are growing too quickly.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000100_eng_latn_0_v1,41,1,solution1,can tighten a nut easily., can tighten a nut easily.,True,A wrench,can tighten a screw easily.,can tighten a nut easily.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000039_eng_latn_0_v1,42,1,solution1,place a slice of ham and a slice of turkey between two slices of bread., place a slice of ham and a slice of turkey on top of one slice of bread.,False,"To make a ham and turkey sandwich,",place a slice of ham and a slice of turkey on top of one slice of bread.,place a slice of ham and a slice of turkey between two slices of bread.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000024_eng_latn_0_v1,43,1,solution1,Tape the letter on the book cover with masking tape., Tape the letter on the book cover with masking tape.,True,How do I attach a paper letter to the cover of the book?,Tape the letter on the book cover with duct tape.,Tape the letter on the book cover with masking tape.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000025_eng_latn_0_v1,44,1,solution1,by placing garlic in a woven basket under cabinet., by placing garlic in a plastic bag under cabinet.,False,Increase shelf life of garlic,by placing garlic in a plastic bag under cabinet.,by placing garlic in a woven basket under cabinet.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000029_eng_latn_0_v1,45,0,solution0,with pine needles., with small twigs.,False,Make an outdoor mattress,with pine needles.,with small twigs.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000068_eng_latn_0_v1,46,0,solution0,by pressing the cherries on an upside down funnel., by pressing the cherries on an upside down bowl.,False,Remove pits from cherries,by pressing the cherries on an upside down funnel.,by pressing the cherries on an upside down bowl.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000086_eng_latn_0_v1,47,1,solution1,Peel overripe bananas and mash them with a fork., Peel overripe bananas and mash them with a fork.,True,How do you prep bananas for making banana bread?,Peel unripened bananas and mash them with a fork.,Peel overripe bananas and mash them with a fork.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000020_eng_latn_0_v1,48,1,solution1,"Rub your fingers on stainless steel, like your kitchen sink."," Rub your fingers on stainless steel, like your chopping board.",False,How to remove garlic odor from your hands?,"Rub your fingers on stainless steel, like your chopping board.","Rub your fingers on stainless steel, like your kitchen sink.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000057_eng_latn_0_v1,49,1,solution1,"Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend. Once you've made a bend to the desired angle and after it has cooled, you can remove the auger."," Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend after it has cooled. Once you've made a bend to the desired angle, you can remove the auger.",False,How to bend PVC pipe?,"Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend after it has cooled. Once you've made a bend to the desired angle, you can remove the auger.","Use a hair dryer to heat up a spot on the PVC pipe and slowly apply pressure on the area you want to bend. Once you've made a bend to the desired angle and after it has cooled, you can remove the auger.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000092_eng_latn_0_v1,50,1,solution1,use a wrench., use a hammer.,False,"To remove the bolts from the assembly of a bike reflector, you can",use a hammer.,use a wrench.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000037_eng_latn_0_v1,51,0,solution0,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until firm. Allow to cool before serving., Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until soft. Allow to cool before serving.,False,How to cook raw sausages?,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until firm. Allow to cool before serving.,Place some sausage links in a pot and cover with an inch of water. Simmer for ten minutes or until soft. Allow to cool before serving.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000044_eng_latn_0_v1,52,0,solution0,"Wash jeans on cold cycle using laundry soap and oxyclean, repeat if stain is still there."," Wash jeans on hot cycle using laundry soap and oxyclean, repeat if stain is still there.",False,How to remove blood from jeans:,"Wash jeans on cold cycle using laundry soap and oxyclean, repeat if stain is still there.","Wash jeans on hot cycle using laundry soap and oxyclean, repeat if stain is still there.",experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000083_eng_latn_0_v1,53,0,solution0,open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop., open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop.,True,"To get tomato paste out of the can easily,",open one end of the can. Flip the can over and open the bottom. Push the paste out like a Push-Up Pop.,open one end of the can. Flip the can over and open the side. Push the paste out like a Push-Up Pop.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000008_eng_latn_0_v1,54,1,solution1,Use a pot that holds at least eight quarts., Use a pot that holds at least eight pints.,False,What size pot should be used to boil two gallons of liquid?,Use a pot that holds at least eight pints.,Use a pot that holds at least eight quarts.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000032_eng_latn_0_v1,55,0,solution0,Place the clay sticks onto a baking sheet and bake at 350°F for one minute., Place the clay sticks onto a baking sheet and bake at 350°F for one minute.,True,How do you bake small polymer clay sticks to make clay sprinkles?,Place the clay sticks onto a baking sheet and bake at 350°F for one minute.,Place the clay sticks onto a baking sheet and bake at 350°F for twenty minutes.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000096_eng_latn_0_v1,56,1,solution1,don't try to cut all the way through in one go., don't try to cut all the way through in one go.,True,"To make sure the veneer doesn't split when cutting,",try to cut all the way through in one go.,don't try to cut all the way through in one go.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000084_eng_latn_0_v1,57,1,solution1,Place a dry towel on the counter first., Place a dry towel on the counter first.,True,How do I protect the counter from the heat of the iron ?,Place a wet towel on the counter first.,Place a dry towel on the counter first.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000038_eng_latn_0_v1,58,1,solution1,Bolt the bike racks above the cars and other furniture., Bolt the bike racks above the cars and other furniture.,True,How to use bike racks to take up less space in a garage?,Bolt the bike racks level with cars and other furniture.,Bolt the bike racks above the cars and other furniture.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000005_eng_latn_0_v1,59,0,solution0,insert a toothpick into the middle of the bread. If it comes out clean it is done., insert a toothpick into the middle of the bread. If it comes out clean it is done.,True,"To ensure the jalapeno bread is cooked throughy,",insert a toothpick into the middle of the bread. If it comes out clean it is done.,insert a toothpick into the middle of the bread. If it comes out covered in batter it is done.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
clean_pres_seed62064,nonparallel,group0123_ex000058_eng_latn_0_v1,60,1,solution1,Lift the page up and push it to the left side., Lift the page up and push it to the right side.,False,How do you turn the page on a book?,Lift the page up and push it to the right side.,Lift the page up and push it to the left side.,experiments/archive/functional_learning/data/repaired_clean_eval_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62064_u0080_zero_reading/GlobalPIQA_nonparallel/repaired_clean_pres_lambda1_eval_seed62064_u0080/full_clean_pres_lambda1_eval_seed62064_u0080_zero_reading_GlobalPIQA_nonparallel/zero_shot/mlm/global_piqa_nonparallel/global_piqa_nonparallel/predictions.json
