pair_id,match_level,pair_cost,category,opposition_axis,pivot_norm_a,pivot_norm_b,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_side_a,target_side_b,slot_content_jaccard,slot_surface_jaccard,shared_content_count,row_a,row_b
p0000502,0,-3.121739130434783,temporal,temporal_before_after,after,before,head,went,content,1,1001+,1001+,2,2,after,after,0.1,0.08695652173913043,1,13910,14892
p0000503,1,3.135521739130435,temporal,temporal_before_after,before,after,case,save,content,1,1001+,1001+,3-4,5-8,after,after,0.0,0.17391304347826086,0,16426,9712
p0000504,1,1.3884615384615386,temporal,temporal_before_after,before,after,believe,death,content,1,1001+,1001+,3-4,2,after,after,0.08333333333333333,0.07692307692307693,1,12753,1799
p0000505,0,-1.223157894736842,temporal,temporal_before_after,before,after,round,wow,content,1,1001+,1001+,3-4,3-4,after,after,0.0,0.21052631578947367,0,1868,2880
p0000506,0,-2.147222222222222,temporal,temporal_before_after,before,after,whole,finish,content,1,1001+,1001+,2,2,after,after,0.0625,0.037037037037037035,1,7451,14204
p0000507,0,-3.6480000000000006,temporal,temporal_before_after,before,after,big,well,content,1,1001+,1001+,3-4,3-4,after,after,0.1,0.2,1,16997,463
p0000508,1,0.9500000000000004,temporal,temporal_before_after,before,after,lot,next,content,1,1001+,1001+,3-4,2,after,after,0.08333333333333333,0.15,1,15123,799
p0000509,0,-2.6646153846153844,temporal,temporal_before_after,after,before,free,eyes,content,1,1001+,1001+,2,2,after,after,0.07692307692307693,0.08,1,7045,11152
p0000510,1,1.6000000000000003,temporal,temporal_before_after,before,after,start,felt,content,1,1001+,1001+,2,3-4,after,after,0.08333333333333333,0.041666666666666664,1,11172,11832
p0000511,1,3.05,temporal,temporal_before_after,after,before,death,end,content,1,1001+,1001+,2,3-4,after,after,0.0,0.041666666666666664,0,6732,1366
p0000512,1,0.7923913043478267,temporal,temporal_before_after,after,before,death,every,content,1,1001+,1001+,2,1,after,after,0.1,0.13043478260869565,1,19158,14144
p0000513,1,1.7496153846153848,temporal,temporal_before_after,after,before,about,night,content,1,1001+,1001+,1,2,after,after,0.07692307692307693,0.038461538461538464,1,10098,13359
p0000514,1,3.209090909090909,temporal,temporal_before_after,after,before,game,went,content,1,1001+,1001+,2,3-4,after,after,0.0,0.18181818181818182,0,13722,15082
p0000515,1,1.2636363636363634,temporal,temporal_before_after,after,before,whole,back,content,1,1001+,1001+,5-8,3-4,after,after,0.09090909090909091,0.125,1,15222,2240
p0000516,0,-2.3865384615384615,temporal,temporal_before_after,before,after,comes,hard,content,1,1001+,1001+,2,2,after,after,0.0625,0.07692307692307693,1,12094,3113
p0000517,0,-3.3909090909090907,temporal,temporal_before_after,before,after,looks,felt,content,1,1001+,1001+,3-4,3-4,after,after,0.08333333333333333,0.18181818181818182,1,15526,17287
p0000518,0,-3.3299090909090907,temporal,temporal_before_after,after,before,single,now,content,1,1001+,1001+,2,2,after,after,0.08333333333333333,0.18181818181818182,1,12177,664
p0000519,0,-2.7893048128342244,temporal,temporal_before_after,before,after,next,gets,content,1,1001+,1001+,2,2,after,after,0.09090909090909091,0.058823529411764705,1,7101,15982
p0000520,1,0.8884615384615386,temporal,temporal_before_after,after,before,hit,long,content,1,1001+,1001+,2,1,after,after,0.1111111111111111,0.07692307692307693,1,2127,3261
p0000521,1,0.8015714285714289,temporal,temporal_before_after,after,before,little,believe,content,1,1001+,1001+,2,3-4,after,after,0.1111111111111111,0.09523809523809523,1,6745,14254
p0000522,0,-2.547252747252747,temporal,temporal_before_after,after,before,high,known,content,1,1001+,1001+,1,1,after,after,0.07142857142857142,0.07692307692307693,1,17447,2916
p0000523,1,1.539846153846154,temporal,temporal_before_after,after,before,little,long,content,1,1001+,1001+,2,1,after,after,0.07692307692307693,0.07692307692307693,1,1395,6271
p0000524,1,1.6192307692307695,temporal,temporal_before_after,after,before,death,fast,content,1,1001+,1001+,2,3-4,after,after,0.08333333333333333,0.038461538461538464,1,13534,17222
p0000525,2,7.305636363636363,temporal,temporal_before_after,after,before,ten-year,embark,content,2,6-10,11-25,2,2,after,after,0.09090909090909091,0.05,1,5960,15987
p0000526,2,7.835,temporal,temporal_before_after,before,after,mill's,lapse,content,2,6-10,11-25,2,2,after,after,0.0625,0.04,1,6822,8895
p0000527,2,7.423285714285716,temporal,temporal_before_after,after,before,lull,communists,content,2,11-25,26-50,2,2,after,after,0.07142857142857142,0.08333333333333333,1,15746,8716
p0000528,0,-2.5454545454545454,temporal,temporal_before_after,before,after,destroyer,stink,content,2,11-25,11-25,2,2,after,after,0.06666666666666667,0.09090909090909091,1,5302,14004
p0000529,2,8.90909090909091,temporal,temporal_before_after,after,before,moment's,dawn,content,2,51-100,101-250,2,2,after,after,0.0,0.18181818181818182,0,6056,2124
p0000530,2,10.531818181818181,temporal,temporal_before_after,after,before,moment's,noon,content,2,51-100,101-250,2,1,after,after,0.1111111111111111,0.13636363636363635,1,9607,19839
p0000531,1,1.304545454545455,temporal,temporal_before_after,after,before,joins,blaze,content,2,51-100,51-100,3-4,2,after,after,0.08333333333333333,0.09090909090909091,1,9952,1694
p0000532,1,1.395384615384615,temporal,temporal_before_after,after,before,riley,nay,content,2,101-250,101-250,2,3-4,after,after,0.07692307692307693,0.12,1,9949,5944
p0000533,2,10.6,temporal,temporal_before_after,after,before,pause,sex,content,2,101-250,251-500,2,3-4,after,after,0.1111111111111111,0.125,1,1871,16487
p0000534,2,10.407142857142857,temporal,temporal_before_after,after,before,pause,excellent,content,2,101-250,251-500,2,3-4,after,after,0.1,0.19047619047619047,1,9379,4712
p0000535,2,11.365384615384615,temporal,temporal_before_after,after,before,files,nap,content,2,101-250,251-500,2,3-4,after,after,0.07692307692307693,0.125,1,11900,2823
p0000536,2,12.002777777777778,temporal,temporal_before_after,after,before,tone,breakfast,content,2,251-500,501-1000,2,1,after,after,0.0625,0.037037037037037035,1,16833,4031
p0000537,1,2.8,temporal,temporal_before_after,before,after,wood,event,content,2,501-1000,501-1000,3-4,2,after,after,0.0,0.08333333333333333,0,12978,19660
p0000538,2,7.538461538461539,temporal,temporal_before_after,after,before,event,fire,content,2,501-1000,1001+,2,2,after,after,0.06666666666666667,0.07692307692307693,1,7740,756
p0000539,1,1.8846153846153844,temporal,temporal_before_after,after,before,race,nope,content,2,501-1000,501-1000,2,3-4,after,after,0.07692307692307693,0.038461538461538464,1,18498,11053
p0000540,2,7.194285714285716,temporal,temporal_before_after,after,before,loss,war,content,2,501-1000,1001+,2,2,after,after,0.07142857142857142,0.12,1,15775,932
p0000541,1,1.9642857142857142,temporal,temporal_before_after,before,after,starts,they've,content,2,501-1000,501-1000,2,3-4,after,after,0.07142857142857142,0.041666666666666664,1,1934,5893
p0000542,1,1.61,temporal,temporal_before_after,after,before,rain,they've,content,2,501-1000,501-1000,2,1,after,after,0.08333333333333333,0.04,1,1160,17364
p0000543,2,7.769230769230771,temporal,temporal_before_after,after,before,event,today,content,2,501-1000,1001+,2,2,after,after,0.06666666666666667,0.038461538461538464,1,20175,1666
p0000544,2,11.069999999999999,temporal,temporal_before_after,after,before,spell,that's,content,2,501-1000,1001+,2,1,after,after,0.1,0.08,1,9722,16840
p0000545,1,1.602747252747253,temporal,temporal_before_after,before,after,long,we'll,content,2,1001+,1001+,1,2,after,after,0.07142857142857142,0.07692307692307693,1,8141,1292
p0000546,0,-2.24,temporal,temporal_before_after,after,before,you've,haven't,content,2,1001+,1001+,1,1,after,after,0.06666666666666667,0.04,1,15327,11446
p0000547,1,2.184230769230769,temporal,temporal_before_after,after,before,too,visit,content,2,1001+,1001+,3-4,2,after,after,0.0625,0.038461538461538464,1,2540,1868
p0000548,0,-2.821739130434783,temporal,temporal_before_after,after,before,years,fire,content,2,1001+,1001+,2,2,after,after,0.08333333333333333,0.08695652173913043,1,14047,19095
p0000549,0,-2.9363636363636365,temporal,temporal_before_after,before,after,haven't,father,content,2,1001+,1001+,3-4,3-4,after,after,0.09090909090909091,0.08333333333333333,1,17364,9618
p0000550,1,1.91,temporal,temporal_before_after,after,before,we're,long,content,2,1001+,1001+,2,1,after,after,0.06666666666666667,0.04,1,11591,1317
p0000551,1,0.503391304347826,temporal,temporal_before_after,after,before,war,done,content,2,1001+,1001+,2,3-4,after,after,0.125,0.13043478260869565,1,2533,15640
p0000552,1,1.9522727272727278,temporal,temporal_before_after,before,after,either,week,content,2,1001+,1001+,1,2,after,after,0.0625,0.045454545454545456,1,19346,5721
p0000553,0,-2.371428571428571,temporal,temporal_before_after,before,after,frog,done,content,2,1001+,1001+,2,2,after,after,0.07142857142857142,0.047619047619047616,1,3631,6417
p0000554,1,1.2336363636363636,temporal,temporal_before_after,before,after,eyes,lunch,content,2,1001+,1001+,2,1,after,after,0.09090909090909091,0.08,1,13171,19923
p0000555,0,-2.821739130434783,temporal,temporal_before_after,after,before,years,remember,content,2,1001+,1001+,3-4,3-4,after,after,0.08333333333333333,0.08695652173913043,1,8385,6417
p0000556,0,-3.742857142857143,temporal,temporal_before_after,before,after,we've,anyway,content,2,1001+,1001+,2,2,after,after,0.1,0.19047619047619047,1,3912,4420
p0000557,0,-2.916363636363636,temporal,temporal_before_after,before,after,fire,next,content,2,1001+,1001+,2,2,after,after,0.09090909090909091,0.08,1,5876,12321
p0000558,0,-2.684615384615385,temporal,temporal_before_after,after,before,death,case,content,2,1001+,1001+,2,2,after,after,0.07692307692307693,0.08333333333333333,1,18343,2066
p0000559,0,-2.3257142857142856,temporal,temporal_before_after,before,after,too,dinner,content,2,1001+,1001+,1,1,after,after,0.07142857142857142,0.04,1,18511,3626
p0000560,1,0.8500000000000003,temporal,temporal_before_after,after,before,years,war,content,2,1001+,1001+,3-4,2,after,after,0.1111111111111111,0.08333333333333333,1,18792,5581
p0000561,2,7.250000000000001,temporal,temporal_before_after,before,after,church-bells,whistleblower,content,3,1-2,3-5,2,2,after,after,0.06666666666666667,0.125,1,14418,15325
p0000562,1,1.3418972332015804,temporal,temporal_before_after,before,after,administer,backbone,content,3,11-25,11-25,2,3-4,after,after,0.09090909090909091,0.08695652173913043,1,19433,19495
p0000563,0,-3.620578947368421,temporal,temporal_before_after,before,after,introduction,establishment,nominal,1,101-250,101-250,2,2,after,after,0.0,0.10526315789473684,0,10962,8569
p0000564,1,2.95,temporal,temporal_before_after,after,before,capture,comment,nominal,1,101-250,101-250,2,3-4,after,after,0.0,0.2,0,3971,1159
p0000565,2,7.523000000000001,temporal,temporal_before_after,before,after,infection,revolution,nominal,1,101-250,251-500,2,2,after,after,0.06666666666666667,0.08333333333333333,1,2612,1833
p0000566,2,6.3500000000000005,temporal,temporal_before_after,after,before,coronation,departure,nominal,2,26-50,51-100,2,2,after,after,0.125,0.1,1,7076,7372
p0000567,0,-4.830769230769231,temporal,temporal_before_after,after,before,12,17,number,3,501-1000,501-1000,1,1,after,after,0.15384615384615385,0.07692307692307693,2,666,18022
p0000568,2,7.437285714285715,temporal,temporal_before_after,before,after,arriving,burning,verbish,1,101-250,251-500,1,1,after,after,0.07142857142857142,0.08,1,7576,16923
p0000569,2,7.344636363636363,temporal,temporal_before_after,after,before,hitting,winning,verbish,1,101-250,251-500,1,1,after,after,0.09090909090909091,0.041666666666666664,1,4009,9155
p0000570,1,1.3142857142857147,temporal,temporal_before_after,after,before,sailing,conquered,verbish,1,101-250,101-250,1,2,after,after,0.07142857142857142,0.125,1,6706,4659
p0000571,2,13.256521739130436,temporal,temporal_before_after,before,after,dared,string,verbish,1,101-250,251-500,3-4,2,after,after,0.0,0.17391304347826086,0,9953,19397
p0000572,2,7.86423076923077,temporal,temporal_before_after,before,after,returning,suffering,verbish,1,101-250,251-500,1,1,after,after,0.0625,0.038461538461538464,1,14938,14475
p0000573,1,3.0830909090909095,temporal,temporal_before_after,after,before,visiting,committed,verbish,1,101-250,101-250,1,2,after,after,0.0,0.18181818181818182,0,20121,5873
p0000574,1,3.0590909090909095,temporal,temporal_before_after,before,after,enjoying,waved,verbish,1,101-250,101-250,1,2,after,after,0.0,0.18181818181818182,0,16218,9783
p0000575,2,12.95,temporal,temporal_before_after,after,before,washed,locked,verbish,1,101-250,251-500,3-4,2,after,after,0.0,0.2,0,19440,15407
p0000576,2,11.063999999999998,temporal,temporal_before_after,before,after,joining,wedding,verbish,1,101-250,251-500,1,2,after,after,0.1,0.08333333333333333,1,8915,13569
p0000577,2,12.100954248366014,temporal,temporal_before_after,before,after,departed,becoming,verbish,1,101-250,251-500,2,1,after,after,0.058823529411764705,0.037037037037037035,1,20064,13072
p0000578,2,11.42693006993007,temporal,temporal_before_after,after,before,laying,recognized,verbish,1,101-250,251-500,1,2,after,after,0.07692307692307693,0.09090909090909091,1,8695,5063
p0000579,2,7.84823076923077,temporal,temporal_before_after,before,after,reaching,riding,verbish,1,101-250,251-500,1,1,after,after,0.0625,0.038461538461538464,1,5047,18480
p0000580,2,11.725,temporal,temporal_before_after,after,before,losing,joined,verbish,1,251-500,501-1000,1,2,after,after,0.0625,0.08333333333333333,1,18669,15758
p0000581,0,-3.45,temporal,temporal_before_after,after,before,settled,watched,verbish,1,251-500,251-500,3-4,3-4,after,after,0.1,0.16666666666666666,1,2586,921
p0000582,1,1.611747252747253,temporal,temporal_before_after,after,before,explained,picking,verbish,1,251-500,251-500,2,1,after,after,0.07142857142857142,0.07692307692307693,1,3589,3860
p0000583,1,1.0712105263157896,temporal,temporal_before_after,before,after,chosen,teaching,verbish,1,251-500,251-500,2,1,after,after,0.1111111111111111,0.05263157894736842,1,18126,4635
p0000584,2,7.776461538461539,temporal,temporal_before_after,before,after,becoming,drinking,verbish,1,251-500,501-1000,1,1,after,after,0.05555555555555555,0.07692307692307693,1,20196,14973
p0000585,1,1.4986363636363633,temporal,temporal_before_after,after,before,calling,announced,verbish,1,501-1000,501-1000,1,2,after,after,0.09090909090909091,0.04,1,14795,11146
p0000586,2,7.596,temporal,temporal_before_after,after,before,meeting,taking,verbish,1,501-1000,1001+,1,1,after,after,0.0625,0.08333333333333333,1,301,16386
p0000587,2,5.838235294117647,temporal,temporal_before_after,before,after,reading,saying,verbish,1,501-1000,1001+,1,1,after,after,0.1111111111111111,0.23529411764705882,1,9691,15175
p0000588,2,11.037636363636363,temporal,temporal_before_after,before,after,arrived,getting,verbish,1,501-1000,1001+,2,1,after,after,0.09090909090909091,0.12,1,13564,5674
p0000589,1,3.1770000000000005,temporal,temporal_before_after,after,before,speaking,reached,verbish,1,501-1000,501-1000,1,2,after,after,0.0,0.16666666666666666,0,5577,15869
p0000590,2,11.769615384615385,temporal,temporal_before_after,after,before,holding,worked,verbish,1,501-1000,1001+,1,2,after,after,0.07692307692307693,0.038461538461538464,1,9558,15954
p0000591,2,11.99423076923077,temporal,temporal_before_after,before,after,picked,saying,verbish,1,501-1000,1001+,2,1,after,after,0.0625,0.038461538461538464,1,475,8020
p0000592,1,1.9542307692307692,temporal,temporal_before_after,before,after,discovered,reading,verbish,1,501-1000,501-1000,2,1,after,after,0.06666666666666667,0.038461538461538464,1,6749,633
p0000593,2,11.299999999999999,temporal,temporal_before_after,before,after,decided,having,verbish,1,501-1000,1001+,3-4,2,after,after,0.1,0.041666666666666664,1,3698,13570
p0000594,1,1.860638009049774,temporal,temporal_before_after,after,before,morning,writing,verbish,1,1001+,1001+,2,1,after,after,0.058823529411764705,0.07692307692307693,1,16073,1954
p0000595,1,0.6280000000000003,temporal,temporal_before_after,after,before,standing,coming,verbish,1,1001+,1001+,1,2,after,after,0.125,0.08333333333333333,1,20023,6151
p0000596,0,-1.127857142857143,temporal,temporal_before_after,after,before,died,released,verbish,1,1001+,1001+,3-4,3-4,after,after,0.0,0.19047619047619047,0,7775,8477
p0000597,0,-2.2747142857142855,temporal,temporal_before_after,after,before,trying,seen,verbish,1,1001+,1001+,1,1,after,after,0.07142857142857142,0.04,1,639,20036
p0000598,0,-3.336363636363636,temporal,temporal_before_after,before,after,taking,talking,verbish,1,1001+,1001+,1,1,after,after,0.09090909090909091,0.15,1,9269,1948
p0000599,2,7.760000000000001,temporal,temporal_before_after,before,after,discharged,divorced,verbish,2,26-50,51-100,2,2,after,after,0.06666666666666667,0.04,1,6238,3825
p0000600,0,-3.915,temporal,temporal_before_after,before,after,diving,graduating,verbish,2,51-100,51-100,1,1,after,after,0.1111111111111111,0.1875,1,14731,5041
p0000601,2,11.597285714285713,temporal,temporal_before_after,after,before,kneaded,dissolving,verbish,3,6-10,11-25,2,1,after,after,0.07142857142857142,0.08,1,16336,14522
