pair_id,category,pivot_norm_a,target_norm_a,target_norm_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,left_distance,right_distance,between_content_count,row_a,source_a
p0008583,temporal,once,pesticide,planes,content,2,26-50,51-100,2,3,3,15554,fw_preserved_compact_view
p0008584,spatial,under,sitting,trying,verbish,1,1001+,1001+,1,3,2,15557,gutenberg
p0008585,temporal,after,guard,entry,content,1,251-500,101-250,2,2,2,15559,open_subtitles
p0008586,temporal,during,slow,accident,content,1,501-1000,501-1000,2,2,2,15560,open_subtitles
p0008587,spatial,against,coalition,violence,capitalized,3,51-100,251-500,1,2,2,15561,fw_preserved_compact_view
p0008588,spatial,between,maxilla,premolars,content,3,1-2,3-5,1,4,2,15562,open_subtitles
p0008589,spatial,within,it'll,weeks,content,2,501-1000,1001+,2,2,2,15567,open_subtitles
p0008590,temporal,during,weeks,practice,content,2,1001+,501-1000,4,1,2,15567,open_subtitles
p0008591,spatial,towards,continues,era,content,1,251-500,101-250,1,3,2,15569,open_subtitles
p0008592,spatial,against,evil,chain,content,1,251-500,251-500,1,3,2,15569,open_subtitles
p0008593,temporal,when,content,lords,content,2,251-500,101-250,4,3,3,15571,qwen_pair_packed
p0008594,temporal,after,pinned,murdered,verbish,2,26-50,101-250,3,3,3,15574,open_subtitles
p0008595,causal_connector,if,short,write,content,1,1001+,1001+,1,7,2,15575,childes
p0008596,temporal,after,sex,fails,content,2,251-500,51-100,1,2,2,15576,qwen_pair_packed
p0008597,spatial,into,slide,center,content,1,251-500,501-1000,2,2,1,15576,qwen_pair_packed
p0008598,temporal,after,florence,sir,capitalized,1,501-1000,1001+,4,10,6,15579,gutenberg
p0008599,causal_connector,if,harm,anybody,content,1,251-500,501-1000,4,2,2,15606,gutenberg
p0008600,spatial,inside,slug,jar,content,2,11-25,51-100,2,2,1,15610,childes
p0008601,causal_connector,if,divided,needed,verbish,1,251-500,501-1000,5,4,3,15613,bnc_spoken
p0008602,causal_connector,if,data,pile,content,1,501-1000,251-500,5,6,2,15613,bnc_spoken
p0008603,temporal,when,asleep,crept,content,1,251-500,101-250,6,2,5,15616,open_subtitles
p0008604,causal_connector,because,teachers,shows,capitalized,3,251-500,501-1000,3,3,3,15617,open_subtitles
p0008605,spatial,toward,having,marked,verbish,1,1001+,251-500,6,5,5,15619,qwen_pair_packed
p0008606,comparative,more,return,wood,content,1,1001+,501-1000,3,1,2,15620,qwen_pair_packed
p0008607,causal_connector,because,wood,holiday,content,1,501-1000,251-500,3,5,4,15620,qwen_pair_packed
p0008608,spatial,behind,options,scenes,content,1,101-250,101-250,2,2,1,15622,fw_preserved_compact_view
p0008609,causal_connector,if,point,power,content,1,1001+,1001+,3,2,2,15624,qwen_pair_packed
p0008610,causal_connector,if,we've,friend,content,2,1001+,1001+,2,8,5,15627,open_subtitles
p0008611,causal_connector,if,we've,friend,content,2,1001+,1001+,3,7,5,15627,open_subtitles
p0008612,temporal,when,bout,eatin,content,2,251-500,101-250,4,3,1,15628,childes
p0008613,spatial,into,deeper,valley,content,1,101-250,251-500,3,2,2,15630,gutenberg
p0008614,temporal,before,fading,failing,verbish,2,26-50,51-100,1,2,1,15630,gutenberg
p0008615,spatial,inside,pool,ready,content,1,251-500,1001+,8,5,5,15633,gutenberg
p0008616,temporal,before,surgery,immune,content,1,101-250,101-250,1,2,1,15634,qwen_pair_packed
p0008617,temporal,before,surgery,immune,content,1,101-250,101-250,1,2,1,15634,qwen_pair_packed
p0008618,temporal,before,apple,begins,content,1,501-1000,251-500,1,2,1,15647,gutenberg
p0008619,spatial,through,fear,amongst,content,1,501-1000,101-250,4,5,3,15648,qwen_pair_packed
p0008620,temporal,before,india,british,capitalized,1,501-1000,1001+,4,2,2,15649,simple_wiki
p0008621,spatial,within,map,boundaries,content,2,251-500,101-250,8,2,3,15652,fw_preserved_compact_view
p0008622,spatial,across,drawn,universe,content,1,251-500,251-500,1,2,1,15655,open_subtitles
p0008623,causal_connector,because,shine,restaurant,content,2,101-250,101-250,5,7,3,15656,open_subtitles
p0008624,temporal,after,perhaps,fond,content,1,1001+,251-500,4,5,3,15658,gutenberg
p0008625,temporal,when,tongue,mouth,content,2,251-500,1001+,2,4,2,15658,gutenberg
p0008626,spatial,under,government,earl,capitalized,1,1001+,251-500,2,2,2,15667,gutenberg
p0008627,temporal,after,friends,whether,content,1,1001+,1001+,1,7,2,15667,gutenberg
p0008628,temporal,after,answer,questions,content,1,1001+,501-1000,3,7,3,15672,childes
p0008629,temporal,when,anne,mary,capitalized,1,251-500,1001+,2,4,3,15675,childes
p0008630,temporal,when,union,shop,content,1,501-1000,251-500,6,8,5,15676,bnc_spoken
p0008631,temporal,after,called,named,verbish,1,1001+,1001+,1,1,1,15677,simple_wiki
p0008632,temporal,when,present,award,content,1,1001+,501-1000,1,2,1,15681,bnc_spoken
p0008633,comparative,more,companies,countries,content,1,251-500,501-1000,2,4,4,15682,simple_wiki
p0008634,comparative,than,companies,countries,content,1,251-500,501-1000,3,3,4,15682,simple_wiki
p0008635,causal_connector,if,tone,understood,content,1,251-500,251-500,2,2,2,15683,childes
p0008636,temporal,when,demonstrated,swinging,verbish,1,51-100,51-100,1,2,1,15686,fw_preserved_compact_view
p0008637,causal_connector,if,wan,start,content,1,501-1000,1001+,5,4,2,15694,bnc_spoken
p0008638,causal_connector,if,suggest,fun,content,1,251-500,1001+,1,3,2,15695,bnc_spoken
p0008639,comparative,more,spent,images,content,1,501-1000,251-500,1,7,4,15696,open_subtitles
p0008640,comparative,than,spent,images,content,1,501-1000,251-500,2,6,4,15696,open_subtitles
p0008641,comparative,worse,kept,brother,content,1,1001+,1001+,6,4,3,15697,qwen_pair_packed
p0008642,causal_connector,because,cover,risk,content,1,501-1000,501-1000,3,3,4,15699,bnc_spoken
p0008643,temporal,when,sell,buy,content,1,501-1000,1001+,3,4,1,15699,bnc_spoken
p0008644,temporal,while,rates,percent,content,1,101-250,501-1000,4,3,4,15703,fw_preserved_compact_view
p0008645,temporal,while,rates,percent,content,1,101-250,501-1000,4,3,4,15703,fw_preserved_compact_view
p0008646,causal_connector,though,sandwiches,lamps,content,2,51-100,51-100,1,2,1,15705,gutenberg
p0008647,temporal,after,bottle,particular,content,1,501-1000,501-1000,1,2,1,15706,open_subtitles
p0008648,causal_connector,if,cookie,apple,content,1,251-500,501-1000,1,4,2,15708,childes
p0008649,comparative,longer,feeling,wanting,verbish,1,501-1000,101-250,4,1,2,15709,qwen_pair_packed
p0008650,temporal,after,getting,seemed,verbish,1,1001+,1001+,4,7,7,15710,gutenberg
p0008651,temporal,until,11,12,number,4,501-1000,501-1000,2,2,3,15711,simple_wiki
p0008652,temporal,after,plate,breakfast,content,2,501-1000,501-1000,4,7,4,15714,childes
p0008653,causal_connector,though,watch,hurt,content,1,1001+,1001+,2,4,3,15715,childes
p0008654,spatial,into,bump,knock,content,1,251-500,501-1000,1,3,1,15715,childes
p0008655,temporal,when,become,became,content,1,1001+,1001+,2,2,2,15716,simple_wiki
p0008656,comparative,less,ball,hour,content,1,1001+,1001+,5,4,6,15717,gutenberg
p0008657,comparative,than,ball,hour,content,1,1001+,1001+,6,3,6,15717,gutenberg
p0008658,temporal,once,gotten,leaning,verbish,1,101-250,101-250,4,2,2,15719,childes
p0008659,temporal,once,nurse,awake,content,1,501-1000,101-250,2,4,2,15720,gutenberg
p0008660,causal_connector,if,sale,afford,content,1,101-250,101-250,1,3,2,15724,open_subtitles
p0008661,spatial,toward,bear,fourth,content,1,1001+,501-1000,4,9,4,15726,childes
p0008662,temporal,when,strategy,circle,content,1,101-250,501-1000,3,5,2,15729,childes
p0008663,temporal,since,million,send,content,1,1001+,1001+,8,7,4,15730,qwen_pair_packed
p0008664,causal_connector,because,believe,send,content,1,1001+,1001+,2,8,3,15730,qwen_pair_packed
p0008665,causal_connector,though,menacing,poised,verbish,2,11-25,11-25,4,1,3,15736,qwen_pair_packed
p0008666,spatial,into,brought,form,content,1,1001+,1001+,2,7,3,15737,bnc_spoken
p0008667,spatial,through,sold,network,content,1,501-1000,251-500,1,1,1,15737,bnc_spoken
p0008668,spatial,within,spirits,rangers,capitalized,2,101-250,101-250,2,3,3,15739,open_subtitles
p0008669,spatial,toward,wings,dark,content,1,251-500,1001+,1,2,1,15741,gutenberg
p0008670,temporal,when,fail,thou,content,1,101-250,501-1000,4,1,1,15752,gutenberg
p0008671,comparative,more,regularly,likely,adverbish,1,101-250,501-1000,2,1,1,15753,fw_preserved_compact_view
p0008672,comparative,more,eaters,overweight,content,2,11-25,11-25,3,2,3,15753,fw_preserved_compact_view
p0008673,causal_connector,because,hungry,funny,content,1,1001+,1001+,2,4,3,15754,childes
p0008674,temporal,before,pointed,joined,verbish,1,101-250,501-1000,2,2,1,15758,gutenberg
p0008675,temporal,once,joined,wondering,verbish,1,501-1000,251-500,2,3,2,15758,gutenberg
p0008676,temporal,after,homes,sky,content,2,251-500,501-1000,1,4,3,15760,qwen_pair_packed
p0008677,spatial,into,homes,sky,content,2,251-500,501-1000,3,2,3,15760,qwen_pair_packed
p0008678,comparative,more,tea,doctor,content,1,1001+,1001+,2,4,3,15762,gutenberg
p0008679,comparative,than,tea,doctor,content,1,1001+,1001+,3,3,3,15762,gutenberg
p0008680,spatial,between,castellar,zaragoza,capitalized,4,3-5,11-25,1,1,1,15763,simple_wiki
p0008681,spatial,across,kids,street,content,1,1001+,1001+,3,2,2,15766,childes
p0008682,causal_connector,because,dat,truck,content,2,1001+,501-1000,4,4,4,15767,childes
p0008683,temporal,after,jews,jewish,capitalized,1,251-500,251-500,3,4,3,15776,gutenberg
p0008684,temporal,when,shadow,upside,content,1,251-500,251-500,3,9,4,15777,childes
p0008685,causal_connector,if,shadow,upside,content,1,251-500,251-500,8,4,4,15777,childes
p0008686,temporal,after,church,stuff,content,1,1001+,1001+,1,7,3,15778,open_subtitles
p0008687,comparative,than,she's,you'll,content,2,1001+,1001+,2,10,4,15781,childes
p0008688,causal_connector,though,she's,you'll,content,2,1001+,1001+,4,8,4,15781,childes
p0008689,temporal,when,orpheus,jason,capitalized,2,51-100,51-100,6,1,3,15782,gutenberg
p0008690,causal_connector,if,shops,sell,content,1,101-250,501-1000,3,3,3,15791,bnc_spoken
p0008691,causal_connector,though,means,member,content,1,1001+,1001+,2,4,1,15795,simple_wiki
p0008692,temporal,when,waist,good-bye,content,2,51-100,101-250,2,3,1,15796,gutenberg
p0008693,comparative,greater,committed,believing,verbish,1,101-250,51-100,2,3,3,15798,gutenberg
p0008694,comparative,than,committed,believing,verbish,1,101-250,51-100,4,1,3,15798,gutenberg
p0008695,temporal,before,seen,recognize,verbish,1,1001+,251-500,3,3,2,15799,open_subtitles
p0008696,temporal,before,seen,recognize,verbish,1,1001+,251-500,3,5,3,15799,open_subtitles
p0008697,spatial,between,union,england,capitalized,1,501-1000,1001+,1,1,1,15802,gutenberg
p0008698,spatial,into,calls,businesses,content,1,501-1000,101-250,1,1,1,15805,bnc_spoken
p0008699,temporal,when,switches,boron,content,3,26-50,11-25,1,3,2,15806,simple_wiki
p0008700,temporal,while,began,others,content,1,1001+,1001+,2,1,2,15808,qwen_pair_packed
p0008701,temporal,while,prompted,devoured,verbish,2,51-100,11-25,4,2,3,15808,qwen_pair_packed
p0008702,temporal,before,means,known,content,1,1001+,1001+,3,6,4,15810,gutenberg
p0008703,comparative,than,cases,properties,content,1,501-1000,101-250,3,3,4,15813,fw_preserved_compact_view
p0008704,comparative,more,valuable,physical,adjectival,1,101-250,251-500,4,3,4,15813,fw_preserved_compact_view
p0008705,temporal,once,bath+room,joins,content,2,26-50,51-100,1,2,2,15816,childes
p0008706,comparative,than,older,castle,content,1,501-1000,501-1000,1,2,2,15818,fw_preserved_compact_view
p0008707,comparative,than,older,castle,content,1,501-1000,501-1000,1,2,2,15818,fw_preserved_compact_view
p0008708,causal_connector,though,freight,plague,content,2,11-25,51-100,3,9,3,15820,gutenberg
p0008709,temporal,while,horses,eager,content,1,501-1000,101-250,3,3,3,15827,gutenberg
p0008710,comparative,better,recognized,men,verbish,1,251-500,1001+,3,6,4,15829,simple_wiki
p0008711,comparative,than,recognized,men,verbish,1,251-500,1001+,5,4,4,15829,simple_wiki
p0008712,causal_connector,if,case,somebody,content,1,1001+,1001+,6,1,3,15831,open_subtitles
p0008713,causal_connector,because,lose,horse,content,1,501-1000,1001+,3,2,2,15832,open_subtitles
p0008714,causal_connector,if,hot,wrong,content,2,1001+,1001+,3,4,3,15834,childes
p0008715,spatial,into,let's,truck,content,2,1001+,501-1000,7,3,3,15835,childes
p0008716,comparative,less,believe,forty,content,1,1001+,501-1000,2,2,2,15838,bnc_spoken
p0008717,comparative,than,believe,forty,content,1,1001+,501-1000,3,1,2,15838,bnc_spoken
p0008718,spatial,between,till,nine,content,1,1001+,1001+,1,1,1,15846,gutenberg
p0008719,spatial,inside,buy,serve,content,1,1001+,251-500,2,9,5,15847,gutenberg
p0008720,comparative,more,worth,matter,content,1,501-1000,1001+,2,5,4,15847,gutenberg
p0008721,spatial,towards,technology,union,content,1,251-500,501-1000,3,2,3,15849,bnc_spoken
p0008722,comparative,greater,technology,union,content,1,251-500,501-1000,4,1,3,15849,bnc_spoken
p0008723,temporal,before,grub,taunt,content,2,26-50,6-10,1,4,2,15850,gutenberg
p0008724,temporal,during,oath,period,content,1,101-250,501-1000,3,3,3,15854,qwen_pair_packed
p0008725,temporal,when,denmark,sweden,capitalized,1,51-100,101-250,2,4,2,15854,qwen_pair_packed
p0008726,causal_connector,if,greenbelt,scenario,content,2,101-250,51-100,1,2,1,15855,bnc_spoken
p0008727,spatial,across,cut,everybody,content,1,1001+,1001+,1,4,2,15855,bnc_spoken
p0008728,causal_connector,if,magnets,beat,content,1,251-500,501-1000,10,3,5,15857,childes
p0008729,spatial,into,coaster,mainstream,content,2,26-50,101-250,2,2,2,15864,fw_preserved_compact_view
p0008730,spatial,through,wind,trees,content,1,501-1000,1001+,2,3,3,15864,fw_preserved_compact_view
p0008731,spatial,beside,jerusalem,temple,capitalized,1,101-250,251-500,1,2,1,15867,fw_preserved_compact_view
p0008732,temporal,before,stopped,reached,verbish,1,501-1000,501-1000,2,2,1,15869,gutenberg
p0008733,causal_connector,unless,main,dead,content,1,1001+,1001+,3,2,3,15872,bnc_spoken
p0008734,spatial,against,group,society,content,2,1001+,501-1000,3,2,2,15876,simple_wiki
p0008735,temporal,while,gotta,finish,content,1,1001+,1001+,3,2,2,15878,childes
p0008736,causal_connector,if,fit,blanket,content,1,501-1000,251-500,1,9,3,15878,childes
p0008737,temporal,when,rode,camp,content,1,251-500,1001+,5,5,3,15891,gutenberg
p0008738,temporal,when,imprisoned,disturbed,verbish,1,51-100,101-250,2,3,2,15895,qwen_pair_packed
p0008739,temporal,after,laugh,hungry,content,1,501-1000,1001+,2,7,6,15896,childes
p0008740,temporal,while,mount,moses,capitalized,1,251-500,51-100,2,1,2,15903,qwen_pair_packed
p0008741,causal_connector,whereas,mount,moses,capitalized,1,251-500,51-100,2,1,2,15903,qwen_pair_packed
p0008742,spatial,through,afraid,car,content,1,1001+,1001+,8,3,4,15908,qwen_pair_packed
p0008743,temporal,until,share,confirm,content,1,501-1000,101-250,4,2,1,15908,qwen_pair_packed
p0008744,temporal,after,firelight,lad's,content,2,11-25,11-25,3,4,3,15911,gutenberg
p0008745,temporal,while,firelight,lad's,content,2,11-25,11-25,5,2,3,15911,gutenberg
p0008746,spatial,through,air,sound,content,1,1001+,1001+,5,3,4,15912,simple_wiki
p0008747,spatial,under,cases,provides,content,1,501-1000,101-250,2,6,3,15913,gutenberg
p0008748,comparative,than,nations,parties,content,1,251-500,251-500,1,3,1,15913,gutenberg
p0008749,comparative,than,shed,trading,verbish,1,101-250,101-250,4,10,6,15915,bnc_spoken
p0008750,causal_connector,if,analysis,aside,content,1,101-250,251-500,2,3,3,15915,bnc_spoken
p0008751,temporal,while,culvert,crawfish,content,2,6-10,6-10,1,3,2,15919,qwen_pair_packed
p0008752,temporal,when,lays,tadpoles,content,1,51-100,51-100,5,4,5,15921,simple_wiki
p0008753,causal_connector,although,large,human,content,1,1001+,1001+,2,1,2,15921,simple_wiki
p0008754,spatial,under,lived,cried,verbish,1,1001+,1001+,1,3,1,15922,childes
p0008755,temporal,after,york,american,capitalized,1,1001+,1001+,3,6,4,15925,open_subtitles
p0008756,causal_connector,if,woman,excuse,content,1,1001+,1001+,4,2,2,15925,open_subtitles
p0008757,temporal,when,happen,drinking,verbish,1,1001+,501-1000,1,4,3,15927,simple_wiki
p0008758,temporal,during,china,imperial,capitalized,1,501-1000,101-250,1,2,1,15933,fw_preserved_compact_view
p0008759,temporal,since,association,soviet,capitalized,1,501-1000,251-500,3,4,4,15933,fw_preserved_compact_view
p0008760,spatial,within,soul,low,content,1,251-500,1001+,3,6,6,15934,gutenberg
p0008761,temporal,when,soul,low,content,1,251-500,1001+,6,3,6,15934,gutenberg
p0008762,spatial,into,campus,spaces,content,1,101-250,51-100,2,2,3,15939,fw_preserved_compact_view
p0008763,temporal,after,woman,president,content,1,1001+,1001+,3,2,1,15940,open_subtitles
p0008764,spatial,behind,she's,word,content,2,1001+,1001+,2,7,5,15942,bnc_spoken
p0008765,spatial,through,burning,claiming,verbish,1,251-500,51-100,1,2,2,15943,open_subtitles
p0008766,temporal,once,bevis,mavis's,capitalized,2,51-100,11-25,8,3,2,15948,gutenberg
p0008767,temporal,before,card,huge,content,1,501-1000,501-1000,1,3,1,15951,gutenberg
p0008768,spatial,into,territories,variety,content,1,101-250,101-250,4,4,3,15955,simple_wiki
p0008769,causal_connector,though,hat,stick,content,1,1001+,1001+,1,7,4,15961,childes
p0008770,temporal,before,film,lose,content,1,501-1000,501-1000,1,2,1,15964,open_subtitles
p0008771,spatial,into,hurry,danger,content,1,501-1000,501-1000,3,3,3,15971,gutenberg
p0008772,comparative,better,lunch,plan,content,2,1001+,1001+,4,1,2,15976,open_subtitles
p0008773,causal_connector,because,account,foolish,content,1,501-1000,101-250,3,4,2,15979,gutenberg
p0008774,causal_connector,because,hungry,food,content,2,1001+,1001+,2,5,2,15985,childes
p0008775,comparative,greater,issue,erm,content,1,251-500,1001+,4,2,4,15987,bnc_spoken
p0008776,causal_connector,though,matter,drawn,content,1,1001+,251-500,5,5,4,15990,gutenberg
p0008777,spatial,above,cliffs,quarter,content,1,51-100,251-500,1,3,1,15996,gutenberg
p0008778,spatial,between,fought,troops,content,1,251-500,251-500,1,2,1,16000,gutenberg
p0008779,temporal,after,taken,fighting,verbish,1,1001+,501-1000,2,2,3,16000,gutenberg
p0008780,temporal,while,pause,picks,content,1,101-250,251-500,1,2,1,16001,childes
p0008781,temporal,while,second,plays,content,1,1001+,501-1000,2,2,2,16001,childes
p0008782,spatial,into,hungry,wall,content,2,1001+,1001+,4,5,4,16002,gutenberg
p0008783,spatial,through,already,reach,content,1,1001+,501-1000,2,2,2,16002,gutenberg
p0008784,comparative,higher,tune,principles,content,1,101-250,101-250,2,6,4,16011,bnc_spoken
p0008785,comparative,better,tune,principles,content,1,101-250,101-250,7,1,4,16011,bnc_spoken
p0008786,temporal,after,soon,brought,content,1,1001+,1001+,1,3,1,16013,open_subtitles
p0008787,spatial,into,oklahoma,louisiana,capitalized,1,101-250,101-250,1,1,1,16018,fw_preserved_compact_view
p0008788,spatial,into,oklahoma,louisiana,capitalized,1,101-250,101-250,1,1,1,16018,fw_preserved_compact_view
p0008789,spatial,beneath,nathan,brooke,capitalized,1,101-250,101-250,1,5,2,16020,open_subtitles
p0008790,spatial,beneath,brooke,nathan,capitalized,2,101-250,101-250,5,1,2,16020,open_subtitles
p0008791,causal_connector,if,sir,please,content,2,1001+,1001+,1,2,1,16022,gutenberg
p0008792,causal_connector,if,didn’t,late,content,2,251-500,1001+,2,4,3,16023,gutenberg
p0008793,spatial,into,heights,midst,content,1,101-250,101-250,5,2,2,16024,gutenberg
p0008794,comparative,lower,system,cost,content,1,1001+,501-1000,4,1,3,16029,simple_wiki
p0008795,causal_connector,because,guess,letter,content,1,1001+,1001+,2,4,3,16038,open_subtitles
p0008796,temporal,before,finish,afternoon,content,1,1001+,501-1000,2,2,1,16043,qwen_pair_packed
p0008797,causal_connector,because,questions,proof,content,1,501-1000,251-500,1,3,2,16044,open_subtitles
p0008798,temporal,when,alone,aunt,content,1,1001+,501-1000,5,2,2,16049,gutenberg
p0008799,temporal,while,report,toys,content,1,1001+,1001+,3,1,2,16054,childes
p0008800,spatial,into,breeze,tiny,content,1,101-250,501-1000,2,2,2,16057,gutenberg
p0008801,spatial,within,system,computer,content,1,1001+,501-1000,1,2,1,16062,fw_preserved_compact_view
p0008802,spatial,through,escape,holes,content,1,251-500,251-500,1,2,2,16062,fw_preserved_compact_view
p0008803,temporal,when,happy,welcome,content,1,1001+,501-1000,2,5,4,16067,qwen_pair_packed
p0008804,causal_connector,though,words,word,content,1,1001+,1001+,3,6,1,16070,childes
p0008805,spatial,below,landing,screaming,verbish,1,101-250,251-500,4,2,3,16075,open_subtitles
p0008806,spatial,below,what's,surface,content,2,1001+,251-500,2,2,1,16075,open_subtitles
p0008807,causal_connector,if,glad,pick,content,1,1001+,1001+,4,8,4,16076,gutenberg
p0008808,causal_connector,because,glad,pick,content,1,1001+,1001+,8,4,4,16076,gutenberg
p0008809,spatial,through,shot,air,content,1,501-1000,1001+,6,2,1,16077,childes
p0008810,spatial,between,championship,brazil,capitalized,1,501-1000,251-500,3,1,2,16080,simple_wiki
p0008811,spatial,below,hang,square,content,1,501-1000,501-1000,3,2,2,16096,childes
p0008812,spatial,above,square,washer,content,1,501-1000,251-500,2,3,2,16096,childes
p0008813,temporal,when,side,tape,content,1,1001+,1001+,1,2,1,16097,childes
p0008814,causal_connector,because,press,climb,content,1,501-1000,251-500,2,5,3,16099,bnc_spoken
p0008815,temporal,after,wrong,where's,content,2,1001+,1001+,4,4,3,16101,open_subtitles
p0008816,spatial,against,checking,missing,verbish,1,101-250,501-1000,2,4,2,16102,open_subtitles
p0008817,temporal,until,round,stick,content,1,1001+,1001+,2,2,2,16103,qwen_pair_packed
p0008818,causal_connector,if,they'd,erm,content,2,251-500,1001+,2,8,3,16104,bnc_spoken
p0008819,temporal,before,forward,film,content,1,501-1000,501-1000,2,6,2,16109,childes
p0008820,comparative,better,requires,energy,content,1,251-500,501-1000,1,1,1,16114,fw_preserved_compact_view
p0008821,comparative,than,happier,grandfather,content,1,101-250,251-500,2,6,5,16118,gutenberg
p0008822,temporal,when,families,husband,content,1,251-500,501-1000,2,3,2,16122,qwen_pair_packed
p0008823,temporal,once,town,held,content,2,1001+,1001+,4,1,2,16122,qwen_pair_packed
p0008824,spatial,outside,compression,sapwood,content,3,11-25,6-10,2,5,2,16123,fw_preserved_compact_view
p0008825,comparative,more,starts,fifty,content,1,501-1000,1001+,1,2,2,16124,fw_preserved_compact_view
p0008826,comparative,than,starts,fifty,content,1,501-1000,1001+,2,1,2,16124,fw_preserved_compact_view
p0008827,temporal,when,coming,talked,verbish,1,1001+,501-1000,2,2,2,16126,open_subtitles
p0008828,spatial,against,seems,erm,content,1,1001+,1001+,5,4,2,16129,bnc_spoken
p0008829,causal_connector,if,doing,looking,verbish,1,1001+,1001+,4,4,3,16129,bnc_spoken
p0008830,temporal,since,avoid,lose,content,1,251-500,501-1000,2,3,3,16131,qwen_pair_packed
p0008831,temporal,once,avoid,lose,content,1,251-500,501-1000,3,2,3,16131,qwen_pair_packed
p0008832,spatial,towards,attitude,itself,content,1,101-250,501-1000,1,1,1,16134,fw_preserved_compact_view
p0008833,causal_connector,if,looks,paid,content,1,1001+,501-1000,2,2,2,16135,bnc_spoken
p0008834,temporal,while,sprayed,celebrating,verbish,2,11-25,51-100,2,1,2,16139,simple_wiki
p0008835,temporal,during,union,american,capitalized,1,501-1000,1001+,1,2,1,16140,simple_wiki
p0008836,spatial,into,india,central,capitalized,1,501-1000,501-1000,4,1,3,16141,fw_preserved_compact_view
p0008837,comparative,than,catalogue,drawers,content,2,26-50,51-100,4,5,6,16146,gutenberg
p0008838,comparative,than,fewer,companions,content,1,101-250,101-250,1,4,2,16151,qwen_pair_packed
p0008839,spatial,onto,block,sorry,content,1,501-1000,1001+,1,5,3,16153,childes
p0008840,causal_connector,though,contractor,owns,content,2,26-50,101-250,1,2,1,16157,open_subtitles
p0008841,temporal,when,past,team,content,2,1001+,1001+,2,5,2,16157,open_subtitles
p0008842,spatial,into,body,fought,content,1,1001+,251-500,1,8,4,16158,gutenberg
p0008843,spatial,against,body,fought,content,1,1001+,251-500,4,5,4,16158,gutenberg
p0008844,causal_connector,because,action,evidence,nominal,1,501-1000,501-1000,1,1,1,16159,fw_preserved_compact_view
p0008845,causal_connector,because,action,evidence,nominal,1,501-1000,501-1000,1,1,1,16159,fw_preserved_compact_view
p0008846,spatial,through,till,tiny,content,1,1001+,501-1000,2,4,3,16162,gutenberg
p0008847,causal_connector,though,track,magnet,content,2,501-1000,1001+,1,4,2,16166,open_subtitles
p0008848,temporal,until,singer,talent,content,1,251-500,101-250,1,2,1,16168,qwen_pair_packed
p0008849,temporal,until,continued,discovered,verbish,1,501-1000,501-1000,1,4,2,16168,qwen_pair_packed
p0008850,causal_connector,because,pretty,believe,content,1,1001+,1001+,3,4,4,16176,open_subtitles
p0008851,causal_connector,if,double,stuck,content,1,501-1000,501-1000,2,2,2,16179,bnc_spoken
p0008852,comparative,longer,weeks,target,content,2,1001+,251-500,6,2,4,16180,open_subtitles
p0008853,causal_connector,because,beat,hole,content,1,501-1000,501-1000,2,5,3,16181,open_subtitles
p0008854,causal_connector,because,rubber,dis,content,1,251-500,1001+,4,1,2,16182,childes
p0008855,temporal,when,erm,date,content,1,1001+,501-1000,1,6,3,16187,bnc_spoken
p0008856,spatial,through,gotta,erm,content,1,1001+,1001+,2,1,1,16187,bnc_spoken
p0008857,spatial,outside,mike,sheriff,capitalized,2,501-1000,101-250,5,1,4,16190,open_subtitles
p0008858,spatial,outside,afraid,system,content,1,1001+,1001+,2,1,1,16190,open_subtitles
p0008859,causal_connector,because,kids,phone,content,1,1001+,1001+,3,4,1,16191,childes
p0008860,comparative,higher,points,twenty,content,1,501-1000,1001+,1,4,2,16202,bnc_spoken
p0008861,causal_connector,because,easier,minor,content,1,251-500,101-250,4,8,5,16203,bnc_spoken
p0008862,spatial,through,round,reach,content,1,1001+,501-1000,7,6,4,16203,bnc_spoken
p0008863,spatial,under,tournament,age,nominal,1,251-500,1001+,3,2,2,16207,simple_wiki
p0008864,spatial,into,burst,fresh,content,1,251-500,501-1000,1,2,1,16208,qwen_pair_packed
p0008865,comparative,faster,punishing,jerked,verbish,2,26-50,11-25,6,2,2,16211,gutenberg
p0008866,causal_connector,if,word,favor,content,1,1001+,251-500,2,7,4,16215,switchboard
p0008867,temporal,while,villa,treaty,content,2,51-100,251-500,3,3,4,16223,fw_preserved_compact_view
p0008868,spatial,against,magnet,side,content,1,1001+,1001+,4,1,2,16225,childes
p0008869,comparative,than,among,crown,content,1,1001+,251-500,3,7,4,16226,qwen_pair_packed
p0008870,spatial,inside,field,count,content,1,501-1000,501-1000,4,4,4,16227,qwen_pair_packed
p0008871,spatial,through,we'll,mirror,content,2,1001+,251-500,3,3,3,16229,qwen_pair_packed
p0008872,temporal,when,himself,however,content,2,1001+,1001+,1,1,1,16237,gutenberg
p0008873,causal_connector,because,known,power,content,1,1001+,1001+,2,3,1,16242,open_subtitles
p0008874,temporal,since,pakistan,rawa,capitalized,2,101-250,26-50,1,2,2,16243,simple_wiki
p0008875,temporal,during,groups,discussion,content,2,501-1000,101-250,1,2,1,16243,simple_wiki
p0008876,causal_connector,if,law,he'll,content,2,1001+,501-1000,2,5,3,16246,gutenberg
