global_index,domain,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,context_diff_c1,context_diff_c2,target_diff_words,depth_interaction_sum,shallow_interaction_sum,depth_local_min_actual_over_swapped_sum,shallow_local_min_actual_over_swapped_sum
6417,social-relations,indirect,variable swap,variable swap,landlord,tenant,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-12.320295095443726,-8.951285779476166,-1.4118967056274414,-6.0245561599731445
6420,social-relations,indirect,variable swap,variable swap,landlord,tenant,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-7.595712274312973,-10.063643991947174,-1.7050604820251465,-2.277587890625
6421,social-relations,indirect,variable swap,variable swap,landlord,tenant,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-7.595712274312973,-10.063643991947174,-1.7050604820251465,-2.277587890625
6425,social-relations,indirect,variable swap,variable swap,landlord,tenant,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-2.68128458596766,-1.2469816468656063,-2.4026780128479004,-3.5857601165771484
6426,social-relations,indirect,variable swap,variable swap,landlord,tenant,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-7.403546392917633,-11.743542075157166,-2.753509044647217,-3.1200075149536133
6427,social-relations,indirect,variable swap,variable swap,landlord,tenant,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-7.403546392917633,-11.743542075157166,-2.753509044647217,-3.1200075149536133
6432,social-relations,indirect,variable swap,variable swap,landlord,tenant,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-15.590890884399414,-10.597425192594528,-1.4356484413146973,-1.1423377990722656
6433,social-relations,indirect,variable swap,variable swap,landlord,tenant,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-15.590890884399414,-10.597425192594528,-1.4356484413146973,-1.1423377990722656
6435,social-relations,indirect,variable swap,variable swap,landlord,tenant,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-11.583199620246887,-5.07323357462883,-0.6132035255432129,-4.061794757843018
6438,social-relations,indirect,variable swap,variable swap,landlord,tenant,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-7.5543442368507385,-20.86222395300865,-0.00681304931640625,-1.458420753479004
6439,social-relations,indirect,variable swap,variable swap,landlord,tenant,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-7.5543442368507385,-20.86222395300865,-0.00681304931640625,-1.458420753479004
6442,social-relations,indirect,variable swap,variable swap,landlord,tenant,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-12.1386216878891,-8.850067794322968,-2.9881234169006348,-5.992110252380371
6443,social-relations,indirect,variable swap,variable swap,landlord,tenant,Ali ||| Wei.,Wei ||| Ali.,ali's wei wei's,-12.1386216878891,-8.850067794322968,-2.9881234169006348,-5.992110252380371
6462,social-relations,direct,active-passive,variable swap,parent,child,,was ||| by,ali's wei wei's,-0.7981479167938232,-2.239957809448242,nan,nan
6466,social-relations,direct,active-passive,variable swap,parent,child,,was ||| by,chao's yan yan's,-0.24953117780387402,-6.352040603756905,nan,nan
6468,social-relations,direct,active-passive,variable swap,parent,child,,was ||| by,alex's jesse jesse's,-4.664911448955536,-0.2087123617529869,nan,nan
6474,social-relations,direct,active-passive,variable swap,parent,child,,was ||| by,li's maria maria's,-2.490368515253067,-2.1340810656547546,nan,nan
6478,social-relations,direct,active-passive,variable swap,parent,child,,was ||| by,carmen carmen's mohammed mohammed's,-3.2384713888168335,-3.1963101625442505,nan,nan
6487,social-relations,direct,variable swap,concept swap,parent,child,raised Chao.,Chao raised,child parent,-3.0315370317548513,-1.9304948523640633,-10.985196113586426,-5.984631538391113
6495,social-relations,direct,variable swap,concept swap,parent,child,raised Mohammed.,Mohammed raised,child parent,-1.4119677543640137,-0.9760867357254028,-7.73371696472168,-7.604842185974121
6502,social-relations,direct,variable swap,variable swap,parent,child,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-5.526386499404907,-8.064435079693794,-0.8906722068786621,-0.1255331039428711
6503,social-relations,direct,variable swap,variable swap,parent,child,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-5.526386499404907,-8.064435079693794,-0.8906722068786621,-0.1255331039428711
6506,social-relations,direct,variable swap,variable swap,parent,child,raised Wei.,Wei raised,ali's wei wei's,-18.526537775993347,-6.5713865756988525,-14.60794448852539,-9.260246276855469
6507,social-relations,direct,variable swap,variable swap,parent,child,raised Ali.,Ali raised,ali's wei wei's,-18.526537775993347,-6.5713865756988525,-12.416301727294922,-8.998630046844482
6510,social-relations,direct,variable swap,variable swap,parent,child,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-11.196870684623718,-12.447016596794128,-1.0269808769226074,-0.21025466918945312
6511,social-relations,direct,variable swap,variable swap,parent,child,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-11.196870684623718,-12.447016596794128,-1.0269808769226074,-0.21025466918945312
6515,social-relations,direct,variable swap,variable swap,parent,child,raised Chao.,Chao raised,chao's yan yan's,-4.755022859200835,-4.9973717629909515,-10.985196113586426,-5.984631538391113
6516,social-relations,direct,variable swap,variable swap,parent,child,raised Alex.,Alex raised,alex's jesse jesse's,-13.398756921291351,-6.121772944927216,-9.071706771850586,-4.218810081481934
6517,social-relations,direct,variable swap,variable swap,parent,child,raised Jesse.,Jesse raised,alex's jesse jesse's,-13.398756921291351,-6.121772944927216,-5.60601282119751,-0.9723105430603027
6522,social-relations,direct,variable swap,variable swap,parent,child,raised Maria.,Maria raised,li's maria maria's,-17.498237252235413,-4.279646128416061,-6.797191619873047,-8.57302474975586
6523,social-relations,direct,variable swap,variable swap,parent,child,raised Li.,Li raised,li's maria maria's,-17.498237252235413,-4.279646128416061,-9.773238182067871,-7.40433931350708
6524,social-relations,direct,variable swap,variable swap,parent,child,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-11.63447105884552,-7.605784773826599,-0.42143917083740234,-6.2761735916137695
6525,social-relations,direct,variable swap,variable swap,parent,child,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-11.63447105884552,-7.605784773826599,-0.42143917083740234,-6.2761735916137695
6528,social-relations,direct,variable swap,variable swap,parent,child,raised Carmen.,Carmen raised,carmen carmen's mohammed mohammed's,-9.482609510421753,-8.173188209533691,-7.266888618469238,-4.191495895385742
6529,social-relations,direct,variable swap,variable swap,parent,child,raised Mohammed.,Mohammed raised,carmen carmen's mohammed mohammed's,-9.482609510421753,-8.173188209533691,-7.73371696472168,-7.604842185974121
6532,social-relations,direct,variable swap,variable swap,parent,child,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-12.064504384994507,-5.8656365275383,-0.5092201232910156,-0.70953369140625
6536,social-relations,direct,variable swap,variable swap,parent,child,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-3.0380653738975525,-0.5921519082039595,-2.043992519378662,-11.616071701049805
6542,social-relations,indirect,antonym,concept swap,parent,child,older,younger,child parent,-0.109173983335495,-0.15988695621490479,-2.819731593132019,-1.2553024291992188
6559,social-relations,indirect,antonym,concept swap,parent,child,obeys,disciplines,child parent,-2.6346009969711304,-3.6533325985074043,-6.370073318481445,-9.26005744934082
6578,social-relations,indirect,antonym,variable swap,parent,child,more,less,ali's wei wei's,-0.5437149405479431,-0.6776567697525024,-2.278036117553711,-3.8243627548217773
6579,social-relations,indirect,antonym,variable swap,parent,child,less,more,ali's wei wei's,-0.5437149405479431,-0.6776567697525024,-2.278036117553711,-3.8243627548217773
6585,social-relations,indirect,antonym,variable swap,parent,child,obeys,disciplines,chao's yan yan's,-4.535288013517857,-6.2637679278850555,-7.652767181396484,-9.276327133178711
6588,social-relations,indirect,antonym,variable swap,parent,child,older,younger,chao's yan yan's,-0.15766405314207077,-0.4877375867217779,-3.586965322494507,-1.5886822938919067
6595,social-relations,indirect,antonym,variable swap,parent,child,obeys,disciplines,alex's jesse jesse's,-0.9910294115543365,-4.215232443064451,-7.759671211242676,-7.837310791015625
6615,social-relations,indirect,antonym,variable swap,parent,child,less,more,li's maria maria's,-1.2209749221801758,-0.9758386611938477,-2.3856029510498047,-3.6870908439159393
6619,social-relations,indirect,antonym,variable swap,parent,child,obeys,disciplines,carmen carmen's mohammed mohammed's,-0.6711161881685257,-13.335801601409912,-8.03115463256836,-10.202259063720703
6637,social-relations,indirect,variable swap,concept swap,parent,child,Wei ||| Ali.,Ali ||| Wei.,child parent,-1.3584023118019104,-0.8838751912117004,-2.5675129890441895,-2.666501045227051
6645,social-relations,indirect,variable swap,concept swap,parent,child,Yan ||| Chao.,Chao ||| Yan.,child parent,-0.5943783707916737,-1.202891018241644,-2.5171542167663574,-9.645259380340576
6647,social-relations,indirect,variable swap,concept swap,parent,child,disciplines Jesse.,Jesse disciplines,child parent,-0.8031341731548309,-0.9204636514186859,-10.857014656066895,-5.007988929748535
6649,social-relations,indirect,variable swap,concept swap,parent,child,Alex ||| Jesse.,Jesse ||| Alex.,child parent,-0.5442772954702377,-0.2745654731988907,-0.3424654006958008,-1.2903060913085938
6659,social-relations,indirect,variable swap,concept swap,parent,child,disciplines Mohammed.,Mohammed disciplines,child parent,-0.4006357192993164,-0.5826401710510254,-10.64737319946289,-9.4835786819458
6672,social-relations,indirect,variable swap,variable swap,parent,child,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-8.68362870812416,-10.426932781934738,-0.4680294990539551,-1.6393756866455078
6673,social-relations,indirect,variable swap,variable swap,parent,child,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-8.68362870812416,-10.426932781934738,-0.4680294990539551,-1.6393756866455078
6676,social-relations,indirect,variable swap,variable swap,parent,child,obeys Jesse.,Jesse obeys,alex's jesse jesse's,-10.204062312841415,-6.999924972653389,-5.3421406745910645,-8.677546501159668
6677,social-relations,indirect,variable swap,variable swap,parent,child,obeys Alex.,Alex obeys,alex's jesse jesse's,-10.204062312841415,-6.999924972653389,-10.6050386428833,-5.007586479187012
6680,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Wei.,Wei disciplines,ali's wei wei's,-23.168383836746216,-24.267674803733826,-15.111428260803223,-12.288294792175293
6681,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Ali.,Ali disciplines,ali's wei wei's,-23.168383836746216,-24.267674803733826,-13.286866188049316,-15.926594734191895
6684,social-relations,indirect,variable swap,variable swap,parent,child,Ali ||| Wei.,Wei ||| Ali.,ali's wei wei's,-20.322857081890106,-18.207119286060333,-2.5675129890441895,-2.666501045227051
6685,social-relations,indirect,variable swap,variable swap,parent,child,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-20.322857081890106,-18.207119286060333,-2.5675129890441895,-2.666501045227051
6688,social-relations,indirect,variable swap,variable swap,parent,child,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-10.702685415744781,-18.910348534584045,-4.63346529006958,-2.3775320053100586
6689,social-relations,indirect,variable swap,variable swap,parent,child,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-10.702685415744781,-18.910348534584045,-4.63346529006958,-2.3775320053100586
6692,social-relations,indirect,variable swap,variable swap,parent,child,obeys Mohammed.,Mohammed obeys,carmen carmen's mohammed mohammed's,-11.547203719615936,-6.578099071979523,-7.740456581115723,-8.782958984375
6693,social-relations,indirect,variable swap,variable swap,parent,child,obeys Carmen.,Carmen obeys,carmen carmen's mohammed mohammed's,-11.547203719615936,-6.578099071979523,-7.2364091873168945,-10.066702842712402
6697,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Chao.,Chao disciplines,chao's yan yan's,-8.401714127510786,-10.48294122889638,-10.783612251281738,-9.205509662628174
6701,social-relations,indirect,variable swap,variable swap,parent,child,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-3.9624860398471355,-7.107192903757095,-2.5171542167663574,-9.645259380340576
6702,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Alex.,Alex disciplines,alex's jesse jesse's,-17.116751074790955,-17.36538854241371,-9.390120506286621,-8.554895877838135
6703,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Jesse.,Jesse disciplines,alex's jesse jesse's,-17.116751074790955,-17.36538854241371,-10.857014656066895,-5.007988929748535
6706,social-relations,indirect,variable swap,variable swap,parent,child,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-9.079928040504456,-9.963266044855118,-0.3424654006958008,-1.2903060913085938
6707,social-relations,indirect,variable swap,variable swap,parent,child,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-9.079928040504456,-9.963266044855118,-0.3424654006958008,-1.2903060913085938
6712,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Maria.,Maria disciplines,li's maria maria's,-20.20152175426483,-20.448153410106897,-17.535883903503418,-11.700995445251465
6713,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Li.,Li disciplines,li's maria maria's,-20.20152175426483,-20.448153410106897,-9.254045486450195,-7.752002239227295
6716,social-relations,indirect,variable swap,variable swap,parent,child,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-16.421443283557892,-11.541484400629997,-2.3069610595703125,-2.880082607269287
6717,social-relations,indirect,variable swap,variable swap,parent,child,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-16.421443283557892,-11.541484400629997,-2.3069610595703125,-2.880082607269287
6718,social-relations,indirect,variable swap,variable swap,parent,child,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-20.774954080581665,-11.941882967948914,-2.693645477294922,-2.168405532836914
6719,social-relations,indirect,variable swap,variable swap,parent,child,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-20.774954080581665,-11.941882967948914,-2.693645477294922,-2.168405532836914
6726,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Carmen.,Carmen disciplines,carmen carmen's mohammed mohammed's,-9.912877216935158,-25.763311445713043,-10.826009750366211,-4.546753883361816
6727,social-relations,indirect,variable swap,variable swap,parent,child,disciplines Mohammed.,Mohammed disciplines,carmen carmen's mohammed mohammed's,-9.912877216935158,-25.763311445713043,-10.64737319946289,-9.4835786819458
6730,social-relations,indirect,variable swap,variable swap,parent,child,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-10.899354994297028,-21.022346675395966,-4.268885135650635,-1.5678234100341797
6731,social-relations,indirect,variable swap,variable swap,parent,child,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-10.899354994297028,-21.022346675395966,-4.268885135650635,-1.5678234100341797
6734,social-relations,indirect,variable swap,variable swap,parent,child,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-16.057917296886444,-17.273277580738068,-2.566382884979248,-3.368170738220215
6735,social-relations,indirect,variable swap,variable swap,parent,child,Ali ||| Wei.,Wei ||| Ali.,ali's wei wei's,-16.057917296886444,-17.273277580738068,-2.566382884979248,-3.368170738220215
6738,social-relations,indirect,variable swap,variable swap,parent,child,obeys Ali.,Ali obeys,ali's wei wei's,-14.181337237358093,-0.2873575687408447,-16.636323928833008,-14.347368240356445
6742,social-relations,indirect,variable swap,variable swap,parent,child,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-2.267066564410925,-8.470290645956993,-1.7988009452819824,-8.242485523223877
6748,social-relations,indirect,variable swap,variable swap,parent,child,obeys Chao.,Chao obeys,chao's yan yan's,-3.0323625467717648,-2.8594243861734867,-13.671185493469238,-12.728693962097168
6750,social-relations,direct,other,concept swap,parent,sibling,gave birth to,shares parents with,parent sibling,-3.58033287525177,-0.8663558959960938,-17.205702759325504,-22.141538865864277
6752,social-relations,direct,other,concept swap,parent,sibling,gave birth to,shares parents with,parent sibling,-5.248288512229919,-0.14326941967010498,-21.950683265924454,-20.45323121547699
6756,social-relations,direct,other,concept swap,parent,sibling,gave birth to,shares parents with,parent sibling,-2.546234607696533,-2.3712979555130005,-20.06657239794731,-19.136931627988815
6764,social-relations,indirect,other,concept swap,parent,sibling,chose a ||| for,went to ||| with,parent sibling,-0.36768149957060814,-0.19925363920629025,-8.765029184520245,-8.811333280056715
6769,social-relations,indirect,other,concept swap,parent,sibling,5,35,parent sibling,-0.45945805311203003,-0.28016881830990314,-4.333207726478577,-4.156234979629517
6790,social-relations,direct,other,concept swap,sibling,child,shares parents with,was born to,child sibling,-4.422070920467377,-1.046040952205658,-18.62499248981476,-17.121409446001053
6794,social-relations,direct,other,concept swap,sibling,child,shares parents with,was born to,child sibling,-3.501533331349492,-0.27404445968568325,-20.15487040579319,-17.289524719119072
6798,social-relations,direct,other,concept swap,sibling,child,shares parents with,was born to,child sibling,-3.4347227215766907,-0.08607586473226547,-18.69863259792328,-14.884813442826271
6802,social-relations,direct,other,concept swap,sibling,child,shares parents with,was born to,child sibling,-5.077773928642273,-1.0285869538784027,-21.01526090502739,-12.810679197311401
6857,social-relations,direct,antonym,concept swap,teacher,student,submits,assigns,student teacher,-1.4169051498174667,-0.08671605587005615,-2.3790817260742188,-2.120335578918457
6869,social-relations,direct,antonym,variable swap,teacher,student,submits,assigns,ali's wei wei's,-2.599117159843445,-4.842476010322571,-1.0321807861328125,-1.8155407905578613
6874,social-relations,direct,antonym,variable swap,teacher,student,lectures,learns from,ali's wei wei's,-8.597618520259857,-9.570171356201172,-1.6791114807128906,-0.128326416015625
6877,social-relations,direct,antonym,variable swap,teacher,student,submits,assigns,chao's yan yan's,-2.0694306511431932,-2.3232843223959208,-0.2401409149169922,-0.5189838409423828
6882,social-relations,direct,antonym,variable swap,teacher,student,lectures,learns from,chao's yan yan's,-5.423850558698177,-2.0980616100132465,-1.1049830913543701,-0.7259173393249512
6888,social-relations,direct,antonym,variable swap,teacher,student,lectures,learns from,alex's jesse jesse's,-6.903947591781616,-2.547226130962372,-3.026137351989746,-2.7127280235290527
6898,social-relations,direct,antonym,variable swap,teacher,student,lectures,learns from,li's maria maria's,-8.08189481496811,-3.996161609888077,-3.38521146774292,-0.35855674743652344
6903,social-relations,direct,antonym,variable swap,teacher,student,submits,assigns,carmen carmen's mohammed mohammed's,-1.2037867307662964,-1.080972135066986,-1.0898780822753906,-0.5212926864624023
6904,social-relations,direct,antonym,variable swap,teacher,student,lectures,learns from,carmen carmen's mohammed mohammed's,-5.381913423538208,-0.4887434244155884,-3.6314343214035034,-5.4895179271698
6908,social-relations,direct,variable swap,concept swap,teacher,student,Alex ||| Jesse.,Jesse ||| Alex.,student teacher,-0.7965045869350433,-3.7835879549384117,-2.999508857727051,-0.7936782836914062
6932,social-relations,direct,variable swap,concept swap,teacher,student,Maria ||| Li.,Li ||| Maria.,student teacher,-0.9872797727584839,-0.8637043982744217,-1.971449375152588,-2.043142795562744
6934,social-relations,direct,variable swap,concept swap,teacher,student,Maria ||| Li.,Li ||| Maria.,student teacher,-1.8193644881248474,-0.8754609823226929,-1.0923576354980469,-6.874417304992676
6937,social-relations,direct,variable swap,concept swap,teacher,student,Carmen ||| Mohammed.,Mohammed ||| Carmen.,student teacher,-0.1954329013824463,-1.150136649608612,-1.395296573638916,-1.961756706237793
6939,social-relations,direct,variable swap,concept swap,teacher,student,lectures Mohammed.,Mohammed lectures,student teacher,-1.2091504335403442,-1.371989130973816,-8.258070945739746,-9.220013618469238
6944,social-relations,direct,variable swap,concept swap,teacher,student,Yan ||| Chao.,Chao ||| Yan.,student teacher,-1.5145807825028896,-0.900662075728178,-1.498049259185791,-3.6607308387756348
6950,social-relations,direct,variable swap,variable swap,teacher,student,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-4.8391856253147125,-9.421245478093624,-2.999508857727051,-0.7936782836914062
6951,social-relations,direct,variable swap,variable swap,teacher,student,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-4.8391856253147125,-9.421245478093624,-2.999508857727051,-0.7936782836914062
6954,social-relations,direct,variable swap,variable swap,teacher,student,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-4.880136355757713,-8.985692381858826,-1.0443220138549805,-5.911468505859375
6955,social-relations,direct,variable swap,variable swap,teacher,student,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-4.880136355757713,-8.985692381858826,-1.0443220138549805,-5.911468505859375
6959,social-relations,direct,variable swap,variable swap,teacher,student,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-3.7091622352600098,-0.1850285530090332,-4.215971946716309,-3.7593994140625
6962,social-relations,direct,variable swap,variable swap,teacher,student,lectures Wei.,Wei lectures,ali's wei wei's,-18.454775035381317,-15.401809453964233,-15.487300872802734,-9.720280647277832
6963,social-relations,direct,variable swap,variable swap,teacher,student,lectures Ali.,Ali lectures,ali's wei wei's,-18.454775035381317,-15.401809453964233,-16.24301242828369,-11.800050735473633
6967,social-relations,direct,variable swap,variable swap,teacher,student,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-3.3808085322380066,-16.516417801380157,-0.7222228050231934,-3.724811553955078
6970,social-relations,direct,variable swap,variable swap,teacher,student,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-6.198815941810608,-14.277609050273895,-0.8134946823120117,-3.191164970397949
6971,social-relations,direct,variable swap,variable swap,teacher,student,Mohammed ||| Carmen.,Carmen ||| Mohammed.,carmen carmen's mohammed mohammed's,-6.198813080787659,-14.277601659297943,-0.8134946823120117,-3.191164970397949
6975,social-relations,direct,variable swap,variable swap,teacher,student,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-1.879241133108735,-0.8644170667976141,-0.7609519958496094,-3.2860217094421387
6978,social-relations,direct,variable swap,variable swap,teacher,student,lectures Yan.,Yan lectures,chao's yan yan's,-3.069844663143158,-8.39023482427001,-10.578869819641113,-9.077054500579834
6979,social-relations,direct,variable swap,variable swap,teacher,student,lectures Chao.,Chao lectures,chao's yan yan's,-3.069844663143158,-8.39023482427001,-10.700729846954346,-7.575582027435303
6980,social-relations,direct,variable swap,variable swap,teacher,student,Jesse ||| Alex.,Alex ||| Jesse.,alex's jesse jesse's,-5.230018228292465,-4.810374438762665,-1.7113409042358398,-3.6472325325012207
6981,social-relations,direct,variable swap,variable swap,teacher,student,Alex ||| Jesse.,Jesse ||| Alex.,alex's jesse jesse's,-5.230018228292465,-4.810374438762665,-1.7113409042358398,-3.6472325325012207
6984,social-relations,direct,variable swap,variable swap,teacher,student,lectures Alex.,Alex lectures,alex's jesse jesse's,-16.3830643594265,-13.132728844881058,-10.173575401306152,-11.89098072052002
6985,social-relations,direct,variable swap,variable swap,teacher,student,lectures Jesse.,Jesse lectures,alex's jesse jesse's,-16.3830643594265,-13.132728844881058,-12.289995193481445,-9.31182861328125
6990,social-relations,direct,variable swap,variable swap,teacher,student,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-5.5967113971710205,-2.159316509962082,-0.8513932228088379,-8.206089496612549
6994,social-relations,direct,variable swap,variable swap,teacher,student,lectures Maria.,Maria lectures,li's maria maria's,-20.16652148962021,-12.111799605190754,-17.957627296447754,-9.350569725036621
6995,social-relations,direct,variable swap,variable swap,teacher,student,lectures Li.,Li lectures,li's maria maria's,-20.16652148962021,-12.111799605190754,-7.121430397033691,-10.41460132598877
6996,social-relations,direct,variable swap,variable swap,teacher,student,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-6.237510621547699,-3.342469662427902,-1.971449375152588,-2.043142795562744
7000,social-relations,direct,variable swap,variable swap,teacher,student,Maria ||| Li.,Li ||| Maria.,li's maria maria's,-9.61462914943695,-9.061167597770691,-1.0923576354980469,-6.874417304992676
7001,social-relations,direct,variable swap,variable swap,teacher,student,Li ||| Maria.,Maria ||| Li.,li's maria maria's,-9.61462914943695,-9.061167597770691,-1.0923576354980469,-6.874417304992676
7005,social-relations,direct,variable swap,variable swap,teacher,student,Carmen ||| Mohammed.,Mohammed ||| Carmen.,carmen carmen's mohammed mohammed's,-4.642078161239624,-5.387870013713837,-1.395296573638916,-1.961756706237793
7008,social-relations,direct,variable swap,variable swap,teacher,student,lectures Carmen.,Carmen lectures,carmen carmen's mohammed mohammed's,-9.848182201385498,-16.82066774368286,-13.14750862121582,-10.771932601928711
7009,social-relations,direct,variable swap,variable swap,teacher,student,lectures Mohammed.,Mohammed lectures,carmen carmen's mohammed mohammed's,-9.848182201385498,-16.82066774368286,-8.258070945739746,-9.220013618469238
7012,social-relations,direct,variable swap,variable swap,teacher,student,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-8.175363838672638,-0.4554414749145508,-1.7176237106323242,-1.7944316864013672
7016,social-relations,direct,variable swap,variable swap,teacher,student,Wei ||| Ali.,Ali ||| Wei.,ali's wei wei's,-8.648731708526611,-10.342340469360352,-3.4405250549316406,-5.615439414978027
7017,social-relations,direct,variable swap,variable swap,teacher,student,Ali ||| Wei.,Wei ||| Ali.,ali's wei wei's,-8.648731708526611,-10.342340469360352,-3.4405250549316406,-5.615439414978027
7022,social-relations,direct,variable swap,variable swap,teacher,student,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-5.594192586839199,-5.235554281622171,-1.498049259185791,-3.6607308387756348
7024,social-relations,direct,variable swap,variable swap,teacher,student,Yan ||| Chao.,Chao ||| Yan.,chao's yan yan's,-5.000617872923613,-5.08857392705977,-1.1412014961242676,-0.3355679512023926
7030,social-relations,indirect,other,concept swap,teacher,student,alumni,parents,student teacher,-1.7810340020805597,-0.17526820674538612,-25.508318424224854,-20.500080108642578
7040,social-relations,indirect,other,variable swap,teacher,student,alumni,parents,ali's wei wei's,-4.3561131954193115,-5.567033186554909,-24.22354030609131,-19.60666847229004
7046,social-relations,indirect,other,variable swap,teacher,student,alumni,parents,alex's jesse jesse's,-1.394562304019928,-0.9793165512382984,-25.47949504852295,-29.62238597869873
7052,social-relations,indirect,other,variable swap,teacher,student,alumni,parents,li's maria maria's,-0.8908624351024628,-2.1012215465307236,-22.306809425354004,-24.210881233215332
7054,social-relations,indirect,other,variable swap,teacher,student,alumni,parents,carmen carmen's mohammed mohammed's,-4.302967071533203,-3.371735632419586,-27.410808086395264,-28.25615930557251
7077,social-relations,indirect,variable swap,concept swap,teacher,student,Chao's ||| Yan.,Yan's ||| Chao.,student teacher,-1.4406938031315804,-0.6690120920538902,-3.043260097503662,-3.2875208854675293
7078,social-relations,indirect,variable swap,variable swap,teacher,student,Alex's ||| Jesse.,Jesse's ||| Alex.,alex's jesse jesse's,-1.48061603307724,-9.30264239013195,-0.16053533554077148,-2.6000062823295593
7085,social-relations,indirect,variable swap,variable swap,teacher,student,Wei's ||| Ali.,Ali's ||| Wei.,ali's wei wei's,-5.515083372592926,-1.2170518040657043,-0.9600324630737305,-5.147917747497559
7093,social-relations,indirect,variable swap,variable swap,teacher,student,Yan's ||| Chao.,Chao's ||| Yan.,chao's yan yan's,-6.915248423814774,-3.867675630375743,-5.323568820953369,-6.633942604064941
7116,social-relations,indirect,variable swap,variable swap,teacher,student,Yan's ||| Chao.,Chao's ||| Yan.,chao's yan yan's,-6.737071432173252,-4.695669252425432,-3.043260097503662,-3.2875208854675293
7117,social-relations,indirect,variable swap,variable swap,teacher,student,Chao's ||| Yan.,Yan's ||| Chao.,chao's yan yan's,-6.737071432173252,-4.695669252425432,-3.043260097503662,-3.2875208854675293
7125,social-relations,direct,other,concept swap,tenant,roommate,shares ||| with,rents ||| from,roommate tenant,-0.8701304197311401,-1.465049296617508,-8.637088656425476,-9.117883682250977
7128,spatial-relations,direct,antonym,concept swap,above,below,below,above,above below,-6.3260733601637185,-4.335807140916586,-1.1208724975585938,-0.10648584365844727
