pair_id,category,match_level,target_a,target_b,pivot_a,pivot_b,source_a,source_b,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,a_generic,b_generic,either_generic,both_generic,maybe_antonym,same_prefix3,same_suffix3,levenshtein,normalized_levenshtein,char_jaccard,cross_context_target_leaks,context_word_jaccard,local_window_jaccard,target_len_chars_a,target_len_chars_b
p0016911,temporal,0,rains,haven’t,when,when,open_subtitles,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,5,0.7142857142857143,0.2,0,0.1329479768786127,0.14285714285714285,5,7
p0016912,temporal,0,hostages,employer,when,before,open_subtitles,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.16666666666666666,0,0.12834224598930483,0.04,8,8
p0016913,temporal,0,cat's,clung,while,before,bnc_spoken,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.1111111111111111,0,0.12365591397849462,0.0,5,5
p0016914,temporal,0,moment's,band's,after,before,gutenberg,simple_wiki,content,2,51-100,51-100,False,False,False,False,False,False,False,5,0.625,0.3,0,0.11351351351351352,0.041666666666666664,8,6
p0016915,temporal,0,literacy,isn’t,when,after,childes,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.18181818181818182,0,0.10240963855421686,0.0,8,5
p0016916,temporal,0,leapt,fortnight,when,after,gutenberg,bnc_spoken,content,2,51-100,51-100,False,False,False,False,False,False,False,8,0.8888888888888888,0.08333333333333333,0,0.13636363636363635,0.08695652173913043,5,9
p0016917,temporal,0,victim's,vowel,while,after,gutenberg,simple_wiki,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.09090909090909091,0,0.05555555555555555,0.041666666666666664,8,5
p0016918,temporal,0,overboard,someplace,once,before,gutenberg,open_subtitles,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.7777777777777778,0.25,0,0.09090909090909091,0.0,9,9
p0016919,temporal,0,awhile,amateur,after,once,gutenberg,open_subtitles,content,2,51-100,51-100,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.1366120218579235,0.045454545454545456,6,7
p0016920,temporal,0,infant,explorer,while,after,gutenberg,simple_wiki,content,2,51-100,51-100,False,False,False,False,False,False,False,8,1.0,0.0,0,0.06395348837209303,0.045454545454545456,6,8
p0016921,temporal,1,doctor's,restrictions,when,when,childes,bnc_spoken,content,2,51-100,51-100,False,False,False,False,False,False,False,9,0.75,0.5,0,0.08235294117647059,0.04,8,12
p0016922,temporal,0,sunset,worlds,after,when,gutenberg,open_subtitles,content,2,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.1,0,0.08064516129032258,0.0,6,6
p0016923,temporal,0,presidency,melody,during,before,simple_wiki,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.7,0.25,0,0.043243243243243246,0.041666666666666664,10,6
p0016924,temporal,0,you’re,y�u,when,once,gutenberg,qwen_pair_packed,content,2,51-100,51-100,False,False,False,False,False,False,False,4,0.6666666666666666,0.2857142857142857,0,0.1144578313253012,0.0,6,3
p0016925,temporal,0,wuz,dances,when,when,gutenberg,childes,content,2,51-100,51-100,False,False,False,False,False,False,False,6,1.0,0.0,0,0.12280701754385964,0.08695652173913043,3,6
p0016926,temporal,0,costumes,diameter,after,when,qwen_pair_packed,fw_preserved_compact_view,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.2727272727272727,0,0.07801418439716312,0.047619047619047616,8,8
p0016927,temporal,1,they’re,recordings,when,during,gutenberg,simple_wiki,content,2,51-100,51-100,False,False,False,False,False,False,False,9,0.9,0.15384615384615385,0,0.07027027027027027,0.0,7,10
p0016928,temporal,0,arrives,finishes,when,until,gutenberg,childes,content,2,51-100,51-100,False,False,False,False,False,False,False,5,0.625,0.3333333333333333,0,0.08982035928143713,0.0,7,8
p0016929,temporal,0,comet,clad,after,while,open_subtitles,qwen_pair_packed,content,2,51-100,51-100,False,False,False,False,False,False,False,4,0.8,0.125,0,0.09090909090909091,0.0,5,4
p0016930,temporal,0,realm,ballot,when,after,gutenberg,bnc_spoken,content,2,51-100,51-100,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.12,0.041666666666666664,5,6
p0016931,temporal,0,massacre,spit,when,once,gutenberg,open_subtitles,content,2,51-100,51-100,False,False,False,False,False,False,False,7,0.875,0.1111111111111111,0,0.10919540229885058,0.16666666666666666,8,4
p0016932,temporal,0,seeks,monks,when,while,qwen_pair_packed,gutenberg,content,2,51-100,51-100,False,False,False,False,False,False,False,3,0.6,0.3333333333333333,0,0.11834319526627218,0.13043478260869565,5,5
p0016933,temporal,1,publications,beaches,after,while,gutenberg,open_subtitles,content,2,51-100,51-100,False,False,False,False,False,False,False,9,0.75,0.3076923076923077,0,0.06635071090047394,0.043478260869565216,12,7
p0016934,temporal,0,midnight,slavery,since,during,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.0,0,0.1076923076923077,0.0,8,7
p0016935,temporal,0,wins,dawn,after,before,childes,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,4,1.0,0.3333333333333333,0,0.09142857142857143,0.0,4,4
p0016936,temporal,0,pause,summit,after,during,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.25,0,0.12352941176470589,0.11764705882352941,5,6
p0016937,temporal,0,drunk,troubles,when,once,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.18181818181818182,0,0.12,0.0,5,8
p0016938,temporal,0,yourselves,everyone's,after,until,bnc_spoken,childes,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8,0.6,0,0.16556291390728478,0.041666666666666664,10,10
p0016939,temporal,0,noodles,shower,since,when,open_subtitles,childes,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.3333333333333333,0,0.17177914110429449,0.09090909090909091,7,6
p0016940,temporal,0,husband's,summit,during,before,simple_wiki,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.18181818181818182,0,0.06878306878306878,0.0,9,6
p0016941,temporal,0,basis,legend,while,once,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.10471204188481675,0.041666666666666664,5,6
p0016942,temporal,0,summit,decade,during,once,simple_wiki,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.06395348837209303,0.0,6,6
p0016943,temporal,0,ghosts,victim,when,when,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.1111111111111111,0,0.12060301507537688,0.08695652173913043,6,6
p0016944,temporal,0,pause,riley,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.1111111111111111,0,0.14594594594594595,0.09090909090909091,5,5
p0016945,temporal,0,visitor,tag,when,when,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.12643678160919541,0.1,7,3
p0016946,temporal,0,somebody's,noon,when,before,bnc_spoken,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8,0.1111111111111111,0,0.17307692307692307,0.0,10,4
p0016947,temporal,0,drunk,awake,after,when,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.125,0,0.10227272727272728,0.08695652173913043,5,5
p0016948,temporal,0,holidays,ceremony,during,during,gutenberg,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.15384615384615385,0,0.08290155440414508,0.08695652173913043,8,8
p0016949,temporal,0,day's,dad's,when,since,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,1,0.2,0.8,0,0.09473684210526316,0.04,5,5
p0016950,temporal,0,beheld,someone's,before,when,gutenberg,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.7777777777777778,0.1,0,0.11931818181818182,0.04,6,9
p0016951,temporal,0,woke,fbi,when,while,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,4,1.0,0.0,0,0.12041884816753927,0.043478260869565216,4,3
p0016952,temporal,0,holidays,dawn,during,before,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.2,0,0.11702127659574468,0.045454545454545456,8,4
p0016953,temporal,0,adventures,incident,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.36363636363636365,0,0.12626262626262627,0.08333333333333333,10,8
p0016954,temporal,0,returns,awoke,until,when,childes,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.1,0,0.05113636363636364,0.0,7,5
p0016955,temporal,0,lifetime,pause,during,after,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.1,0,0.1043956043956044,0.08695652173913043,8,5
p0016956,temporal,0,pregnancy,god's,during,before,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.08333333333333333,0,0.08045977011494253,0.041666666666666664,9,5
p0016957,temporal,0,divorce,dog's,since,when,open_subtitles,childes,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.2,0,0.10625,0.04,7,5
p0016958,temporal,0,suits,dad's,when,while,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.14285714285714285,0,0.125,0.0,5,5
p0016959,temporal,0,madam,options,when,when,open_subtitles,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.0,0,0.10119047619047619,0.13636363636363635,5,7
p0016960,temporal,0,vegetables,rescue,after,after,gutenberg,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8,0.18181818181818182,0,0.08021390374331551,0.05,10,6
p0016961,temporal,0,invasion,nobles,during,when,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.3333333333333333,0,0.07317073170731707,0.09523809523809523,8,6
p0016962,temporal,0,pause,republican,after,until,gutenberg,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.36363636363636365,0,0.07142857142857142,0.1,5,10
p0016963,temporal,0,good-bye,surgery,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.3,0,0.17543859649122806,0.041666666666666664,8,7
p0016964,temporal,0,divorce,pause,after,after,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.17964071856287425,0.08695652173913043,7,5
p0016965,temporal,0,assault,counts,after,when,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.375,0,0.08080808080808081,0.043478260869565216,7,6
p0016966,temporal,0,fold,pause,since,after,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.0,0,0.08235294117647059,0.0,4,5
p0016967,temporal,0,yourselves,childhood,after,since,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,10,1.0,0.16666666666666666,0,0.1488095238095238,0.09090909090909091,10,9
p0016968,temporal,0,comin,husband's,when,once,childes,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.08333333333333333,0,0.12352941176470589,0.0,5,9
p0016969,temporal,0,discussion,files,after,after,gutenberg,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8,0.2,0,0.14054054054054055,0.08695652173913043,10,5
p0016970,temporal,0,pupils,someone's,before,when,gutenberg,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.1,0,0.06432748538011696,0.05,6,9
p0016971,temporal,0,surgery,temper,after,until,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.2222222222222222,0,0.08108108108108109,0.05,7,6
p0016972,temporal,0,pause,writes,after,while,gutenberg,childes,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.2222222222222222,0,0.12849162011173185,0.041666666666666664,5,6
p0016973,temporal,0,lifetime,pause,during,after,fw_preserved_compact_view,qwen_pair_packed,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.1,0,0.0425531914893617,0.0,8,5
p0016974,temporal,0,dinosaurs,well-known,after,before,childes,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,10,1.0,0.15384615384615385,0,0.1,0.0,9,10
p0016975,temporal,0,comin,absent,when,while,childes,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.1,0,0.08441558441558442,0.09090909090909091,5,6
p0016976,temporal,0,country's,divorce,after,since,simple_wiki,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.23076923076923078,0,0.12299465240641712,0.0,9,7
p0016977,temporal,0,nay,gear,before,since,bnc_spoken,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,3,0.75,0.16666666666666666,0,0.07692307692307693,0.043478260869565216,3,4
p0016978,temporal,0,operate,pause,when,after,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.375,0,0.16477272727272727,0.0,7,5
p0016979,temporal,0,ceremony,dad's,during,since,simple_wiki,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.0,0,0.06547619047619048,0.045454545454545456,8,5
p0016980,temporal,0,ashore,friend's,while,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,8,1.0,0.2727272727272727,0,0.14673913043478262,0.18181818181818182,6,8
p0016981,temporal,0,day's,dawn,after,before,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,3,0.6,0.2857142857142857,0,0.11458333333333333,0.04,5,4
p0016982,temporal,0,pause,divorce,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.14814814814814814,0.0,5,7
p0016983,temporal,0,conclusion,day's,after,after,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,9,0.9,0.09090909090909091,0,0.09142857142857143,0.0,10,5
p0016984,temporal,0,companions,elections,before,during,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,True,6,0.6,0.45454545454545453,0,0.125,0.043478260869565216,10,9
p0016985,temporal,0,pause,perform,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.16184971098265896,0.08695652173913043,5,7
p0016986,temporal,0,childhood,autumn,since,until,open_subtitles,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,9,1.0,0.0,0,0.06593406593406594,0.0,9,6
p0016987,temporal,0,long-term,holidays,after,after,simple_wiki,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,8,0.8888888888888888,0.13333333333333333,0,0.0782122905027933,0.04,9,8
p0016988,temporal,0,shower,comin,while,when,bnc_spoken,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.1,0,0.1377245508982036,0.08695652173913043,6,5
p0016989,temporal,0,pause,gettin,after,while,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.1111111111111111,0,0.12650602409638553,0.0,5,6
p0016990,temporal,0,battles,virgin,after,before,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,7,1.0,0.0,0,0.10582010582010581,0.04,7,6
p0016991,temporal,1,declare,divorce,before,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.4444444444444444,0,0.12365591397849462,0.0,7,7
p0016992,temporal,0,midnight,anyhow,until,while,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.18181818181818182,0,0.10989010989010989,0.0,8,6
p0016993,temporal,0,patent,clip,after,when,simple_wiki,childes,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.125,0,0.046511627906976744,0.041666666666666664,6,4
p0016994,temporal,0,day's,graduate,after,when,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.875,0.2,0,0.11917098445595854,0.1,5,8
p0016995,temporal,0,awoke,stops,when,before,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.125,0,0.10152284263959391,0.0,5,5
p0016996,temporal,0,returns,era,when,during,qwen_pair_packed,fw_preserved_compact_view,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.7142857142857143,0.2857142857142857,0,0.06521739130434782,0.043478260869565216,7,3
p0016997,temporal,0,pause,baby's,after,after,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.17857142857142858,0.09090909090909091,5,6
p0016998,temporal,0,tent,country's,before,once,gutenberg,bnc_spoken,content,2,101-250,101-250,False,False,False,False,False,False,False,7,0.7777777777777778,0.2,0,0.0787037037037037,0.13636363636363635,4,9
p0016999,temporal,0,day's,hits,after,when,gutenberg,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.125,0,0.1,0.0,5,4
p0017000,temporal,0,year's,day's,during,after,fw_preserved_compact_view,qwen_pair_packed,content,2,101-250,101-250,False,False,False,False,False,False,False,3,0.5,0.5714285714285714,0,0.12280701754385964,0.1111111111111111,6,5
p0017001,temporal,0,servants,childhood,after,during,gutenberg,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,9,1.0,0.0,0,0.10106382978723404,0.0,8,9
p0017002,temporal,0,pause,fold,after,since,gutenberg,qwen_pair_packed,content,2,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.0,0,0.09340659340659341,0.0,5,4
p0017003,temporal,0,day's,pause,after,after,qwen_pair_packed,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,4,0.8,0.25,0,0.06790123456790123,0.04,5,5
p0017004,temporal,1,youngest,chuckles,after,while,gutenberg,qwen_pair_packed,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.75,0.25,0,0.07777777777777778,0.041666666666666664,8,8
p0017005,temporal,0,childhood,pause,during,after,qwen_pair_packed,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,9,1.0,0.0,0,0.08379888268156424,0.041666666666666664,9,5
p0017006,temporal,0,dawn,everybody's,before,when,qwen_pair_packed,open_subtitles,content,2,101-250,101-250,False,False,False,False,False,False,False,10,0.9090909090909091,0.08333333333333333,0,0.125,0.08333333333333333,4,11
p0017007,temporal,0,flood,year's,after,during,gutenberg,qwen_pair_packed,content,2,101-250,101-250,False,False,False,False,False,False,False,6,1.0,0.0,0,0.09859154929577464,0.0,5,6
p0017008,temporal,0,anthony,it’s,after,since,open_subtitles,simple_wiki,content,2,101-250,101-250,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.07216494845360824,0.08333333333333333,7,4
p0017009,temporal,0,noon,butterflies,before,after,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,11,1.0,0.0,0,0.11299435028248588,0.0,4,11
p0017010,temporal,0,dawn,steam,until,before,open_subtitles,gutenberg,content,2,101-250,101-250,False,False,False,False,False,False,False,5,1.0,0.125,0,0.13636363636363635,0.0,4,5
p0017011,temporal,0,silent,transport,while,during,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,8,0.8888888888888888,0.3,0,0.12432432432432433,0.041666666666666664,6,9
p0017012,temporal,0,opinion,response,when,before,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,7,0.875,0.42857142857142855,0,0.08648648648648649,0.0,7,8
p0017013,temporal,0,twice,release,once,after,bnc_spoken,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.08875739644970414,0.0,5,7
p0017014,temporal,0,dishes,holiday,when,while,childes,bnc_spoken,content,2,251-500,251-500,False,False,False,False,False,False,False,7,1.0,0.3333333333333333,0,0.11510791366906475,0.09090909090909091,6,7
p0017015,temporal,0,ill,sex,when,before,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,3,1.0,0.0,0,0.12804878048780488,0.05,3,3
p0017016,temporal,0,release,lucky,before,before,simple_wiki,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.1111111111111111,0,0.09326424870466321,0.041666666666666664,7,5
p0017017,temporal,0,pregnant,she'd,while,when,simple_wiki,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,7,0.875,0.09090909090909091,0,0.10869565217391304,0.0,8,5
p0017018,temporal,0,grandfather,narrow,when,before,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,9,0.8181818181818182,0.2727272727272727,0,0.08695652173913043,0.041666666666666664,11,6
p0017019,temporal,0,begins,industry,before,before,gutenberg,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,8,1.0,0.2727272727272727,0,0.08888888888888889,0.08333333333333333,6,8
p0017020,temporal,0,wars,travel,after,when,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,5,0.8333333333333334,0.25,0,0.08024691358024691,0.1,4,6
p0017021,temporal,0,matters,storm,when,after,bnc_spoken,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,5,0.7142857142857143,0.5714285714285714,0,0.1134020618556701,0.09090909090909091,7,5
p0017022,temporal,0,oops,opinion,when,when,childes,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.4,0,0.17333333333333334,0.047619047619047616,4,7
p0017023,temporal,0,writer,virginia,after,once,simple_wiki,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.75,0.2222222222222222,0,0.06914893617021277,0.0,6,8
p0017024,temporal,0,bow,twice,when,once,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.14285714285714285,0,0.1534090909090909,0.041666666666666664,3,5
p0017025,temporal,0,trip,wake,after,after,open_subtitles,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,4,1.0,0.0,0,0.14285714285714285,0.0,4,4
p0017026,temporal,0,fancy,lies,before,when,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.0,0,0.13372093023255813,0.14285714285714285,5,4
p0017027,temporal,0,oops,opinion,until,when,childes,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.4,0,0.1301775147928994,0.04,4,7
p0017028,temporal,0,speech,soldier,since,before,open_subtitles,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.07537688442211055,0.0,6,7
p0017029,temporal,0,twice,needta,once,when,gutenberg,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.25,0,0.12021857923497267,0.0,5,6
p0017030,temporal,0,slept,tone,when,after,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.2857142857142857,0,0.11049723756906077,0.0,5,4
p0017031,temporal,0,impact,they'd,after,once,open_subtitles,bnc_spoken,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.09090909090909091,0,0.1092896174863388,0.0,6,6
p0017032,temporal,0,tone,she'd,after,after,open_subtitles,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.125,0,0.14534883720930233,0.0,4,5
p0017033,temporal,0,judge,article,before,after,open_subtitles,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.06965174129353234,0.08695652173913043,5,7
p0017034,temporal,0,flight,wars,during,after,open_subtitles,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.0,0,0.05128205128205128,0.0,6,4
p0017035,temporal,0,hide,storm,when,after,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.0,0,0.08673469387755102,0.0,4,5
p0017036,temporal,0,begins,sheep,before,after,gutenberg,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.25,0,0.125,0.043478260869565216,6,5
p0017037,temporal,0,camera,fashion,after,after,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.10285714285714286,0.05,6,7
p0017038,temporal,0,deck,lights,once,before,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.0,0,0.12105263157894737,0.041666666666666664,4,6
p0017039,temporal,0,didn’t,grandfather,after,when,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,9,0.8181818181818182,0.2727272727272727,0,0.10752688172043011,0.041666666666666664,6,11
p0017040,temporal,0,weekend,gods,after,before,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,7,1.0,0.125,0,0.13227513227513227,0.043478260869565216,7,4
p0017041,temporal,0,tour,taperecorder,when,when,open_subtitles,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,9,0.75,0.3333333333333333,0,0.12025316455696203,0.09523809523809523,4,12
p0017042,temporal,0,tilda,she'd,since,when,gutenberg,bnc_spoken,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.1111111111111111,0,0.12941176470588237,0.1,5,5
p0017043,temporal,0,length,tone,until,after,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,5,0.8333333333333334,0.42857142857142855,0,0.0845771144278607,0.0,6,4
p0017044,temporal,0,somehow,they'd,after,after,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.2,0,0.12716763005780346,0.15789473684210525,7,6
p0017045,temporal,0,murder,mirror,during,before,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,3,0.5,0.2857142857142857,0,0.11979166666666667,0.0,6,6
p0017046,temporal,0,stock,wake,after,when,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.125,0,0.13170731707317074,0.041666666666666664,5,4
p0017047,temporal,0,tone,release,after,since,open_subtitles,simple_wiki,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.125,0,0.06806282722513089,0.041666666666666664,4,7
p0017048,temporal,0,fashion,twice,after,once,gutenberg,open_subtitles,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.09090909090909091,0,0.13227513227513227,0.045454545454545456,7,5
p0017049,temporal,0,defeat,strike,after,during,gutenberg,bnc_spoken,content,2,251-500,251-500,False,False,False,False,False,False,False,6,1.0,0.2222222222222222,0,0.10404624277456648,0.08695652173913043,6,6
p0017050,temporal,0,release,highest,before,while,qwen_pair_packed,fw_preserved_compact_view,content,2,251-500,251-500,False,False,False,False,False,False,False,6,0.8571428571428571,0.2222222222222222,0,0.07194244604316546,0.041666666666666664,7,7
p0017051,temporal,0,transport,wake,during,when,open_subtitles,gutenberg,content,2,251-500,251-500,False,False,False,False,False,False,False,8,0.8888888888888888,0.1,0,0.10497237569060773,0.08695652173913043,9,4
p0017052,temporal,0,twice,salad,once,before,gutenberg,childes,content,2,251-500,251-500,False,False,False,False,False,False,False,5,1.0,0.0,0,0.10179640718562874,0.0,5,5
