set,pair_id,original_id,source,example_id,original_words_field,rewrite_words_field,pair_words_field,base_same_source_example_rows,base_contains_exact_normalized_original,base_contains_count,base_match_sources,base_match_example_ids,replaced_in_dose21_by_same_source_example,replaced_in_dose25_by_same_source_example,selection_role
dose25_superset,dose56_rw2s1_025136,rw2s1_025136,open_subtitles,45453,19,20,39,1,True,1,open_subtitles,45453,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016765,rw2s1_016765,simple_wiki,58842,19,20,39,1,True,1,simple_wiki,58842,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_025534,rw2s0_025534,gutenberg,38466,21,19,40,1,True,1,gutenberg,38466,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s0_007945,rw2s0_007945,gutenberg,28698,18,16,34,1,True,1,gutenberg,28698,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_001458,rw2s1_001458,simple_wiki,54769,22,19,41,0,False,0,,,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016660,rw2s1_016660,open_subtitles,45891,20,20,40,1,True,1,open_subtitles,45891,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw_035468,rw_035468,childes,7257,15,16,31,1,True,1,childes,7257,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_014625,rw2s1_014625,open_subtitles,46471,19,18,37,1,True,1,open_subtitles,46471,False,False,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_019675,rw2s1_019675,childes,15045,30,23,53,1,True,1,childes,15045,False,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_016949,rw2s1_016949,bnc_spoken,1537,20,20,40,1,True,1,bnc_spoken,1537,True,True,dose21_clean_shard1_all_or_exact
dose25_superset,dose56_rw2s1_024958,rw2s1_024958,gutenberg,34871,24,22,46,1,True,1,gutenberg,34871,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_006610,rw2s1_006610,gutenberg,32161,45,43,88,1,True,1,gutenberg,32161,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_022258,rw2s0_022258,gutenberg,37272,30,29,59,1,True,1,gutenberg,37272,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_022867,rw2s0_022867,bnc_spoken,2139,33,30,63,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_030634,rw2s0_030634,gutenberg,29449,45,37,82,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_026046,rw2s1_026046,simple_wiki,60982,25,23,48,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_033126,rw_033126,childes,12668,12,19,31,1,True,1,childes,12668,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_016433,rw_016433,open_subtitles,45631,19,17,36,1,True,1,open_subtitles,45631,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_009352,rw_009352,childes,14942,14,17,31,1,True,1,childes,14942,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_032299,rw_032299,childes,14983,19,21,40,1,True,1,childes,14983,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_000878,rw2s1_000878,gutenberg,26990,33,35,68,1,True,1,gutenberg,26990,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_010989,rw2s0_010989,gutenberg,27471,29,26,55,1,True,1,gutenberg,27471,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_004653,rw2s0_004653,gutenberg,33147,32,31,63,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_016891,rw2s1_016891,gutenberg,25324,18,16,34,1,True,1,gutenberg,25324,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_011721,rw2s1_011721,gutenberg,26191,48,38,86,1,True,1,gutenberg,26191,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_033985,rw_033985,childes,18687,14,14,28,1,True,1,childes,18687,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_017047,rw2s0_017047,bnc_spoken,2098,18,19,37,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_008522,rw_008522,childes,6748,13,7,20,1,True,1,childes,6748,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_006485,rw2s0_006485,gutenberg,30226,19,19,38,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_018339,rw_018339,childes,20805,17,18,35,1,True,1,childes,20805,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_014729,rw2s0_014729,gutenberg,33968,52,54,106,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_040084,rw_040084,open_subtitles,42149,21,20,41,1,True,1,open_subtitles,42149,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_030994,rw2s1_030994,gutenberg,30718,35,31,66,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_035518,rw_035518,childes,19079,23,20,43,1,True,1,childes,19079,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_027765,rw2s1_027765,gutenberg,28171,19,21,40,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_029694,rw2s1_029694,simple_wiki,55966,28,31,59,1,True,1,simple_wiki,55966,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_029606,rw_029606,open_subtitles,50697,18,19,37,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_002027,rw2s0_002027,gutenberg,29246,22,24,46,1,True,1,gutenberg,29246,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_013639,rw_013639,childes,13016,12,12,24,1,True,1,childes,13016,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_000345,rw_000345,childes,22488,27,26,53,1,True,1,childes,22488,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_037630,rw_037630,childes,4931,12,17,29,1,True,1,childes,4931,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_003381,rw2s0_003381,gutenberg,30081,25,23,48,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_023607,rw2s0_023607,simple_wiki,53110,24,24,48,1,True,1,simple_wiki,53110,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_011112,rw2s1_011112,bnc_spoken,3082,27,27,54,1,True,1,bnc_spoken,3082,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_031098,rw2s1_031098,bnc_spoken,2830,21,18,39,1,True,1,bnc_spoken,2830,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_041071,rw_041071,childes,19621,14,8,22,1,True,1,childes,19621,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_018021,rw2s1_018021,gutenberg,28194,24,27,51,1,True,1,gutenberg,28194,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_016525,rw2s1_016525,simple_wiki,57190,18,19,37,1,True,1,simple_wiki,57190,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_004006,rw2s1_004006,gutenberg,38330,18,17,35,1,True,1,gutenberg,38330,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_010669,rw2s1_010669,bnc_spoken,2815,30,29,59,1,True,1,bnc_spoken,2815,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_019064,rw_019064,gutenberg,27998,17,14,31,1,True,1,gutenberg,27998,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_026297,rw2s0_026297,childes,18106,22,21,43,1,True,1,childes,18106,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_013282,rw2s0_013282,gutenberg,34814,38,43,81,1,True,1,gutenberg,34814,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_023683,rw2s1_023683,gutenberg,32137,31,35,66,1,True,1,gutenberg,32137,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_014073,rw_014073,simple_wiki,52954,12,16,28,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_025425,rw2s1_025425,gutenberg,26913,28,28,56,1,True,1,gutenberg,26913,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_016371,rw_016371,childes,22434,17,18,35,1,True,1,childes,22434,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_020891,rw2s1_020891,bnc_spoken,3391,51,52,103,1,True,1,bnc_spoken,3391,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_007209,rw2s1_007209,open_subtitles,44286,28,26,54,1,True,1,open_subtitles,44286,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_008456,rw2s1_008456,gutenberg,25158,51,46,97,1,True,1,gutenberg,25158,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_003504,rw_003504,simple_wiki,54594,19,19,38,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_003069,rw2s0_003069,bnc_spoken,2652,30,32,62,1,True,1,bnc_spoken,2652,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_028331,rw_028331,childes,18614,17,18,35,1,True,1,childes,18614,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_002589,rw2s1_002589,gutenberg,35863,24,24,48,1,True,1,gutenberg,35863,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_005395,rw2s0_005395,childes,12651,22,20,42,1,True,1,childes,12651,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_006228,rw_006228,childes,15705,16,17,33,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_026497,rw2s0_026497,simple_wiki,53668,23,29,52,1,True,1,simple_wiki,53668,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_012324,rw2s0_012324,bnc_spoken,582,24,22,46,1,True,1,bnc_spoken,582,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_030531,rw_030531,gutenberg,22734,26,25,51,1,True,1,gutenberg,22734,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_030119,rw2s0_030119,simple_wiki,54718,25,24,49,1,True,1,simple_wiki,54718,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_037457,rw_037457,childes,19091,15,13,28,1,True,1,childes,19091,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_027396,rw2s0_027396,gutenberg,24818,26,32,58,1,True,1,gutenberg,24818,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_001034,rw_001034,childes,11536,13,15,28,1,True,1,childes,11536,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_022246,rw2s1_022246,gutenberg,24473,54,40,94,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_031277,rw2s1_031277,gutenberg,27402,30,25,55,1,True,1,gutenberg,27402,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_008891,rw2s0_008891,simple_wiki,60424,24,28,52,1,True,1,simple_wiki,60424,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_028086,rw2s1_028086,gutenberg,24189,25,25,50,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_040369,rw_040369,open_subtitles,41547,17,17,34,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_021931,rw2s1_021931,bnc_spoken,937,40,37,77,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_010952,rw_010952,childes,6543,14,15,29,1,True,1,childes,6543,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_018315,rw2s1_018315,gutenberg,31110,23,16,39,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_021532,rw2s1_021532,bnc_spoken,2016,33,39,72,1,True,1,bnc_spoken,2016,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_007830,rw2s0_007830,open_subtitles,46592,23,20,43,1,True,1,open_subtitles,46592,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_001132,rw2s1_001132,open_subtitles,39823,24,30,54,1,True,1,open_subtitles,39823,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_027980,rw2s0_027980,gutenberg,29151,21,24,45,1,True,1,gutenberg,29151,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_000859,rw2s0_000859,gutenberg,27145,40,29,69,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_028713,rw2s0_028713,gutenberg,27193,29,29,58,1,True,1,gutenberg,27193,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_022133,rw2s0_022133,gutenberg,34612,23,19,42,1,True,1,gutenberg,34612,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_023582,rw2s1_023582,gutenberg,27743,24,23,47,1,True,1,gutenberg,27743,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_025774,rw2s0_025774,simple_wiki,59357,20,25,45,1,True,1,simple_wiki,59357,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_012819,rw2s1_012819,open_subtitles,43353,19,20,39,1,True,1,open_subtitles,43353,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_020912,rw2s1_020912,childes,9720,20,22,42,1,True,1,childes,9720,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_015047,rw2s0_015047,open_subtitles,43905,18,17,35,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_021048,rw2s1_021048,gutenberg,26694,37,34,71,1,True,1,gutenberg,26694,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_028358,rw2s1_028358,bnc_spoken,3620,21,18,39,1,True,1,bnc_spoken,3620,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_003139,rw2s0_003139,gutenberg,27067,42,41,83,1,True,1,gutenberg,27067,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_015648,rw_015648,open_subtitles,51034,14,15,29,1,True,1,open_subtitles,51034,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_032681,rw2s0_032681,gutenberg,28766,18,22,40,1,True,1,gutenberg,28766,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_007735,rw_007735,childes,11274,13,15,28,1,True,1,childes,11274,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_019580,rw2s1_019580,childes,13961,20,18,38,1,True,1,childes,13961,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_042434,rw_042434,childes,19949,15,13,28,1,True,1,childes,19949,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_022625,rw_022625,childes,14761,19,26,45,1,True,1,childes,14761,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_029858,rw2s1_029858,gutenberg,27294,20,17,37,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_034403,rw_034403,open_subtitles,40373,15,13,28,1,True,1,open_subtitles,40373,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_015686,rw_015686,childes,21477,15,9,24,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_030557,rw2s0_030557,simple_wiki,55394,18,17,35,1,True,1,simple_wiki,55394,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_043694,rw_043694,childes,5331,14,14,28,1,True,1,childes,5331,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_001156,rw2s0_001156,open_subtitles,39984,19,16,35,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_018058,rw2s0_018058,open_subtitles,51524,20,19,39,1,True,1,open_subtitles,51524,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_002109,rw2s0_002109,gutenberg,28889,28,25,53,1,True,1,gutenberg,28889,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_001860,rw2s1_001860,gutenberg,27053,27,25,52,1,True,1,gutenberg,27053,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_017922,rw2s1_017922,bnc_spoken,4364,27,31,58,1,True,1,bnc_spoken,4364,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_001593,rw2s0_001593,simple_wiki,61571,28,28,56,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_018323,rw2s1_018323,bnc_spoken,2144,20,15,35,1,True,1,bnc_spoken,2144,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_044411,rw_044411,childes,16274,21,19,40,1,True,1,childes,16274,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_006891,rw_006891,childes,11647,21,18,39,1,True,1,childes,11647,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_001500,rw2s1_001500,gutenberg,33076,23,28,51,1,True,1,gutenberg,33076,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_030120,rw2s1_030120,gutenberg,28175,21,19,40,1,True,1,gutenberg,28175,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_011819,rw2s1_011819,childes,20826,50,42,92,1,True,1,childes,20826,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_001970,rw2s1_001970,gutenberg,29107,36,32,68,1,True,1,gutenberg,29107,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_014113,rw2s1_014113,simple_wiki,61570,51,45,96,1,True,1,simple_wiki,61570,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_001823,rw2s1_001823,bnc_spoken,2940,39,35,74,1,True,1,bnc_spoken,2940,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_029505,rw2s0_029505,gutenberg,26410,18,18,36,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_027687,rw2s1_027687,bnc_spoken,440,30,26,56,1,True,1,bnc_spoken,440,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_011174,rw_011174,simple_wiki,59680,20,20,40,1,True,1,simple_wiki,59680,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_031117,rw_031117,gutenberg,36974,12,11,23,1,True,1,gutenberg,36974,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_024247,rw_024247,bnc_spoken,1220,12,13,25,1,True,1,bnc_spoken,1220,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_014311,rw2s0_014311,gutenberg,36054,31,31,62,1,True,1,gutenberg,36054,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_014572,rw2s0_014572,gutenberg,34872,41,33,74,1,True,1,gutenberg,34872,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_003242,rw2s0_003242,gutenberg,29725,37,37,74,1,True,1,gutenberg,29725,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_002677,rw2s1_002677,open_subtitles,39876,18,18,36,1,True,1,open_subtitles,39876,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_015177,rw2s0_015177,childes,20606,20,15,35,1,True,1,childes,20606,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_015835,rw_015835,gutenberg,32352,27,20,47,1,True,1,gutenberg,32352,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_009968,rw2s1_009968,gutenberg,37583,28,24,52,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_009458,rw2s0_009458,open_subtitles,43812,18,19,37,1,True,1,open_subtitles,43812,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_020497,rw2s0_020497,childes,10936,24,18,42,1,True,1,childes,10936,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_009903,rw2s1_009903,gutenberg,35829,35,26,61,1,True,1,gutenberg,35829,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_014014,rw2s1_014014,simple_wiki,56707,34,33,67,1,True,1,simple_wiki,56707,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_018194,rw_018194,simple_wiki,56870,12,18,30,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_041984,rw_041984,childes,15702,21,21,42,1,True,1,childes,15702,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_007262,rw2s1_007262,bnc_spoken,987,37,25,62,1,True,1,bnc_spoken,987,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_002840,rw2s0_002840,childes,14983,18,17,35,1,True,1,childes,14983,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_025387,rw_025387,simple_wiki,55003,14,15,29,1,True,1,simple_wiki,55003,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_008820,rw2s0_008820,bnc_spoken,798,18,18,36,1,True,1,bnc_spoken,798,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_017072,rw2s0_017072,bnc_spoken,234,19,20,39,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_002025,rw2s0_002025,open_subtitles,44289,21,17,38,1,True,1,open_subtitles,44289,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_019186,rw2s1_019186,simple_wiki,57777,19,22,41,1,True,1,simple_wiki,57777,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_020111,rw2s0_020111,gutenberg,26876,33,30,63,1,True,1,gutenberg,26876,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_016451,rw2s1_016451,bnc_spoken,4639,30,34,64,1,True,1,bnc_spoken,4639,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_025140,rw2s1_025140,gutenberg,32996,27,23,50,1,True,1,gutenberg,32996,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_017713,rw2s0_017713,gutenberg,30938,25,28,53,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_027067,rw2s0_027067,simple_wiki,55332,21,26,47,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_027592,rw2s0_027592,simple_wiki,54860,24,23,47,1,True,1,simple_wiki,54860,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_030966,rw2s0_030966,open_subtitles,45188,25,12,37,1,True,1,open_subtitles,45188,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_026251,rw2s0_026251,open_subtitles,49301,28,30,58,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_020448,rw2s1_020448,gutenberg,34134,40,26,66,1,True,1,gutenberg,34134,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_044887,rw_044887,childes,16313,15,19,34,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_014387,rw2s1_014387,simple_wiki,56355,22,19,41,1,True,1,simple_wiki,56355,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_008436,rw2s1_008436,gutenberg,29481,18,14,32,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_004610,rw2s1_004610,open_subtitles,49925,19,20,39,1,True,1,open_subtitles,49925,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_013454,rw2s0_013454,open_subtitles,45495,18,18,36,1,True,1,open_subtitles,45495,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_023001,rw_023001,simple_wiki,53887,14,14,28,1,True,1,simple_wiki,53887,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_020953,rw_020953,childes,8676,12,14,26,1,True,1,childes,8676,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_029240,rw2s0_029240,simple_wiki,59256,20,17,37,1,True,1,simple_wiki,59256,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_018171,rw2s1_018171,gutenberg,34273,23,25,48,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_024245,rw2s1_024245,gutenberg,32970,20,21,41,1,True,1,gutenberg,32970,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_009954,rw2s0_009954,gutenberg,30273,34,28,62,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_035582,rw_035582,open_subtitles,49882,20,21,41,1,True,1,open_subtitles,49882,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw_032115,rw_032115,bnc_spoken,1560,19,14,33,1,True,1,bnc_spoken,1560,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_024587,rw2s1_024587,gutenberg,24912,37,31,68,1,True,1,gutenberg,24912,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_029900,rw2s1_029900,open_subtitles,42027,21,19,40,1,True,1,open_subtitles,42027,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_027998,rw2s0_027998,bnc_spoken,4252,21,23,44,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_020606,rw2s1_020606,open_subtitles,50682,24,25,49,1,True,1,open_subtitles,50682,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_010747,rw2s0_010747,gutenberg,33843,22,25,47,1,True,1,gutenberg,33843,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_006322,rw2s0_006322,gutenberg,26773,27,27,54,1,True,1,gutenberg,26773,True,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_002960,rw2s1_002960,gutenberg,30700,21,27,48,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s0_025313,rw2s0_025313,bnc_spoken,3472,23,22,45,1,True,1,bnc_spoken,3472,False,True,dose21_clean_shard0_minimal_topup
dose25_superset,dose56_rw2s1_029390,rw2s1_029390,gutenberg,33783,19,23,42,0,False,0,,,False,False,dose21_clean_shard0_minimal_topup
