direction,anchor_correct_82,column,subtask,subgroup,fine_group,item_key,pred_id,gold,pred_82,pred_84,pred_alpha075,text_a,text_b
chck84_correct_alpha075_wrong,1,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/9772,wugs_dist_in_between_9772,"A dax is a buffalo. A blicket is a platypus. Therefore, a dax has whiskers.","A dax is a buffalo. A blicket is a platypus. Therefore, a dax has whiskers.","A dax is a buffalo. A blicket is a platypus. Therefore, a dax has whiskers.","A dax is a buffalo. A blicket is a platypus. Therefore, a blicket has whiskers.","A dax is a buffalo. A blicket is a platypus. Therefore, a dax","A dax is a buffalo. A blicket is a platypus. Therefore, a blicket"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/9779,wugs_dist_in_between_9779,"A fep is a rabbit. A blicket is a spoon. Therefore, a fep has whiskers.","A fep is a rabbit. A blicket is a spoon. Therefore, a blicket has whiskers.","A fep is a rabbit. A blicket is a spoon. Therefore, a fep has whiskers.","A fep is a rabbit. A blicket is a spoon. Therefore, a blicket has whiskers.","A fep is a rabbit. A blicket is a spoon. Therefore, a fep","A fep is a rabbit. A blicket is a spoon. Therefore, a blicket"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/9780,wugs_dist_in_between_9780,"A blicket is an elephant. A wug is a platypus. Therefore, a blicket has whiskers.","A blicket is an elephant. A wug is a platypus. Therefore, a blicket has whiskers.","A blicket is an elephant. A wug is a platypus. Therefore, a wug has whiskers.","A blicket is an elephant. A wug is a platypus. Therefore, a blicket has whiskers.","A blicket is an elephant. A wug is a platypus. Therefore, a blicket","A blicket is an elephant. A wug is a platypus. Therefore, a wug"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9790,wugs_dist_in_between_9790,"A fep is a goat. A blicket is cheese. Therefore, a fep has whiskers.","A fep is a goat. A blicket is cheese. Therefore, a blicket has whiskers.","A fep is a goat. A blicket is cheese. Therefore, a fep has whiskers.","A fep is a goat. A blicket is cheese. Therefore, a blicket has whiskers.","A fep is a goat. A blicket is cheese. Therefore, a fep","A fep is a goat. A blicket is cheese. Therefore, a blicket"
alpha075_correct_chck84_wrong,0,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9794,wugs_dist_in_between_9794,"A fep is a fox. A dax is a hawk. Therefore, a fep has whiskers.","A fep is a fox. A dax is a hawk. Therefore, a dax has whiskers.","A fep is a fox. A dax is a hawk. Therefore, a dax has whiskers.","A fep is a fox. A dax is a hawk. Therefore, a fep has whiskers.","A fep is a fox. A dax is a hawk. Therefore, a fep","A fep is a fox. A dax is a hawk. Therefore, a dax"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/9803,wugs_dist_in_between_9803,"A dax is an eel. A fep is a crab. Therefore, a dax has white meat.","A dax is an eel. A fep is a crab. Therefore, a dax has white meat.","A dax is an eel. A fep is a crab. Therefore, a fep has white meat.","A dax is an eel. A fep is a crab. Therefore, a dax has white meat.","A dax is an eel. A fep is a crab. Therefore, a dax","A dax is an eel. A fep is a crab. Therefore, a fep"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/9828,wugs_dist_in_between_9828,"A wug is a locust. A blicket is a flea. Therefore, a wug has wings.","A wug is a locust. A blicket is a flea. Therefore, a wug has wings.","A wug is a locust. A blicket is a flea. Therefore, a blicket has wings.","A wug is a locust. A blicket is a flea. Therefore, a wug has wings.","A wug is a locust. A blicket is a flea. Therefore, a wug","A wug is a locust. A blicket is a flea. Therefore, a blicket"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/9861,wugs_dist_in_between_9861,"A wug is a turtle. A blicket is a flounder. Therefore, a wug has wrinkled skin.","A wug is a turtle. A blicket is a flounder. Therefore, a blicket has wrinkled skin.","A wug is a turtle. A blicket is a flounder. Therefore, a wug has wrinkled skin.","A wug is a turtle. A blicket is a flounder. Therefore, a blicket has wrinkled skin.","A wug is a turtle. A blicket is a flounder. Therefore, a wug","A wug is a turtle. A blicket is a flounder. Therefore, a blicket"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9890,wugs_dist_in_between_9890,"A blicket is a hedgehog. A wug is a hamster. Therefore, a blicket hides in leaf piles.","A blicket is a hedgehog. A wug is a hamster. Therefore, a blicket hides in leaf piles.","A blicket is a hedgehog. A wug is a hamster. Therefore, a wug hides in leaf piles.","A blicket is a hedgehog. A wug is a hamster. Therefore, a blicket hides in leaf piles.","A blicket is a hedgehog. A wug is a hamster. Therefore, a blicket","A blicket is a hedgehog. A wug is a hamster. Therefore, a wug"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/9895,wugs_dist_in_between_9895,"A dax is a wolf. A blicket is a pansy. Therefore, a dax howls at night.","A dax is a wolf. A blicket is a pansy. Therefore, a blicket howls at night.","A dax is a wolf. A blicket is a pansy. Therefore, a dax howls at night.","A dax is a wolf. A blicket is a pansy. Therefore, a blicket howls at night.","A dax is a wolf. A blicket is a pansy. Therefore, a dax","A dax is a wolf. A blicket is a pansy. Therefore, a blicket"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9906,wugs_dist_in_between_9906,"A fep is a lion. A wug is an elephant. Therefore, a fep hunts gazelles and antelopes.","A fep is a lion. A wug is an elephant. Therefore, a fep hunts gazelles and antelopes.","A fep is a lion. A wug is an elephant. Therefore, a wug hunts gazelles and antelopes.","A fep is a lion. A wug is an elephant. Therefore, a fep hunts gazelles and antelopes.","A fep is a lion. A wug is an elephant. Therefore, a fep","A fep is a lion. A wug is an elephant. Therefore, a wug"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/9911,wugs_dist_in_between_9911,"A fep is a cheetah. A blicket is an owl. Therefore, a fep hunts gazelles and antelopes.","A fep is a cheetah. A blicket is an owl. Therefore, a blicket hunts gazelles and antelopes.","A fep is a cheetah. A blicket is an owl. Therefore, a fep hunts gazelles and antelopes.","A fep is a cheetah. A blicket is an owl. Therefore, a blicket hunts gazelles and antelopes.","A fep is a cheetah. A blicket is an owl. Therefore, a fep","A fep is a cheetah. A blicket is an owl. Therefore, a blicket"
chck84_correct_alpha075_wrong,1,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/9917,wugs_dist_in_between_9917,"A wug is a hawk. A dax is a falcon. Therefore, a wug hunts in packs.","A wug is a hawk. A dax is a falcon. Therefore, a wug hunts in packs.","A wug is a hawk. A dax is a falcon. Therefore, a wug hunts in packs.","A wug is a hawk. A dax is a falcon. Therefore, a dax hunts in packs.","A wug is a hawk. A dax is a falcon. Therefore, a wug","A wug is a hawk. A dax is a falcon. Therefore, a dax"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/9924,wugs_dist_in_between_9924,"A blicket is a hyena. A wug is a dog. Therefore, a blicket hunts in packs.","A blicket is a hyena. A wug is a dog. Therefore, a blicket hunts in packs.","A blicket is a hyena. A wug is a dog. Therefore, a wug hunts in packs.","A blicket is a hyena. A wug is a dog. Therefore, a blicket hunts in packs.","A blicket is a hyena. A wug is a dog. Therefore, a blicket","A blicket is a hyena. A wug is a dog. Therefore, a wug"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/993,wugs_dist_in_between_993,"A fep is a duck. A dax is a seagull. Therefore, a fep can be found on ponds.","A fep is a duck. A dax is a seagull. Therefore, a fep can be found on ponds.","A fep is a duck. A dax is a seagull. Therefore, a dax can be found on ponds.","A fep is a duck. A dax is a seagull. Therefore, a fep can be found on ponds.","A fep is a duck. A dax is a seagull. Therefore, a fep","A fep is a duck. A dax is a seagull. Therefore, a dax"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9934,wugs_dist_in_between_9934,"A wug is a shark. A blicket is a whale. Therefore, a wug hunts seals.","A wug is a shark. A blicket is a whale. Therefore, a blicket hunts seals.","A wug is a shark. A blicket is a whale. Therefore, a wug hunts seals.","A wug is a shark. A blicket is a whale. Therefore, a blicket hunts seals.","A wug is a shark. A blicket is a whale. Therefore, a wug","A wug is a shark. A blicket is a whale. Therefore, a blicket"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/9955,wugs_dist_in_between_9955,"A fep is a hornet. A dax is a spear. Therefore, a fep is a big wasp.","A fep is a hornet. A dax is a spear. Therefore, a fep is a big wasp.","A fep is a hornet. A dax is a spear. Therefore, a dax is a big wasp.","A fep is a hornet. A dax is a spear. Therefore, a fep is a big wasp.","A fep is a hornet. A dax is a spear. Therefore, a fep","A fep is a hornet. A dax is a spear. Therefore, a dax"
alpha075_correct_chck84_wrong,1,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/9974,wugs_dist_in_between_9974,"A dax is a peacock. A blicket is a dragonfly. Therefore, a dax is a bird.","A dax is a peacock. A blicket is a dragonfly. Therefore, a dax is a bird.","A dax is a peacock. A blicket is a dragonfly. Therefore, a blicket is a bird.","A dax is a peacock. A blicket is a dragonfly. Therefore, a dax is a bird.","A dax is a peacock. A blicket is a dragonfly. Therefore, a dax","A dax is a peacock. A blicket is a dragonfly. Therefore, a blicket"
chck84_correct_alpha075_wrong,0,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/999,wugs_dist_in_between_999,"A dax is a frog. A wug is a sycamore tree. Therefore, a dax can be found on ponds.","A dax is a frog. A wug is a sycamore tree. Therefore, a wug can be found on ponds.","A dax is a frog. A wug is a sycamore tree. Therefore, a dax can be found on ponds.","A dax is a frog. A wug is a sycamore tree. Therefore, a wug can be found on ponds.","A dax is a frog. A wug is a sycamore tree. Therefore, a dax","A dax is a frog. A wug is a sycamore tree. Therefore, a wug"
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1030,agent-properties_1030,Jesse wants the truck more than the box. Jesse makes more effort to get the truck than to get the box.,Jesse wants the truck less than the box. Jesse makes more effort to get the truck than to get the box.,Jesse wants the truck more than the box. Jesse makes more effort to get the truck than to get the box.,Jesse wants the truck less than the box. Jesse makes more effort to get the truck than to get the box.,Jesse wants the truck more than the box.,Jesse wants the truck less than the box.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1032,agent-properties_1032,Li hates Maria less than Fatima. Li makes less effort to interact with Fatima than with Maria.,Li hates Maria more than Fatima. Li makes less effort to interact with Fatima than with Maria.,Li hates Maria less than Fatima. Li makes less effort to interact with Fatima than with Maria.,Li hates Maria more than Fatima. Li makes less effort to interact with Fatima than with Maria.,Li hates Maria less than Fatima.,Li hates Maria more than Fatima.
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/105,agent-properties_105,Carmen successfully lied to Mohammed that the volleyball was moved from the gallery. Mohammed doubts that the volleyball is in the gallery.,Mohammed successfully lied to Carmen that the volleyball was moved from the gallery. Mohammed doubts that the volleyball is in the gallery.,Mohammed successfully lied to Carmen that the volleyball was moved from the gallery. Mohammed doubts that the volleyball is in the gallery.,Carmen successfully lied to Mohammed that the volleyball was moved from the gallery. Mohammed doubts that the volleyball is in the gallery.,Carmen successfully lied to Mohammed that the volleyball was moved from the gallery.,Mohammed successfully lied to Carmen that the volleyball was moved from the gallery.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1081,agent-properties_1081,Mohammed hates playing chess more than playing soccer. Mohammed makes less effort to play chess than to play soccer.,Mohammed hates playing chess more than playing soccer. Mohammed makes less effort to play chess than to play soccer.,Mohammed hates playing chess less than playing soccer. Mohammed makes less effort to play chess than to play soccer.,Mohammed hates playing chess more than playing soccer. Mohammed makes less effort to play chess than to play soccer.,Mohammed hates playing chess more than playing soccer.,Mohammed hates playing chess less than playing soccer.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1112,agent-properties_1112,Mohammed likes Carmen more than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed likes Carmen more than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed likes Carmen more than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed likes Carmen less than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed likes Carmen more than Li.,Mohammed likes Carmen less than Li.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1118,agent-properties_1118,Mohammed wants the volleyball more than the bus. Mohammed makes more effort to get the volleyball than to get the bus.,Mohammed wants the volleyball more than the bus. Mohammed makes more effort to get the volleyball than to get the bus.,Mohammed wants the volleyball more than the bus. Mohammed makes more effort to get the volleyball than to get the bus.,Mohammed wants the volleyball less than the bus. Mohammed makes more effort to get the volleyball than to get the bus.,Mohammed wants the volleyball more than the bus.,Mohammed wants the volleyball less than the bus.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/1119,agent-properties_1119,Mohammed wants the volleyball less than the bus. Mohammed makes more effort to get the bus than to get the volleyball.,Mohammed wants the volleyball less than the bus. Mohammed makes more effort to get the bus than to get the volleyball.,Mohammed wants the volleyball more than the bus. Mohammed makes more effort to get the bus than to get the volleyball.,Mohammed wants the volleyball less than the bus. Mohammed makes more effort to get the bus than to get the volleyball.,Mohammed wants the volleyball less than the bus.,Mohammed wants the volleyball more than the bus.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,direct|negation|concept swap,EWoK/agent-properties/112,agent-properties_112,Chao knows that the wheel is in the shop. Chao believes that the wheel is in the shop.,Chao knows that the wheel is in the shop. Chao believes that the wheel is in the shop.,Chao knows that the wheel is in the shop. Chao believes that the wheel is in the shop.,Chao knows that the wheel is not in the shop. Chao believes that the wheel is in the shop.,Chao knows that the wheel is in the shop.,Chao knows that the wheel is not in the shop.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1174,agent-properties_1174,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck.,Chao hates the truck less than the wheel.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1204,agent-properties_1204,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel.,Chao wants the wheel less than the truck.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1254,agent-properties_1254,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima.,Li hates Fatima less than Maria.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1255,agent-properties_1255,Li hates Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria.,Li hates Maria less than Fatima.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1260,agent-properties_1260,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the cooler more than the car. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler.,Li hates the cooler more than the car.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1275,agent-properties_1275,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing basketball than on playing dominoes. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball.,Li is less intent on playing basketball than on playing dominoes.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1288,agent-properties_1288,Li likes Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria.,Li likes Maria less than Fatima.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1289,agent-properties_1289,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima.,Li likes Fatima less than Maria.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1307,agent-properties_1307,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed hates the bus less than the volleyball.,Mohammed hates the volleyball less than the bus.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|concept swap,EWoK/agent-properties/1337,agent-properties_1337,Mohammed wants the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the volleyball less than the bus. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the bus less than the volleyball. Mohammed makes less effort to get the volleyball than to get the bus.,Mohammed wants the volleyball less than the bus.,Mohammed wants the bus less than the volleyball.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/141,agent-properties_141,Ali needs to see either Wei or Jesse. Wei charges more than Jesse. Ali chooses Jesse over Wei.,Ali needs to see either Wei or Jesse. Wei charges more than Jesse. Ali chooses Jesse over Wei.,Ali needs to see either Wei or Jesse. Wei charges more than Jesse. Ali chooses Jesse over Wei.,Ali needs to see either Wei or Jesse. Wei charges less than Jesse. Ali chooses Jesse over Wei.,Ali needs to see either Wei or Jesse. Wei charges more than Jesse.,Ali needs to see either Wei or Jesse. Wei charges less than Jesse.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1450,agent-properties_1450,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao hates the wheel less than the truck.,Chao hates the truck less than the wheel.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1500,agent-properties_1500,Chao likes Ali less than Yan. Chao makes less effort to interact with Ali than with Yan.,Chao likes Ali less than Yan. Chao makes less effort to interact with Ali than with Yan.,Chao likes Yan less than Ali. Chao makes less effort to interact with Ali than with Yan.,Chao likes Ali less than Yan. Chao makes less effort to interact with Ali than with Yan.,Chao likes Ali less than Yan.,Chao likes Yan less than Ali.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1507,agent-properties_1507,Chao likes Ali more than Yan. Chao makes more effort to interact with Ali than with Yan.,Chao likes Ali more than Yan. Chao makes more effort to interact with Ali than with Yan.,Chao likes Yan more than Ali. Chao makes more effort to interact with Ali than with Yan.,Chao likes Ali more than Yan. Chao makes more effort to interact with Ali than with Yan.,Chao likes Ali more than Yan.,Chao likes Yan more than Ali.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1510,agent-properties_1510,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel. Chao makes more effort to get the wheel than to get the truck.,Chao wants the wheel less than the truck. Chao makes more effort to get the wheel than to get the truck.,Chao wants the truck less than the wheel.,Chao wants the wheel less than the truck.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/155,agent-properties_155,Chao hates Yan more than Ali. Chao chooses Ali over Yan.,Chao hates Yan more than Ali. Chao chooses Ali over Yan.,Chao hates Yan less than Ali. Chao chooses Ali over Yan.,Chao hates Yan more than Ali. Chao chooses Ali over Yan.,Chao hates Yan more than Ali.,Chao hates Yan less than Ali.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1596,agent-properties_1596,Jesse wants the box less than the truck. Jesse makes less effort to get the box than to get the truck.,Jesse wants the box less than the truck. Jesse makes less effort to get the box than to get the truck.,Jesse wants the truck less than the box. Jesse makes less effort to get the box than to get the truck.,Jesse wants the box less than the truck. Jesse makes less effort to get the box than to get the truck.,Jesse wants the box less than the truck.,Jesse wants the truck less than the box.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1609,agent-properties_1609,Li hates Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria.,Li hates Maria less than Fatima.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1610,agent-properties_1610,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li hates Maria less than Fatima.,Li hates Fatima less than Maria.
alpha075_correct_chck84_wrong,0,EWoK,agent-properties,agent-properties,indirect|antonym|variable swap,EWoK/agent-properties/162,agent-properties_162,Chao needs to see either Yan or Ali. Yan charges less than Ali. Chao chooses Yan over Ali.,Chao needs to see either Yan or Ali. Yan charges more than Ali. Chao chooses Yan over Ali.,Chao needs to see either Yan or Ali. Yan charges more than Ali. Chao chooses Yan over Ali.,Chao needs to see either Yan or Ali. Yan charges less than Ali. Chao chooses Yan over Ali.,Chao needs to see either Yan or Ali. Yan charges less than Ali.,Chao needs to see either Yan or Ali. Yan charges more than Ali.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1622,agent-properties_1622,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the cooler more than the car. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler. Li makes more effort to get the cooler than to get the car.,Li hates the car more than the cooler.,Li hates the cooler more than the car.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1649,agent-properties_1649,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing basketball than on playing dominoes. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball. Li makes less effort to play dominoes than to play basketball.,Li is less intent on playing dominoes than on playing basketball.,Li is less intent on playing basketball than on playing dominoes.
alpha075_correct_chck84_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1677,agent-properties_1677,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes less effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima.,Li likes Fatima less than Maria.
chck84_correct_alpha075_wrong,0,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1678,agent-properties_1678,Li likes Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria. Li makes more effort to interact with Maria than with Fatima.,Li likes Maria less than Fatima. Li makes more effort to interact with Maria than with Fatima.,Li likes Fatima less than Maria.,Li likes Maria less than Fatima.
chck84_correct_alpha075_wrong,1,EWoK,agent-properties,agent-properties,indirect|variable swap|variable swap,EWoK/agent-properties/1692,agent-properties_1692,Mohammed hates Carmen less than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed hates Carmen less than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed hates Carmen less than Li. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed hates Li less than Carmen. Mohammed makes less effort to interact with Li than with Carmen.,Mohammed hates Carmen less than Li.,Mohammed hates Li less than Carmen.
