direction,column,subtask,subgroup,fine_group,item_key,pred_id,correct_82,correct_84,correct_100,gold,pred_82,pred_84,pred_100,text_a,text_b
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10449,wugs_dist_in_between_10449,1,1,0,"A blicket is an oyster. A dax is a snail. Therefore, a blicket is a marine animal.","A blicket is an oyster. A dax is a snail. Therefore, a blicket is a marine animal.","A blicket is an oyster. A dax is a snail. Therefore, a blicket is a marine animal.","A blicket is an oyster. A dax is a snail. Therefore, a dax is a marine animal.","A blicket is an oyster. A dax is a snail. Therefore, a blicket","A blicket is an oyster. A dax is a snail. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10451,wugs_dist_in_between_10451,1,0,0,"A blicket is an oyster. A fep is a sheep. Therefore, a blicket is a marine animal.","A blicket is an oyster. A fep is a sheep. Therefore, a blicket is a marine animal.","A blicket is an oyster. A fep is a sheep. Therefore, a fep is a marine animal.","A blicket is an oyster. A fep is a sheep. Therefore, a fep is a marine animal.","A blicket is an oyster. A fep is a sheep. Therefore, a blicket","A blicket is an oyster. A fep is a sheep. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10452,wugs_dist_in_between_10452,1,1,0,"A blicket is a squid. A fep is a slug. Therefore, a blicket is a marine animal.","A blicket is a squid. A fep is a slug. Therefore, a blicket is a marine animal.","A blicket is a squid. A fep is a slug. Therefore, a blicket is a marine animal.","A blicket is a squid. A fep is a slug. Therefore, a fep is a marine animal.","A blicket is a squid. A fep is a slug. Therefore, a blicket","A blicket is a squid. A fep is a slug. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10453,wugs_dist_in_between_10453,0,1,1,"A wug is a squid. A blicket is a worm. Therefore, a wug is a marine animal.","A wug is a squid. A blicket is a worm. Therefore, a blicket is a marine animal.","A wug is a squid. A blicket is a worm. Therefore, a wug is a marine animal.","A wug is a squid. A blicket is a worm. Therefore, a wug is a marine animal.","A wug is a squid. A blicket is a worm. Therefore, a wug","A wug is a squid. A blicket is a worm. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10462,wugs_dist_in_between_10462,0,1,1,"A wug is an octopus. A fep is a frog. Therefore, a wug is a marine animal.","A wug is an octopus. A fep is a frog. Therefore, a fep is a marine animal.","A wug is an octopus. A fep is a frog. Therefore, a wug is a marine animal.","A wug is an octopus. A fep is a frog. Therefore, a wug is a marine animal.","A wug is an octopus. A fep is a frog. Therefore, a wug","A wug is an octopus. A fep is a frog. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10467,wugs_dist_in_between_10467,0,1,0,"A wug is a kangaroo. A fep is a heron. Therefore, a wug is a marsupial.","A wug is a kangaroo. A fep is a heron. Therefore, a fep is a marsupial.","A wug is a kangaroo. A fep is a heron. Therefore, a wug is a marsupial.","A wug is a kangaroo. A fep is a heron. Therefore, a fep is a marsupial.","A wug is a kangaroo. A fep is a heron. Therefore, a wug","A wug is a kangaroo. A fep is a heron. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10470,wugs_dist_in_between_10470,1,1,0,"A wug is a goldfish. A dax is a hamster. Therefore, a wug is a member of the carp family.","A wug is a goldfish. A dax is a hamster. Therefore, a wug is a member of the carp family.","A wug is a goldfish. A dax is a hamster. Therefore, a wug is a member of the carp family.","A wug is a goldfish. A dax is a hamster. Therefore, a dax is a member of the carp family.","A wug is a goldfish. A dax is a hamster. Therefore, a wug","A wug is a goldfish. A dax is a hamster. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10479,wugs_dist_in_between_10479,0,0,1,"A dax is a snail. A blicket is a belt. Therefore, a dax is a mollusc.","A dax is a snail. A blicket is a belt. Therefore, a blicket is a mollusc.","A dax is a snail. A blicket is a belt. Therefore, a blicket is a mollusc.","A dax is a snail. A blicket is a belt. Therefore, a dax is a mollusc.","A dax is a snail. A blicket is a belt. Therefore, a dax","A dax is a snail. A blicket is a belt. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10483,wugs_dist_in_between_10483,1,0,1,"A fep is a mussel. A blicket is a harmonica. Therefore, a fep is a mollusc.","A fep is a mussel. A blicket is a harmonica. Therefore, a fep is a mollusc.","A fep is a mussel. A blicket is a harmonica. Therefore, a blicket is a mollusc.","A fep is a mussel. A blicket is a harmonica. Therefore, a fep is a mollusc.","A fep is a mussel. A blicket is a harmonica. Therefore, a fep","A fep is a mussel. A blicket is a harmonica. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10489,wugs_dist_in_between_10489,1,0,0,"A fep is an octopus. A wug is a prawn. Therefore, a fep is a mollusc.","A fep is an octopus. A wug is a prawn. Therefore, a fep is a mollusc.","A fep is an octopus. A wug is a prawn. Therefore, a wug is a mollusc.","A fep is an octopus. A wug is a prawn. Therefore, a wug is a mollusc.","A fep is an octopus. A wug is a prawn. Therefore, a fep","A fep is an octopus. A wug is a prawn. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10490,wugs_dist_in_between_10490,1,1,0,"A blicket is an octopus. A dax is a jellyfish. Therefore, a blicket is a mollusc.","A blicket is an octopus. A dax is a jellyfish. Therefore, a blicket is a mollusc.","A blicket is an octopus. A dax is a jellyfish. Therefore, a blicket is a mollusc.","A blicket is an octopus. A dax is a jellyfish. Therefore, a dax is a mollusc.","A blicket is an octopus. A dax is a jellyfish. Therefore, a blicket","A blicket is an octopus. A dax is a jellyfish. Therefore, a dax"
loss_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10492,wugs_dist_in_between_10492,1,0,0,"A fep is an oyster. A dax is a worm. Therefore, a fep is a mollusc.","A fep is an oyster. A dax is a worm. Therefore, a fep is a mollusc.","A fep is an oyster. A dax is a worm. Therefore, a dax is a mollusc.","A fep is an oyster. A dax is a worm. Therefore, a dax is a mollusc.","A fep is an oyster. A dax is a worm. Therefore, a fep","A fep is an oyster. A dax is a worm. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10495,wugs_dist_in_between_10495,0,1,0,"A dax is an oyster. A fep is a grenade. Therefore, a dax is a mollusc.","A dax is an oyster. A fep is a grenade. Therefore, a fep is a mollusc.","A dax is an oyster. A fep is a grenade. Therefore, a dax is a mollusc.","A dax is an oyster. A fep is a grenade. Therefore, a fep is a mollusc.","A dax is an oyster. A fep is a grenade. Therefore, a dax","A dax is an oyster. A fep is a grenade. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10504,wugs_dist_in_between_10504,1,1,0,"A blicket is a mosquito. A wug is a housefly. Therefore, a blicket is a parasite.","A blicket is a mosquito. A wug is a housefly. Therefore, a blicket is a parasite.","A blicket is a mosquito. A wug is a housefly. Therefore, a blicket is a parasite.","A blicket is a mosquito. A wug is a housefly. Therefore, a wug is a parasite.","A blicket is a mosquito. A wug is a housefly. Therefore, a blicket","A blicket is a mosquito. A wug is a housefly. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10506,wugs_dist_in_between_10506,0,1,0,"A fep is a mosquito. A wug is a stick insect. Therefore, a fep is a parasite.","A fep is a mosquito. A wug is a stick insect. Therefore, a wug is a parasite.","A fep is a mosquito. A wug is a stick insect. Therefore, a fep is a parasite.","A fep is a mosquito. A wug is a stick insect. Therefore, a wug is a parasite.","A fep is a mosquito. A wug is a stick insect. Therefore, a fep","A fep is a mosquito. A wug is a stick insect. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10510,wugs_dist_in_between_10510,0,1,1,"A wug is a flea. A fep is a stick insect. Therefore, a wug is a parasite.","A wug is a flea. A fep is a stick insect. Therefore, a fep is a parasite.","A wug is a flea. A fep is a stick insect. Therefore, a wug is a parasite.","A wug is a flea. A fep is a stick insect. Therefore, a wug is a parasite.","A wug is a flea. A fep is a stick insect. Therefore, a wug","A wug is a flea. A fep is a stick insect. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10523,wugs_dist_in_between_10523,1,1,0,"A dax is a termite. A fep is a goose. Therefore, a dax is a pest.","A dax is a termite. A fep is a goose. Therefore, a dax is a pest.","A dax is a termite. A fep is a goose. Therefore, a dax is a pest.","A dax is a termite. A fep is a goose. Therefore, a fep is a pest.","A dax is a termite. A fep is a goose. Therefore, a dax","A dax is a termite. A fep is a goose. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1054,wugs_dist_in_between_1054,0,0,1,"A wug is a woodpecker. A dax is a wasp. Therefore, a wug can be found on trees.","A wug is a woodpecker. A dax is a wasp. Therefore, a dax can be found on trees.","A wug is a woodpecker. A dax is a wasp. Therefore, a dax can be found on trees.","A wug is a woodpecker. A dax is a wasp. Therefore, a wug can be found on trees.","A wug is a woodpecker. A dax is a wasp. Therefore, a wug","A wug is a woodpecker. A dax is a wasp. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10548,wugs_dist_in_between_10548,0,1,1,"A dax is a seagull. A fep is a pelican. Therefore, a dax is a pest.","A dax is a seagull. A fep is a pelican. Therefore, a fep is a pest.","A dax is a seagull. A fep is a pelican. Therefore, a dax is a pest.","A dax is a seagull. A fep is a pelican. Therefore, a dax is a pest.","A dax is a seagull. A fep is a pelican. Therefore, a dax","A dax is a seagull. A fep is a pelican. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10559,wugs_dist_in_between_10559,1,1,0,"A blicket is a snail. A fep is a hose. Therefore, a blicket is a pest.","A blicket is a snail. A fep is a hose. Therefore, a blicket is a pest.","A blicket is a snail. A fep is a hose. Therefore, a blicket is a pest.","A blicket is a snail. A fep is a hose. Therefore, a fep is a pest.","A blicket is a snail. A fep is a hose. Therefore, a blicket","A blicket is a snail. A fep is a hose. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10561,wugs_dist_in_between_10561,1,1,0,"A blicket is a goldfish. A wug is a flounder. Therefore, a blicket is a popular pet.","A blicket is a goldfish. A wug is a flounder. Therefore, a blicket is a popular pet.","A blicket is a goldfish. A wug is a flounder. Therefore, a blicket is a popular pet.","A blicket is a goldfish. A wug is a flounder. Therefore, a wug is a popular pet.","A blicket is a goldfish. A wug is a flounder. Therefore, a blicket","A blicket is a goldfish. A wug is a flounder. Therefore, a wug"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10563,wugs_dist_in_between_10563,1,1,0,"A dax is a goldfish. A fep is a grater. Therefore, a dax is a popular pet.","A dax is a goldfish. A fep is a grater. Therefore, a dax is a popular pet.","A dax is a goldfish. A fep is a grater. Therefore, a dax is a popular pet.","A dax is a goldfish. A fep is a grater. Therefore, a fep is a popular pet.","A dax is a goldfish. A fep is a grater. Therefore, a dax","A dax is a goldfish. A fep is a grater. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10573,wugs_dist_in_between_10573,0,0,1,"A wug is a hamster. A dax is a gerbil. Therefore, a wug is a popular pet.","A wug is a hamster. A dax is a gerbil. Therefore, a dax is a popular pet.","A wug is a hamster. A dax is a gerbil. Therefore, a dax is a popular pet.","A wug is a hamster. A dax is a gerbil. Therefore, a wug is a popular pet.","A wug is a hamster. A dax is a gerbil. Therefore, a wug","A wug is a hamster. A dax is a gerbil. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10575,wugs_dist_in_between_10575,0,0,1,"A wug is a hamster. A blicket is an armor. Therefore, a wug is a popular pet.","A wug is a hamster. A blicket is an armor. Therefore, a blicket is a popular pet.","A wug is a hamster. A blicket is an armor. Therefore, a blicket is a popular pet.","A wug is a hamster. A blicket is an armor. Therefore, a wug is a popular pet.","A wug is a hamster. A blicket is an armor. Therefore, a wug","A wug is a hamster. A blicket is an armor. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10582,wugs_dist_in_between_10582,1,0,1,"A dax is a dog. A blicket is a horse. Therefore, a dax is a popular pet.","A dax is a dog. A blicket is a horse. Therefore, a dax is a popular pet.","A dax is a dog. A blicket is a horse. Therefore, a blicket is a popular pet.","A dax is a dog. A blicket is a horse. Therefore, a dax is a popular pet.","A dax is a dog. A blicket is a horse. Therefore, a dax","A dax is a dog. A blicket is a horse. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10585,wugs_dist_in_between_10585,1,1,0,"A fep is a turkey. A dax is a partridge. Therefore, a fep is a poultry bird.","A fep is a turkey. A dax is a partridge. Therefore, a fep is a poultry bird.","A fep is a turkey. A dax is a partridge. Therefore, a fep is a poultry bird.","A fep is a turkey. A dax is a partridge. Therefore, a dax is a poultry bird.","A fep is a turkey. A dax is a partridge. Therefore, a fep","A fep is a turkey. A dax is a partridge. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10596,wugs_dist_in_between_10596,0,0,1,"A dax is a goose. A wug is a swan. Therefore, a dax is a poultry bird.","A dax is a goose. A wug is a swan. Therefore, a wug is a poultry bird.","A dax is a goose. A wug is a swan. Therefore, a wug is a poultry bird.","A dax is a goose. A wug is a swan. Therefore, a dax is a poultry bird.","A dax is a goose. A wug is a swan. Therefore, a dax","A dax is a goose. A wug is a swan. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10597,wugs_dist_in_between_10597,0,1,0,"A fep is a goose. A dax is a heron. Therefore, a fep is a poultry bird.","A fep is a goose. A dax is a heron. Therefore, a dax is a poultry bird.","A fep is a goose. A dax is a heron. Therefore, a fep is a poultry bird.","A fep is a goose. A dax is a heron. Therefore, a dax is a poultry bird.","A fep is a goose. A dax is a heron. Therefore, a fep","A fep is a goose. A dax is a heron. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10599,wugs_dist_in_between_10599,0,1,1,"A dax is a goose. A blicket is a raft. Therefore, a dax is a poultry bird.","A dax is a goose. A blicket is a raft. Therefore, a blicket is a poultry bird.","A dax is a goose. A blicket is a raft. Therefore, a dax is a poultry bird.","A dax is a goose. A blicket is a raft. Therefore, a dax is a poultry bird.","A dax is a goose. A blicket is a raft. Therefore, a dax","A dax is a goose. A blicket is a raft. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10603,wugs_dist_in_between_10603,0,1,0,"A dax is a chicken. A fep is ice cream. Therefore, a dax is a poultry bird.","A dax is a chicken. A fep is ice cream. Therefore, a fep is a poultry bird.","A dax is a chicken. A fep is ice cream. Therefore, a dax is a poultry bird.","A dax is a chicken. A fep is ice cream. Therefore, a fep is a poultry bird.","A dax is a chicken. A fep is ice cream. Therefore, a dax","A dax is a chicken. A fep is ice cream. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10604,wugs_dist_in_between_10604,0,0,1,"A wug is a shrimp. A dax is a crab. Therefore, a wug is a prawn.","A wug is a shrimp. A dax is a crab. Therefore, a dax is a prawn.","A wug is a shrimp. A dax is a crab. Therefore, a dax is a prawn.","A wug is a shrimp. A dax is a crab. Therefore, a wug is a prawn.","A wug is a shrimp. A dax is a crab. Therefore, a wug","A wug is a shrimp. A dax is a crab. Therefore, a dax"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10606,wugs_dist_in_between_10606,1,1,0,"A blicket is a shrimp. A dax is a lobster. Therefore, a blicket is a prawn.","A blicket is a shrimp. A dax is a lobster. Therefore, a blicket is a prawn.","A blicket is a shrimp. A dax is a lobster. Therefore, a blicket is a prawn.","A blicket is a shrimp. A dax is a lobster. Therefore, a dax is a prawn.","A blicket is a shrimp. A dax is a lobster. Therefore, a blicket","A blicket is a shrimp. A dax is a lobster. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10613,wugs_dist_in_between_10613,0,1,0,"A blicket is a panther. A dax is a bear. Therefore, a blicket is a predator.","A blicket is a panther. A dax is a bear. Therefore, a dax is a predator.","A blicket is a panther. A dax is a bear. Therefore, a blicket is a predator.","A blicket is a panther. A dax is a bear. Therefore, a dax is a predator.","A blicket is a panther. A dax is a bear. Therefore, a blicket","A blicket is a panther. A dax is a bear. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10618,wugs_dist_in_between_10618,0,1,1,"A blicket is a falcon. A fep is a pelican. Therefore, a blicket is a predator.","A blicket is a falcon. A fep is a pelican. Therefore, a fep is a predator.","A blicket is a falcon. A fep is a pelican. Therefore, a blicket is a predator.","A blicket is a falcon. A fep is a pelican. Therefore, a blicket is a predator.","A blicket is a falcon. A fep is a pelican. Therefore, a blicket","A blicket is a falcon. A fep is a pelican. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1062,wugs_dist_in_between_1062,1,0,0,"A dax is an ant. A fep is a wasp. Therefore, a dax can be found underground.","A dax is an ant. A fep is a wasp. Therefore, a dax can be found underground.","A dax is an ant. A fep is a wasp. Therefore, a fep can be found underground.","A dax is an ant. A fep is a wasp. Therefore, a fep can be found underground.","A dax is an ant. A fep is a wasp. Therefore, a dax","A dax is an ant. A fep is a wasp. Therefore, a fep"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10638,wugs_dist_in_between_10638,1,1,0,"A wug is a leopard. A dax is a zebra. Therefore, a wug is a predator.","A wug is a leopard. A dax is a zebra. Therefore, a wug is a predator.","A wug is a leopard. A dax is a zebra. Therefore, a wug is a predator.","A wug is a leopard. A dax is a zebra. Therefore, a dax is a predator.","A wug is a leopard. A dax is a zebra. Therefore, a wug","A wug is a leopard. A dax is a zebra. Therefore, a dax"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/1064,wugs_dist_in_between_1064,0,0,1,"A fep is an eel. A blicket is a frog. Therefore, a fep can be found underwater.","A fep is an eel. A blicket is a frog. Therefore, a blicket can be found underwater.","A fep is an eel. A blicket is a frog. Therefore, a blicket can be found underwater.","A fep is an eel. A blicket is a frog. Therefore, a fep can be found underwater.","A fep is an eel. A blicket is a frog. Therefore, a fep","A fep is an eel. A blicket is a frog. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10646,wugs_dist_in_between_10646,0,1,0,"A blicket is a rattlesnake. A dax is a porcupine. Therefore, a blicket is a predator.","A blicket is a rattlesnake. A dax is a porcupine. Therefore, a dax is a predator.","A blicket is a rattlesnake. A dax is a porcupine. Therefore, a blicket is a predator.","A blicket is a rattlesnake. A dax is a porcupine. Therefore, a dax is a predator.","A blicket is a rattlesnake. A dax is a porcupine. Therefore, a blicket","A blicket is a rattlesnake. A dax is a porcupine. Therefore, a dax"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10648,wugs_dist_in_between_10648,1,1,0,"A blicket is a gorilla. A dax is a bat. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a bat. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a bat. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a bat. Therefore, a dax is a primate.","A blicket is a gorilla. A dax is a bat. Therefore, a blicket","A blicket is a gorilla. A dax is a bat. Therefore, a dax"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10651,wugs_dist_in_between_10651,1,1,0,"A blicket is a gorilla. A dax is a marble. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a marble. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a marble. Therefore, a blicket is a primate.","A blicket is a gorilla. A dax is a marble. Therefore, a dax is a primate.","A blicket is a gorilla. A dax is a marble. Therefore, a blicket","A blicket is a gorilla. A dax is a marble. Therefore, a dax"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10658,wugs_dist_in_between_10658,0,1,1,"A blicket is an eagle. A fep is a lion. Therefore, a blicket is a raptor.","A blicket is an eagle. A fep is a lion. Therefore, a fep is a raptor.","A blicket is an eagle. A fep is a lion. Therefore, a blicket is a raptor.","A blicket is an eagle. A fep is a lion. Therefore, a blicket is a raptor.","A blicket is an eagle. A fep is a lion. Therefore, a blicket","A blicket is an eagle. A fep is a lion. Therefore, a fep"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/1066,wugs_dist_in_between_1066,0,1,1,"A fep is an eel. A wug is a lizard. Therefore, a fep can be found underwater.","A fep is an eel. A wug is a lizard. Therefore, a wug can be found underwater.","A fep is an eel. A wug is a lizard. Therefore, a fep can be found underwater.","A fep is an eel. A wug is a lizard. Therefore, a fep can be found underwater.","A fep is an eel. A wug is a lizard. Therefore, a fep","A fep is an eel. A wug is a lizard. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10663,wugs_dist_in_between_10663,1,0,1,"A fep is an owl. A blicket is a tarantula. Therefore, a fep is a raptor.","A fep is an owl. A blicket is a tarantula. Therefore, a fep is a raptor.","A fep is an owl. A blicket is a tarantula. Therefore, a blicket is a raptor.","A fep is an owl. A blicket is a tarantula. Therefore, a fep is a raptor.","A fep is an owl. A blicket is a tarantula. Therefore, a fep","A fep is an owl. A blicket is a tarantula. Therefore, a blicket"
loss_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10667,wugs_dist_in_between_10667,1,1,0,"A blicket is a buzzard. A fep is a desk. Therefore, a blicket is a raptor.","A blicket is a buzzard. A fep is a desk. Therefore, a blicket is a raptor.","A blicket is a buzzard. A fep is a desk. Therefore, a blicket is a raptor.","A blicket is a buzzard. A fep is a desk. Therefore, a fep is a raptor.","A blicket is a buzzard. A fep is a desk. Therefore, a blicket","A blicket is a buzzard. A fep is a desk. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,random,in-between,COMPS/wugs_dist_in_between/10671,wugs_dist_in_between_10671,0,0,1,"A wug is a falcon. A blicket is a scorpion. Therefore, a wug is a raptor.","A wug is a falcon. A blicket is a scorpion. Therefore, a blicket is a raptor.","A wug is a falcon. A blicket is a scorpion. Therefore, a blicket is a raptor.","A wug is a falcon. A blicket is a scorpion. Therefore, a wug is a raptor.","A wug is a falcon. A blicket is a scorpion. Therefore, a wug","A wug is a falcon. A blicket is a scorpion. Therefore, a blicket"
gain_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10678,wugs_dist_in_between_10678,0,1,0,"A dax is a crocodile. A wug is an ostrich. Therefore, a dax is a reptile.","A dax is a crocodile. A wug is an ostrich. Therefore, a wug is a reptile.","A dax is a crocodile. A wug is an ostrich. Therefore, a dax is a reptile.","A dax is a crocodile. A wug is an ostrich. Therefore, a wug is a reptile.","A dax is a crocodile. A wug is an ostrich. Therefore, a dax","A dax is a crocodile. A wug is an ostrich. Therefore, a wug"
loss_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/1069,wugs_dist_in_between_1069,1,0,1,"A dax is a crab. A wug is a scorpion. Therefore, a dax can be found underwater.","A dax is a crab. A wug is a scorpion. Therefore, a dax can be found underwater.","A dax is a crab. A wug is a scorpion. Therefore, a wug can be found underwater.","A dax is a crab. A wug is a scorpion. Therefore, a dax can be found underwater.","A dax is a crab. A wug is a scorpion. Therefore, a dax","A dax is a crab. A wug is a scorpion. Therefore, a wug"
gain_82_to_84,COMPS,wugs_dist_in_between,taxonomic,in-between,COMPS/wugs_dist_in_between/10692,wugs_dist_in_between_10692,0,1,1,"A dax is an iguana. A fep is a frog. Therefore, a dax is a reptile.","A dax is an iguana. A fep is a frog. Therefore, a fep is a reptile.","A dax is an iguana. A fep is a frog. Therefore, a dax is a reptile.","A dax is an iguana. A fep is a frog. Therefore, a dax is a reptile.","A dax is an iguana. A fep is a frog. Therefore, a dax","A dax is an iguana. A fep is a frog. Therefore, a fep"
loss_82_to_84,COMPS,wugs_dist_in_between,overlap,in-between,COMPS/wugs_dist_in_between/10693,wugs_dist_in_between_10693,1,0,1,"A wug is an iguana. A fep is a raccoon. Therefore, a wug is a reptile.","A wug is an iguana. A fep is a raccoon. Therefore, a wug is a reptile.","A wug is an iguana. A fep is a raccoon. Therefore, a fep is a reptile.","A wug is an iguana. A fep is a raccoon. Therefore, a wug is a reptile.","A wug is an iguana. A fep is a raccoon. Therefore, a wug","A wug is an iguana. A fep is a raccoon. Therefore, a fep"
gain_84_to_100_no_82_84_flip,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10694,wugs_dist_in_between_10694,0,0,1,"A dax is an iguana. A blicket is a tarantula. Therefore, a dax is a reptile.","A dax is an iguana. A blicket is a tarantula. Therefore, a blicket is a reptile.","A dax is an iguana. A blicket is a tarantula. Therefore, a blicket is a reptile.","A dax is an iguana. A blicket is a tarantula. Therefore, a dax is a reptile.","A dax is an iguana. A blicket is a tarantula. Therefore, a dax","A dax is an iguana. A blicket is a tarantula. Therefore, a blicket"
loss_82_to_84,COMPS,wugs_dist_in_between,co-occurrence,in-between,COMPS/wugs_dist_in_between/10702,wugs_dist_in_between_10702,1,0,1,"A fep is an alligator. A blicket is an ostrich. Therefore, a fep is a reptile.","A fep is an alligator. A blicket is an ostrich. Therefore, a fep is a reptile.","A fep is an alligator. A blicket is an ostrich. Therefore, a blicket is a reptile.","A fep is an alligator. A blicket is an ostrich. Therefore, a fep is a reptile.","A fep is an alligator. A blicket is an ostrich. Therefore, a fep","A fep is an alligator. A blicket is an ostrich. Therefore, a blicket"
