domain,idx,uid,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,pattern,accuracy_interaction_te431_minus_te430,margin_interaction_te431_minus_te430
agent-properties,452,agent-properties_452,choose,-,indirect,variable swap,variable swap,1111,0,-4.220615386962891
agent-properties,1243,agent-properties_1243,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.848011016845703
agent-properties,1585,agent-properties_1585,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.848011016845703
physical-relations,219,physical-relations_219,block,-,indirect,variable swap,variable swap,1111,0,1.9454889297485352
agent-properties,1000,agent-properties_1000,make more effort,make less effort,indirect,antonym,variable swap,1111,0,2.4403305053710938
physical-relations,719,physical-relations_719,under,on,direct,variable swap,concept swap,0000,0,-12.902246952056885
physical-relations,779,physical-relations_779,under,on,direct,variable swap,variable swap,0000,0,-12.902246952056885
agent-properties,1600,agent-properties_1600,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,1.3087882995605469
agent-properties,1044,agent-properties_1044,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.4947118759155273
spatial-relations,353,spatial-relations_353,left,right,direct,antonym,concept swap,0000,0,1.2396526336669922
agent-properties,497,agent-properties_497,feel,not feel,indirect,other,concept swap,0000,0,2.242490768432617
agent-properties,459,agent-properties_459,choose,-,indirect,variable swap,variable swap,1111,0,3.322347640991211
physical-relations,204,physical-relations_204,block,-,indirect,antonym,variable swap,1111,0,-0.4602394104003906
quantitative-properties,66,quantitative-properties_66,enough,not enough,direct,antonym,concept swap,1111,0,3.952263832092285
spatial-relations,96,spatial-relations_96,above,below,indirect,variable swap,concept swap,0000,0,3.769227981567383
spatial-relations,142,spatial-relations_142,above,below,indirect,variable swap,variable swap,0000,0,3.769227981567383
agent-properties,1242,agent-properties_1242,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,4.171640396118164
agent-properties,1586,agent-properties_1586,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,4.171640396118164
spatial-relations,433,spatial-relations_433,left,right,indirect,variable swap,concept swap,1111,0,5.635957717895508
agent-properties,288,agent-properties_288,choose,-,indirect,variable swap,variable swap,0000,0,-8.170845031738281
physical-relations,449,physical-relations_449,inside,outside,indirect,antonym,concept swap,1111,0,1.6127996444702148
agent-properties,372,agent-properties_372,choose,-,indirect,variable swap,variable swap,0000,0,2.325967788696289
agent-properties,1168,agent-properties_1168,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,9.570161819458008
agent-properties,1438,agent-properties_1438,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,9.570161819458008
agent-properties,290,agent-properties_290,choose,-,indirect,variable swap,variable swap,1111,0,6.47760009765625
spatial-relations,294,spatial-relations_294,front,behind,direct,antonym,concept swap,1111,0,-3.491628646850586
social-properties,108,social-properties_108,friendly,hostile,direct,antonym,concept swap,1111,0,-1.1506738662719727
agent-properties,328,agent-properties_328,choose,-,indirect,variable swap,variable swap,0000,0,1.999868392944336
agent-properties,976,agent-properties_976,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.5198802947998047
social-interactions,89,social-interactions_89,evade,seek,direct,antonym,concept swap,1111,0,1.8726749420166016
agent-properties,893,agent-properties_893,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.083841323852539
agent-properties,1105,agent-properties_1105,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.083841323852539
agent-properties,1302,agent-properties_1302,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-4.866628646850586
agent-properties,1706,agent-properties_1706,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-4.866628646850586
spatial-relations,411,spatial-relations_411,left,right,indirect,antonym,concept swap,0000,0,0.8164119124412537
social-interactions,274,social-interactions_274,tease,comfort,indirect,antonym,concept swap,1111,0,-0.14939022064208984
agent-properties,1319,agent-properties_1319,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,-3.727832794189453
agent-properties,1737,agent-properties_1737,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-3.727832794189453
agent-properties,805,agent-properties_805,make more effort,make less effort,indirect,antonym,concept swap,1111,0,0.5134334564208984
agent-properties,929,agent-properties_929,make more effort,make less effort,indirect,antonym,variable swap,1111,0,0.5134334564208984
social-interactions,121,social-interactions_121,help,hinder,direct,antonym,concept swap,1111,0,0.6599311828613281
agent-properties,457,agent-properties_457,choose,-,indirect,variable swap,variable swap,0000,0,-4.576189041137695
agent-properties,1496,agent-properties_1496,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.728250503540039
social-relations,396,social-relations_396,colleague,boss,direct,other,concept swap,1111,0,1.1624183654785156
social-interactions,133,social-interactions_133,help,hinder,direct,antonym,concept swap,1111,0,-0.6377487182617188
quantitative-properties,141,quantitative-properties_141,more,fewer,direct,antonym,concept swap,0000,0,-3.414883613586426
physical-interactions,125,physical-interactions_125,collide with,-,indirect,antonym,variable swap,0000,0,1.188711166381836
social-interactions,171,social-interactions_171,respect,insult,indirect,antonym,concept swap,1111,0,-4.383338928222656
agent-properties,1603,agent-properties_1603,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-1.0467300415039062
agent-properties,801,agent-properties_801,make more effort,make less effort,indirect,antonym,concept swap,0000,0,-2.0363216400146484
agent-properties,921,agent-properties_921,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-2.0363216400146484
agent-properties,1818,agent-properties_1818,prefer,-,direct,variable swap,variable swap,1111,0,-3.9002952575683594
social-relations,360,social-relations_360,boss,subordinate,indirect,variable swap,variable swap,1111,0,-4.116130828857422
spatial-relations,424,spatial-relations_424,left,right,indirect,variable swap,concept swap,0000,0,-2.2311935424804688
social-relations,879,social-relations_879,parent,child,direct,active-passive,concept swap,1111,0,3.7087745666503906
social-relations,897,social-relations_897,parent,child,direct,active-passive,variable swap,1111,0,3.7087745666503906
social-relations,1192,social-relations_1192,parent,sibling,indirect,other,concept swap,0000,0,1.035308837890625
social-relations,1146,social-relations_1146,parent,child,indirect,variable swap,variable swap,0000,0,-1.4058113098144531
physical-relations,596,physical-relations_596,touching,connected,direct,antonym,concept swap,1111,0,3.2831039428710938
physical-relations,539,physical-relations_539,support,supported,indirect,variable swap,variable swap,0000,0,-7.61248779296875
physical-relations,501,physical-relations_501,support,supported,indirect,variable swap,variable swap,0000,0,-0.6081361770629883
material-properties,98,material-properties_98,smooth,rough,direct,antonym,concept swap,0000,0,-2.8543481826782227
quantitative-properties,143,quantitative-properties_143,more,fewer,direct,antonym,concept swap,0000,0,-7.879570007324219
agent-properties,333,agent-properties_333,choose,-,indirect,variable swap,variable swap,1111,0,9.669906616210938
agent-properties,1020,agent-properties_1020,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-1.099355697631836
spatial-relations,465,spatial-relations_465,north,south,indirect,antonym,concept swap,0000,0,-1.2127974033355713
material-properties,91,material-properties_91,heavy,light,indirect,material,concept swap,0000,0,2.1151809692382812
social-relations,1460,social-relations_1460,teacher,student,indirect,other,variable swap,0000,0,1.4538345336914062
social-relations,1186,social-relations_1186,parent,sibling,indirect,other,concept swap,0000,0,-1.3649215698242188
social-relations,351,social-relations_351,boss,subordinate,indirect,variable swap,variable swap,1111,0,-10.425958633422852
spatial-relations,361,spatial-relations_361,left,right,direct,antonym,concept swap,0000,0,-0.8946857452392578
agent-properties,393,agent-properties_393,choose,-,indirect,variable swap,variable swap,0000,0,10.065839767456055
agent-properties,311,agent-properties_311,choose,-,indirect,variable swap,variable swap,1111,0,-10.646507263183594
physical-interactions,453,physical-interactions_453,sit on,stand on,indirect,other,concept swap,1111,0,-1.2217960357666016
social-interactions,244,social-interactions_244,tease,comfort,direct,other,concept swap,1111,0,2.8826990127563477
physical-relations,186,physical-relations_186,bigger,smaller,indirect,variable swap,variable swap,1111,0,-0.38336849212646484
agent-properties,1108,agent-properties_1108,make more effort,make less effort,indirect,antonym,variable swap,0000,0,-0.25884246826171875
agent-properties,423,agent-properties_423,choose,-,indirect,variable swap,variable swap,0000,0,1.1895580291748047
agent-properties,389,agent-properties_389,choose,-,indirect,variable swap,variable swap,0000,0,13.971986770629883
agent-properties,1231,agent-properties_1231,make more effort,make less effort,indirect,variable swap,concept swap,1111,0,3.9235363006591797
agent-properties,1561,agent-properties_1561,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.9235363006591797
physical-interactions,452,physical-interactions_452,sit on,stand on,indirect,other,concept swap,0000,0,1.8435983657836914
physical-relations,724,physical-relations_724,under,on,direct,variable swap,concept swap,0000,0,-1.9527888298034668
physical-relations,790,physical-relations_790,under,on,direct,variable swap,variable swap,0000,0,-1.9527888298034668
social-relations,936,social-relations_936,parent,child,direct,variable swap,variable swap,0000,0,9.48849868774414
spatial-relations,485,spatial-relations_485,north,south,indirect,antonym,concept swap,0000,0,-1.7070116996765137
spatial-relations,435,spatial-relations_435,left,right,indirect,variable swap,concept swap,0000,0,-2.789945602416992
social-relations,1198,social-relations_1198,parent,sibling,indirect,other,concept swap,0000,0,2.0056800842285156
spatial-relations,211,spatial-relations_211,close,far,direct,antonym,concept swap,1111,0,-2.656330108642578
spatial-relations,457,spatial-relations_457,north,south,indirect,antonym,concept swap,0000,0,-0.7733821868896484
spatial-relations,477,spatial-relations_477,north,south,indirect,antonym,concept swap,0000,0,-0.3173859119415283
agent-properties,1842,agent-properties_1842,prefer,-,direct,variable swap,variable swap,1111,0,-3.4410476684570312
agent-properties,242,agent-properties_242,choose,-,indirect,variable swap,variable swap,0000,0,2.109344482421875
spatial-relations,212,spatial-relations_212,close,far,direct,antonym,concept swap,1111,0,7.4229207038879395
spatial-relations,489,spatial-relations_489,north,south,indirect,antonym,concept swap,0000,0,-0.4088321924209595
social-relations,120,social-relations_120,boss,subordinate,direct,variable swap,variable swap,1111,0,-3.1679630279541016
agent-properties,1917,agent-properties_1917,prefer,-,indirect,antonym,variable swap,0000,0,-0.3876762390136719
physical-interactions,450,physical-interactions_450,sit on,stand on,indirect,other,concept swap,0000,0,-2.835782527923584
agent-properties,1472,agent-properties_1472,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,2.492870330810547
social-interactions,85,social-interactions_85,evade,seek,direct,antonym,concept swap,1111,0,3.6708898544311523
spatial-relations,296,spatial-relations_296,front,behind,direct,antonym,concept swap,1111,0,-4.769925117492676
social-properties,71,social-properties_71,dominant,submissive,direct,antonym,concept swap,0000,0,-5.5198822021484375
social-relations,678,social-relations_678,landlord,tenant,direct,variable swap,concept swap,1111,0,-1.4371490478515625
social-relations,738,social-relations_738,landlord,tenant,direct,variable swap,variable swap,1111,0,-1.4371490478515625
agent-properties,665,agent-properties_665,intend,not intend,indirect,other,concept swap,0000,0,1.4175968170166016
agent-properties,354,agent-properties_354,choose,-,indirect,variable swap,variable swap,0000,0,-3.3185043334960938
agent-properties,1599,agent-properties_1599,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,2.0354232788085938
agent-properties,397,agent-properties_397,choose,-,indirect,variable swap,variable swap,1111,0,-11.228321075439453
social-relations,1431,social-relations_1431,teacher,student,direct,variable swap,variable swap,1111,0,-5.307764053344727
agent-properties,1847,agent-properties_1847,prefer,-,direct,variable swap,variable swap,1111,0,-2.9627914428710938
quantitative-properties,137,quantitative-properties_137,more,fewer,direct,antonym,concept swap,0000,0,-2.4926347732543945
agent-properties,1960,agent-properties_1960,prefer,-,indirect,variable swap,variable swap,1111,0,2.4232826232910156
agent-properties,376,agent-properties_376,choose,-,indirect,variable swap,variable swap,0000,0,7.740911483764648
social-interactions,120,social-interactions_120,help,hinder,direct,antonym,concept swap,1111,0,0.9608688354492188
agent-properties,256,agent-properties_256,choose,-,indirect,variable swap,variable swap,0000,0,2.7378082275390625
physical-relations,185,physical-relations_185,bigger,smaller,indirect,variable swap,variable swap,0000,0,1.3665556907653809
agent-properties,1812,agent-properties_1812,prefer,-,direct,variable swap,variable swap,0000,0,1.8422737121582031
agent-properties,272,agent-properties_272,choose,-,indirect,variable swap,variable swap,0000,0,-0.5361003875732422
agent-properties,331,agent-properties_331,choose,-,indirect,variable swap,variable swap,1111,0,0.8378334045410156
material-properties,48,material-properties_48,fragile,sturdy,direct,antonym,concept swap,1111,0,5.027557373046875
social-relations,191,social-relations_191,boss,subordinate,indirect,antonym,concept swap,1111,0,-0.4365272521972656
social-relations,233,social-relations_233,boss,subordinate,indirect,antonym,variable swap,1111,0,-0.4365272521972656
physical-relations,515,physical-relations_515,support,supported,indirect,variable swap,variable swap,0000,0,-4.026018142700195
physical-dynamics,94,physical-dynamics_94,sink,float,direct,antonym,concept swap,1111,0,-1.9170141220092773
social-relations,1041,social-relations_1041,parent,child,indirect,antonym,variable swap,0000,0,0.6424217224121094
agent-properties,1596,agent-properties_1596,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,-0.9586677551269531
agent-properties,849,agent-properties_849,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.4112739562988281
agent-properties,1017,agent-properties_1017,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.4112739562988281
physical-relations,203,physical-relations_203,block,-,indirect,antonym,variable swap,0000,0,0.5361709594726562
social-relations,878,social-relations_878,parent,child,direct,active-passive,concept swap,0000,0,-0.7727699279785156
social-relations,898,social-relations_898,parent,child,direct,active-passive,variable swap,0000,0,-0.7727699279785156
physical-relations,154,physical-relations_154,bigger,smaller,indirect,variable swap,concept swap,1111,0,-4.105961799621582
physical-relations,190,physical-relations_190,bigger,smaller,indirect,variable swap,variable swap,1111,0,-4.105961799621582
spatial-relations,138,spatial-relations_138,above,below,indirect,variable swap,variable swap,0000,0,4.950551986694336
quantitative-properties,145,quantitative-properties_145,more,fewer,direct,antonym,concept swap,0000,0,-1.3495893478393555
social-interactions,136,social-interactions_136,help,hinder,direct,antonym,concept swap,1111,0,-4.488332748413086
agent-properties,871,agent-properties_871,make more effort,make less effort,indirect,antonym,concept swap,1111,0,1.3702754974365234
agent-properties,1061,agent-properties_1061,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.3702754974365234
spatial-relations,461,spatial-relations_461,north,south,indirect,antonym,concept swap,0000,0,-0.7037707567214966
spatial-relations,434,spatial-relations_434,left,right,indirect,variable swap,concept swap,1111,0,3.6473617553710938
agent-properties,1814,agent-properties_1814,prefer,-,direct,variable swap,variable swap,1111,0,-2.8303890228271484
material-properties,111,material-properties_111,smooth,rough,indirect,material,concept swap,1111,0,2.294668197631836
social-relations,88,social-relations_88,boss,subordinate,direct,variable swap,concept swap,1111,0,1.8644580841064453
social-relations,158,social-relations_158,boss,subordinate,direct,variable swap,variable swap,1111,0,1.8644580841064453
spatial-relations,453,spatial-relations_453,north,south,indirect,antonym,concept swap,0000,0,-0.4664214253425598
material-properties,133,material-properties_133,soft,hard,indirect,material,concept swap,0000,0,-0.9927883148193359
spatial-relations,451,spatial-relations_451,north,south,indirect,antonym,concept swap,1111,0,1.1942710280418396
spatial-relations,475,spatial-relations_475,north,south,indirect,antonym,concept swap,1111,0,0.7019748687744141
social-relations,569,social-relations_569,friend,stranger,indirect,antonym,concept swap,1111,0,-0.8608264923095703
agent-properties,1484,agent-properties_1484,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,9.02401351928711
social-relations,1314,social-relations_1314,teacher,student,direct,antonym,variable swap,0000,0,5.257057189941406
social-relations,1428,social-relations_1428,teacher,student,direct,variable swap,variable swap,0000,0,4.106164932250977
agent-properties,1919,agent-properties_1919,prefer,-,indirect,antonym,variable swap,1111,0,0.9297523498535156
physical-dynamics,92,physical-dynamics_92,sink,float,direct,antonym,concept swap,1111,0,0.547454833984375
spatial-relations,365,spatial-relations_365,left,right,direct,antonym,concept swap,0000,0,-1.3184318542480469
agent-properties,1499,agent-properties_1499,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,3.173520088195801
agent-properties,1929,agent-properties_1929,prefer,-,indirect,antonym,variable swap,0000,0,1.427785873413086
agent-properties,346,agent-properties_346,choose,-,indirect,variable swap,variable swap,1111,0,-0.15685272216796875
spatial-relations,285,spatial-relations_285,east,west,indirect,antonym,concept swap,0000,0,2.2739360332489014
social-relations,893,social-relations_893,parent,child,direct,active-passive,variable swap,1111,0,-1.683309555053711
agent-properties,1387,agent-properties_1387,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-5.702829360961914
spatial-relations,483,spatial-relations_483,north,south,indirect,antonym,concept swap,1111,0,1.5302919149398804
physical-interactions,455,physical-interactions_455,sit on,stand on,indirect,other,concept swap,1111,0,0.5600032806396484
quantitative-properties,139,quantitative-properties_139,more,fewer,direct,antonym,concept swap,0000,0,-6.1038618087768555
agent-properties,1123,agent-properties_1123,make more effort,make less effort,indirect,variable swap,concept swap,0000,0,-3.9799232482910156
agent-properties,1345,agent-properties_1345,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-3.9799232482910156
spatial-relations,469,spatial-relations_469,north,south,indirect,antonym,concept swap,0000,0,-0.7145895957946777
agent-properties,1475,agent-properties_1475,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-2.8268375396728516
social-relations,421,social-relations_421,colleague,boss,indirect,antonym,concept swap,0000,0,-2.2878494262695312
agent-properties,1408,agent-properties_1408,make more effort,make less effort,indirect,variable swap,variable swap,0000,0,-5.601308822631836
agent-properties,1384,agent-properties_1384,make more effort,make less effort,indirect,variable swap,variable swap,1111,0,5.838352203369141
agent-properties,1052,agent-properties_1052,make more effort,make less effort,indirect,antonym,variable swap,1111,0,1.9636363983154297
social-relations,317,social-relations_317,boss,subordinate,indirect,variable swap,variable swap,0000,0,4.438241958618164
agent-properties,2039,agent-properties_2039,prefer,-,indirect,variable swap,variable swap,1111,0,4.4211883544921875
material-properties,105,material-properties_105,smooth,rough,indirect,material,concept swap,1111,0,0.9219436645507812
social-relations,562,social-relations_562,friend,stranger,indirect,antonym,concept swap,0000,0,0.34325122833251953
agent-properties,2055,agent-properties_2055,see,feel,indirect,other,concept swap,0000,0,2.0232725143432617
agent-properties,285,agent-properties_285,choose,-,indirect,variable swap,variable swap,1111,0,2.7059364318847656
spatial-relations,463,spatial-relations_463,north,south,indirect,antonym,concept swap,1111,0,1.5882278680801392
