endpoint,split,example_id,row_index,correct,gold,prediction,prompt,solution0,solution1,group,label,prediction_path
clean65,parallel,parallel_ex000057_eng_latn,52,0,2.5m x 3m, 16cm x 20cm,The bed is 160cm wide by 200 cm long. What size bedroom do you need?,16cm x 20cm,2.5m x 3m,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000058_eng_latn,53,1,1cm, 1cm,"To help bread dough rise well, you can use a sharp knife to make a cross-shaped incision. How deep should you make the incision?",10cm,1cm,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000059_eng_latn,54,0,A toothpick, A knife,"When food gets stuck in your teeth, what object should you use to get it out?",A cotton swab,A spoon,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000061_eng_latn,55,0,They should each twist to their right, They should not twist the towel,"John and Paul are wringing out a wet towel. They each take it by one end, place a bucket underneath, and each twist the towel. What direction should they twist?",They should each twist to their right,They should not twist the towel,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000062_eng_latn,56,0,Your right elbow, Your left shoulder,What can you hold in your left hand but not in your right hand?,Your right elbow,Your left shoulder,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000063_eng_latn,57,0,A tin can, A glass jar,"To pound small nails, what could be used instead of a hammer?",A leather belt,A glass jar,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000064_eng_latn,58,0,The side of the house that faces downhill, The side of the house that faces the sun,"If a car is parked lower than the house, then which side of the house is it on?",The side of the house that faces uphill,The side of the house that faces downhill,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000065_eng_latn,59,1,"Using oven mitts, grab it from both sides and carefully lift it out of the oven"," Using oven mitts, grab it from both sides and carefully lift it out of the oven",How should I take a hot dish out of the oven?,"Using oven mitts, grab it from the lid and carefully lift it out of the oven","Using oven mitts, grab it from both sides and carefully lift it out of the oven",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000066_eng_latn,60,1,A razor blade, A razor blade,What can you use to shave your head?,A kitchen knife,A pocket knife,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000067_eng_latn,61,0,An axe, A kitchen knife,What can you use to chop wood?,Scissors,An axe,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000068_eng_latn,62,1,"Pants, socks, then shoes"," Pants, socks, then shoes",What order should you put on your clothing before leaving the house?,"Shoes, socks, then pants","Pants, socks, then shoes",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000069_eng_latn,63,0,Nylon shirts, Linen shirts,A person is drying a shirt on a windy day in the yard. What kind of shirts will lose moisture faster?,Linen shirts,Denim shirts,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000070_eng_latn,64,0,Drink water throughout the hike, Drink all your water as soon as you start the hike,How do you make sure to stay hydrated on a long hike?,Drink all your water when you finish the hike,Drink water throughout the hike,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000071_eng_latn,65,1,The wick should be longer than the height of the candle wax, The wick should be longer than the height of the candle wax,"How long is the wick of a candle, compared to the height of the candle wax?",The wick should be the same length as the height of the candle wax,The wick should be shorter than the height of the candle wax,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000072_eng_latn,66,0,They will make the same amount of water overflow, The steel cube will make more water overflow,"You have a cube made of steel and a cube made of plastic with the same volume. If you gently put each cube underwater in a glass full of water, which one will make more volume of water overflow?",The plastic cube will make more water overflow,They will make the same amount of water overflow,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000073_eng_latn,67,0,An alcohol-soaked cotton ball, A water-soaked cotton ball,"Before injection with a needle, what should you clean the injection site with?",An alcohol-soaked leather pad,A water-soaked cotton ball,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000074_eng_latn,68,1,Wrap the cup with a plastic bag, Wrap the cup with a plastic bag,"If a plastic cup is cracked, what can be done to stop the water from leaking out?",Wrap the cup with a sock,Wrap the cup with paper,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000075_eng_latn,69,1,200 liters, 200 liters,How much water fills an average bathtub?,1000 liters,50 liters,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000076_eng_latn,70,1,Do not cover it, Do not cover it,How do you make a candle burn for a long time?,Do not cover it,Cover it with aluminum foil,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000077_eng_latn,71,0,A stick, A knife,"While mother was sweeping the house, a coin that was on the floor was hit by the broom. The coin rolled far under the refrigerator. What could she use to get the coin out?",A sock,A fork,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000078_eng_latn,72,0,In the refrigerator, In the oven,"To stop a banana from ripening too fast, where can you put it?",In the oven,In a bowl,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000079_eng_latn,73,0,The car has worn out tires, The car has lost a tire,A car is skidding out of control. What scenario would make the car skid faster?,The car has new tires,The car has lost a tire,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000080_eng_latn,74,1,The plain water will freeze faster, The plain water will freeze faster,You have a cup of plain water and a cup of salt water. You put both in the freezer. Which will freeze faster?,The salt water will freeze faster,They will freeze at the same rate,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000081_eng_latn,75,1,Flatten out the towel and do not fold it, Flatten out the towel and do not fold it,A wet towel is lying crumpled up on the bathroom floor. How should you make it dry faster?,Flatten out the towel and do not fold it,Flatten out the towel and fold it into quarters,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000082_eng_latn,76,0,A dull low sound, An echoing sound,You arrive at a lake and want to check the thickness of the ice. You hit the ice with a stick. What kind of sound would mean the ice is safer to walk on?,A dull low sound,A high rattling sound,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000083_eng_latn,77,0,Less than 20cm, 20cm,"A person is walking in deep, fluffy snow, and their feet sink 20cm into the snow. A person with the same weight but much larger feet walks in the same snow. How much will the second person's feet sink into the snow?",20cm,Less than 20cm,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000084_eng_latn,78,0,No, Yes,"The deadline for a report is two weeks from today. We will meet about the report in one week. If the meeting is postponed by two weeks, will it still be before the report deadline?",Unable to answer,No,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000085_eng_latn,79,0,"Make animal shapes with your hand, then place your hand between the lamp and the wall"," Make animal shapes with your hand, then place your hand on the wall",Some children enjoy making different animals and birds with hand shadows on the wall. How do you make these shadows with your hand?,"Make animal shapes with your hand, then place your hand underneath the lamp","Make animal shapes with your hand, then place your hand on the wall",clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000086_eng_latn,80,1,The glass would break, The glass would break,"What would happen if we completely fill a glass container with water, seal it, and leave it outdoors in the freezing cold for a day?",The glass would harden,The glass would break,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000087_eng_latn,81,0,"Sugar and flour, oil and water"," Sugar and water, flour and salt",A recipe says that you have to mix the wet and dry ingredients separately. Which ingredients would be mixed together?,"Sugar and water, flour and salt","Sugar and flour, oil and salt",clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000088_eng_latn,82,1,Two glasses of 0.4L and one glass of 0.3L, Two glasses of 0.4L and one glass of 0.3L,We have 1 liter of milk and we want to pour all the milk into glasses. We only have three glasses. Which combination of sizes will be able to hold all the milk?,Two glasses of 0.2L and one glass of 0.5L,Three glasses of 0.3L,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000089_eng_latn,83,0,"Wrap the egg with the paper, then put it inside the cup"," Wrap the cup with the paper, then put it next to the egg","There is a sheet of paper, a glass cup, and an egg. How would you place them in a box to best protect the egg from breaking?","Wrap the cup with the paper, then put it next to the egg","Wrap the egg with the paper, then put it inside the cup",clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000090_eng_latn,84,0,The water will move towards the front of the truck, The water will not move,"A truck full of water is driving down a road. Suddenly, it has to stop. As it is stopping, where will the water go?",The water will move towards the front of the truck,The water will move towards the back of the truck,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000091_eng_latn,85,0,Blue and yellow, Blue and red,"James is painting a garden scene, but he has no green paint. What paints could he mix to get green?",Blue and red,Blue and white,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000092_eng_latn,86,0,One drop of red and two drops of yellow, One drop of red and one drop of blue,"Alex is baking an orange cake, and he needs to add food coloring to make it orange. What food coloring should he add?",One drop of yellow and one drop of blue,One drop of red and two drops of yellow,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000093_eng_latn,87,0,Fill a bag with leaves, Fill a bag with water,"To make a temporary outdoor pillow, what could you do?",Fill a bag with twigs,Fill a bag with stones,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000094_eng_latn,88,0,Drying the laundry, Folding the laundry,You put some cookies in the oven before doing some housework. What housework would not be possible to finish before the cookies need to be taken out of the oven?,Drying the laundry,Folding the laundry,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000095_eng_latn,89,0,Behind you, In front of you,"You and your friend are walking in a forest, but your friend turns left when you turn right, and you both keep walking. What direction is your friend relative to you now?",In front of you,To your right,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000096_eng_latn,90,0,Your friend is following you, You and your friend are walking towards each other,"You and your friend are walking down the street towards each other. You turn around, but your friend keeps walking in the same direction. Which direction are you and your friend walking relative to one another?",You and your friend are walking in opposite directions,You and your friend are walking towards each other,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000097_eng_latn,91,0,"The left car would swerve left, and the right car would not swerve"," The right car would swerve right, and the left car would not swerve","Three cars are driving next to each other, and the car in the middle tries to turn left. What would the other two cars do?","The left car would swerve right, and the right car would not swerve","The left car would swerve left, and the right car would swerve right",clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000098_eng_latn,92,1,240km, 240km,"Jack drives for 40km per day. After six days, how far has he driven?",240km,300km,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000099_eng_latn,93,0,9:15 AM, 9:00 AM,"You set your alarm to ring at 9am every morning, but the alarm clock falls 5min behind every day. What time will the alarm ring three days after you set it?",9:00 AM,9:15 AM,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000100_eng_latn,94,0,Wednesday, Friday,A truck comes to your house every two days. It first arrives at your house on a Saturday. What day will the truck arrive for the third time?,Tuesday,Thursday,clean,3,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000101_eng_latn,95,0,3:00 PM, 2:00 PM,"My first meeting for the day is at 9am, and it lasts for 1 hour. My second meeting starts 5 hours after the first meeting ends. What time does my second meeting start?",9:00 AM,3:00 PM,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000102_eng_latn,96,1,Rubbing alcohol, Rubbing alcohol,Which of these is best for cleaning your computer screen without leaving moisture?,Soap and water,Rubbing alcohol,clean,1,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000103_eng_latn,97,0,Place the garlic in a breathable container, Leave the garlic in the sun,How should you store garlic for cooking so that it stays fresh?,Place the garlic in a breathable container,Place the garlic in an airtight container,clean,0,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
clean65,parallel,parallel_ex000104_eng_latn,98,0,Tree leaves, Water,What material would be best to use to make an outdoor mattress?,Small sticks,Small rocks,clean,2,experiments/archive/functional_learning/data/repaired_clean_seed62065_zero_reading/official_outputs/clean_pres_lambda1_eval_seed62065_u0080_zero_reading/GlobalPIQA_parallel/repaired_clean_pres_lambda1_eval_seed62065_u0080/full_clean_pres_lambda1_eval_seed62065_u0080_zero_reading_GlobalPIQA_parallel/zero_shot/mlm/global_piqa_parallel/global_piqa_parallel/predictions.json
